buyer_id,signup_date,region,acquisition_channel,customer_type,loyalty_tier
B002541,2024-08-23,Midwest,email,consumer,Silver
B002542,2025-08-05,South,paid_search,consumer,Bronze
B002543,2024-06-28,South,paid_search,consumer,Bronze
B002544,2024-05-06,South,organic,consumer,Gold
B002545,2024-10-17,South,paid_search,consumer,Bronze
B002546,2026-01-31,Northeast,email,small_business,Bronze
B002547,2025-01-31,South,referral,consumer,Bronze
B002548,2024-08-16,South,social,consumer,Bronze
B002549,2024-10-26,Midwest,paid_search,consumer,Gold
B002550,2024-05-24,Northeast,paid_search,consumer,Bronze
B002551,2025-04-23,South,affiliate,consumer,Silver
B002552,2024-07-17,Northeast,paid_search,consumer,Gold
B002553,2025-01-18,Midwest,organic,small_business,Bronze
B002554,2024-08-04,Midwest,referral,enthusiast,Bronze
B002555,2024-06-20,South,direct,consumer,Bronze
B002556,2026-01-31,Northeast,direct,consumer,Bronze
B002557,2024-07-13,Central,direct,small_business,Bronze
B002558,2023-11-06,Midwest,social,consumer,Silver
B002559,2024-08-12,Midwest,referral,consumer,Bronze
B002560,2024-12-29,Midwest,direct,consumer,Silver
B002561,2023-11-28,West,organic,consumer,Gold
B002562,2024-06-06,Central,paid_search,consumer,Bronze
B002563,2024-01-31,South,organic,consumer,Bronze
B002564,2024-12-01,West,email,consumer,Bronze
B002565,2025-06-21,South,direct,consumer,Bronze
B002566,2026-01-30,Midwest,referral,consumer,Bronze
B002567,2024-08-21,South,paid_search,consumer,Silver
B002568,2025-10-26,Northeast,email,small_business,Bronze
B002569,2024-03-16,Central,organic,enthusiast,Bronze
B002570,2025-08-12,West,organic,enthusiast,Bronze
B002571,2025-01-26,South,affiliate,small_business,Silver
B002572,2025-07-23,Central,referral,consumer,Bronze
B002573,2025-07-20,South,direct,consumer,Silver
B002574,2024-12-29,South,paid_search,consumer,Silver
B002575,2024-04-23,West,paid_search,consumer,Bronze
B002576,2024-12-24,South,social,consumer,Silver
B002577,2025-09-23,South,organic,consumer,Bronze
B002578,2026-02-01,Midwest,direct,enthusiast,Silver
B002579,2025-12-24,Northeast,paid_search,consumer,Bronze
B002580,2024-02-14,South,organic,consumer,Silver
B002581,2025-02-27,South,paid_search,small_business,Silver
B002582,2023-12-07,Midwest,referral,consumer,Silver
B002583,2025-05-03,Northeast,direct,consumer,Silver
B002584,2026-02-21,South,organic,consumer,Bronze
B002585,2023-10-20,West,organic,small_business,Silver
B002586,2025-04-21,Northeast,email,small_business,Bronze
B002587,2026-01-09,South,social,consumer,Bronze
B002588,2025-10-12,West,paid_search,consumer,Bronze
B002589,2024-08-24,West,organic,small_business,Silver
B002590,2023-12-06,Northeast,email,consumer,Silver
B002591,2025-12-20,West,referral,consumer,Gold
B002592,2025-12-18,West,organic,consumer,Silver
B002593,2025-02-10,South,organic,consumer,Silver
B002594,2026-02-08,West,organic,consumer,Gold
B002595,2023-09-07,West,organic,enthusiast,Bronze
B002596,2025-03-16,Midwest,organic,consumer,Silver
B002597,2023-10-08,Midwest,organic,consumer,Bronze
B002598,2025-12-31,West,organic,consumer,Bronze
B002599,2025-05-13,Central,paid_search,consumer,Platinum
B002600,2025-12-11,Midwest,social,consumer,Bronze
B002601,2025-01-26,West,social,consumer,Gold
B002602,2023-11-17,West,direct,consumer,Gold
B002603,2023-09-27,West,paid_search,consumer,Gold
B002604,2024-07-04,Central,direct,consumer,Silver
B002605,2025-07-09,Northeast,direct,consumer,Silver
B002606,2024-01-18,Northeast,email,small_business,Bronze
B002607,2025-10-16,Midwest,organic,enthusiast,Bronze
B002608,2024-04-07,South,organic,small_business,Gold
B002609,2024-11-27,Midwest,affiliate,small_business,Bronze
B002610,2024-03-05,West,organic,consumer,Silver
B002611,2024-10-30,Central,organic,enthusiast,Platinum
B002612,2024-10-18,South,organic,consumer,Bronze
B002613,2023-09-07,West,social,small_business,Gold
B002614,2025-01-31,Northeast,referral,consumer,Bronze
B002615,2025-08-18,Midwest,paid_search,consumer,Bronze
B002616,2024-06-29,Northeast,direct,consumer,Silver
B002617,2025-11-11,Midwest,referral,consumer,Silver
B002618,2025-11-09,Midwest,organic,consumer,Gold
B002619,2026-02-17,West,paid_search,consumer,Bronze
B002620,2024-08-07,Midwest,organic,enthusiast,Bronze
B002621,2025-10-15,South,direct,consumer,Gold
B002622,2025-01-28,Northeast,referral,consumer,Silver
B002623,2023-10-25,Northeast,affiliate,consumer,Silver
B002624,2024-05-05,Central,affiliate,consumer,Bronze
B002625,2025-05-05,Central,paid_search,consumer,Gold
B002626,2024-01-26,South,direct,consumer,Gold
B002627,2024-10-02,South,direct,consumer,Silver
B002628,2025-08-07,South,referral,consumer,Bronze
B002629,2024-01-17,West,social,consumer,Platinum
B002630,2024-11-27,South,organic,consumer,Gold
B002631,2024-03-16,Northeast,organic,small_business,Silver
B002632,2025-01-02,South,organic,small_business,Silver
B002633,2024-04-08,South,social,consumer,Bronze
B002634,2026-01-27,South,referral,consumer,Bronze
B002635,2023-11-11,Northeast,email,enthusiast,Silver
B002636,2026-01-25,Midwest,organic,consumer,Silver
B002637,2025-08-22,Midwest,paid_search,consumer,Silver
B002638,2025-10-19,South,organic,consumer,Gold
B002639,2025-10-16,Midwest,email,consumer,Bronze
B002640,2024-02-20,Midwest,referral,small_business,Gold
B002641,2025-12-27,West,social,small_business,Bronze
B002642,2025-02-24,Central,social,consumer,Platinum
B002643,2026-01-24,Northeast,social,consumer,Bronze
B002644,2025-11-09,Central,paid_search,small_business,Bronze
B002645,2025-02-10,West,organic,consumer,Silver
B002646,2024-08-08,West,paid_search,consumer,Bronze
B002647,2023-12-18,South,organic,consumer,Bronze
B002648,2023-12-03,South,social,small_business,Silver
B002649,2024-08-22,Northeast,paid_search,consumer,Bronze
B002650,2025-09-09,Central,referral,consumer,Gold
B002651,2024-12-05,Midwest,social,consumer,Bronze
B002652,2024-11-13,South,social,consumer,Bronze
B002653,2024-04-12,Midwest,email,consumer,Bronze
B002654,2025-01-28,Northeast,paid_search,small_business,Silver
B002655,2025-04-05,Northeast,affiliate,enthusiast,Bronze
B002656,2026-02-11,Midwest,organic,consumer,Bronze
B002657,2025-06-27,Midwest,referral,consumer,Bronze
B002658,2025-03-07,West,social,enthusiast,Bronze
B002659,2025-12-08,Midwest,organic,consumer,Silver
B002660,2024-09-23,Midwest,organic,consumer,Silver
B002661,2025-12-30,West,referral,consumer,Bronze
B002662,2024-08-04,Northeast,affiliate,consumer,Bronze
B002663,2023-12-28,West,affiliate,consumer,Gold
B002664,2024-09-16,West,paid_search,consumer,Bronze
B002665,2023-12-29,South,affiliate,consumer,Gold
B002666,2023-12-19,Northeast,social,consumer,Bronze
B002667,2025-11-12,South,organic,consumer,Gold
B002668,2025-08-25,Northeast,social,consumer,Bronze
B002669,2024-03-22,Midwest,social,consumer,Silver
B002670,2025-10-03,Northeast,direct,consumer,Bronze
B002671,2023-11-04,Midwest,paid_search,small_business,Gold
B002672,2024-05-18,Northeast,paid_search,enthusiast,Bronze
B002673,2025-06-05,Northeast,email,consumer,Silver
B002674,2024-06-05,South,direct,consumer,Bronze
B002675,2025-06-28,Northeast,organic,small_business,Silver
B002676,2025-11-05,Central,direct,consumer,Silver
B002677,2023-11-02,South,organic,enthusiast,Silver
B002678,2023-09-24,South,direct,consumer,Silver
B002679,2026-01-04,Northeast,organic,consumer,Gold
B002680,2024-12-19,South,paid_search,consumer,Silver
B002681,2024-12-06,Midwest,email,consumer,Bronze
B002682,2024-10-28,West,organic,small_business,Bronze
B002683,2024-10-01,South,direct,consumer,Silver
B002684,2025-05-22,Midwest,social,consumer,Bronze
B002685,2025-02-10,South,organic,consumer,Silver
B002686,2024-01-29,West,email,enthusiast,Bronze
B002687,2025-03-25,Midwest,social,enthusiast,Gold
B002688,2025-05-02,South,direct,consumer,Silver
B002689,2023-12-15,West,direct,consumer,Silver
B002690,2024-08-10,West,organic,consumer,Gold
B002691,2025-08-21,South,paid_search,consumer,Gold
B002692,2025-03-18,Central,paid_search,small_business,Bronze
B002693,2024-01-04,West,social,small_business,Bronze
B002694,2023-10-09,Northeast,organic,enthusiast,Bronze
B002695,2025-02-12,West,paid_search,consumer,Bronze
B002696,2024-10-26,Midwest,direct,enthusiast,Bronze
B002697,2026-01-23,Midwest,organic,enthusiast,Bronze
B002698,2024-12-20,Midwest,referral,consumer,Bronze
B002699,2025-12-27,West,social,enthusiast,Bronze
B002700,2024-03-15,Midwest,organic,consumer,Bronze
B002701,2024-10-13,Midwest,organic,consumer,Bronze
B002702,2024-01-07,Northeast,organic,consumer,Silver
B002703,2025-02-05,South,affiliate,consumer,Bronze
B002704,2024-02-21,Central,organic,consumer,Bronze
B002705,2024-11-23,West,direct,consumer,Gold
B002706,2024-07-11,Northeast,referral,consumer,Silver
B002707,2024-02-18,Central,organic,consumer,Gold
B002708,2023-11-30,West,direct,consumer,Platinum
B002709,2024-12-11,Midwest,email,consumer,Silver
B002710,2026-01-11,Northeast,organic,enthusiast,Gold
B002711,2024-03-01,Midwest,email,consumer,Bronze
B002712,2024-09-05,Northeast,paid_search,small_business,Silver
B002713,2024-03-25,South,affiliate,enthusiast,Silver
B002714,2025-09-07,Midwest,organic,consumer,Silver
B002715,2024-09-14,Central,direct,consumer,Bronze
B002716,2026-02-04,South,direct,consumer,Gold
B002717,2024-04-12,West,email,enthusiast,Bronze
B002718,2023-11-15,Central,email,consumer,Gold
B002719,2025-02-13,Northeast,organic,small_business,Platinum
B002720,2025-04-17,South,affiliate,consumer,Gold
B002721,2026-02-19,West,paid_search,consumer,Bronze
B002722,2025-11-03,West,organic,consumer,Bronze
B002723,2025-11-14,South,organic,small_business,Silver
B002724,2025-04-01,Midwest,direct,small_business,Silver
B002725,2024-07-26,Midwest,affiliate,enthusiast,Bronze
B002726,2024-09-26,West,organic,consumer,Silver
B002727,2024-01-02,West,email,consumer,Gold
B002728,2024-09-28,Northeast,referral,enthusiast,Bronze
B002729,2024-07-30,Northeast,paid_search,consumer,Bronze
B002730,2023-10-05,Northeast,social,consumer,Silver
B002731,2024-03-06,Central,referral,consumer,Silver
B002732,2024-12-31,Central,affiliate,consumer,Gold
B002733,2024-08-03,West,social,consumer,Silver
B002734,2026-02-22,Northeast,social,small_business,Bronze
B002735,2024-11-10,Midwest,organic,consumer,Silver
B002736,2026-01-21,Northeast,social,small_business,Gold
B002737,2025-04-25,South,paid_search,consumer,Bronze
B002738,2023-10-09,South,paid_search,enthusiast,Bronze
B002739,2024-03-05,West,paid_search,consumer,Silver
B002740,2025-06-05,Northeast,affiliate,consumer,Bronze
B002741,2025-01-10,Midwest,paid_search,small_business,Gold
B002742,2024-06-03,Central,paid_search,consumer,Bronze
B002743,2024-12-20,West,organic,consumer,Bronze
B002744,2025-12-01,Northeast,email,consumer,Gold
B002745,2024-08-21,Central,organic,consumer,Bronze
B002746,2023-10-14,Midwest,paid_search,consumer,Bronze
B002747,2024-06-11,South,organic,consumer,Bronze
B002748,2025-12-31,Midwest,referral,consumer,Gold
B002749,2025-07-26,West,paid_search,consumer,Platinum
B002750,2025-10-03,South,paid_search,consumer,Bronze
B002751,2025-12-09,Midwest,direct,consumer,Silver
B002752,2023-12-18,South,referral,small_business,Silver
B002753,2024-05-16,Northeast,social,small_business,Bronze
B002754,2023-10-27,West,social,consumer,Bronze
B002755,2023-09-07,Northeast,email,consumer,Gold
B002756,2025-09-30,South,email,enthusiast,Bronze
B002757,2026-01-01,South,referral,enthusiast,Silver
B002758,2024-01-22,South,referral,consumer,Bronze
B002759,2025-06-20,South,direct,consumer,Silver
B002760,2025-01-01,Midwest,email,consumer,Bronze
B002761,2023-11-04,South,organic,consumer,Bronze
B002762,2025-12-13,Northeast,email,consumer,Bronze
B002763,2025-11-02,West,referral,consumer,Gold
B002764,2025-01-30,Central,social,consumer,Bronze
B002765,2025-06-07,South,paid_search,enthusiast,Bronze
B002766,2024-08-29,South,paid_search,consumer,Bronze
B002767,2025-08-23,Northeast,referral,small_business,Bronze
B002768,2024-10-11,Northeast,affiliate,enthusiast,Gold
B002769,2026-02-18,South,organic,consumer,Bronze
B002770,2023-10-30,Central,social,consumer,Silver
B002771,2024-02-06,West,organic,small_business,Silver
B002772,2026-01-30,South,social,consumer,Gold
B002773,2024-05-22,Central,social,consumer,Gold
B002774,2024-06-11,South,affiliate,consumer,Bronze
B002775,2025-08-22,South,organic,consumer,Silver
B002776,2024-02-22,South,organic,consumer,Gold
B002777,2024-12-12,South,paid_search,enthusiast,Gold
B002778,2024-05-20,Central,social,consumer,Platinum
B002779,2024-02-29,South,direct,enthusiast,Silver
B002780,2026-01-26,Midwest,referral,consumer,Bronze
B002781,2024-03-02,South,referral,small_business,Bronze
B002782,2023-11-27,Central,paid_search,small_business,Gold
B002783,2025-05-07,Midwest,organic,consumer,Gold
B002784,2025-10-30,South,direct,enthusiast,Bronze
B002785,2023-12-27,Northeast,social,enthusiast,Silver
B002786,2025-06-07,Central,organic,consumer,Bronze
B002787,2025-01-06,Midwest,social,small_business,Bronze
B002788,2025-09-26,South,affiliate,consumer,Bronze
B002789,2023-12-27,West,paid_search,consumer,Bronze
B002790,2026-02-06,Northeast,organic,consumer,Silver
B002791,2025-03-18,South,affiliate,consumer,Bronze
B002792,2025-10-07,Midwest,organic,consumer,Silver
B002793,2024-07-28,South,paid_search,consumer,Silver
B002794,2026-01-07,South,direct,enthusiast,Gold
B002795,2025-03-25,South,email,consumer,Bronze
B002796,2023-12-27,Northeast,paid_search,small_business,Bronze
B002797,2025-12-19,Northeast,organic,consumer,Silver
B002798,2025-08-26,Northeast,social,consumer,Silver
B002799,2024-06-01,Central,paid_search,small_business,Bronze
B002800,2025-01-11,Midwest,direct,consumer,Silver
B002801,2024-08-20,South,referral,consumer,Platinum
B002802,2025-01-09,South,paid_search,enthusiast,Bronze
B002803,2026-01-27,West,referral,consumer,Bronze
B002804,2025-11-28,Northeast,paid_search,consumer,Gold
B002805,2024-03-16,South,social,consumer,Gold
B002806,2026-02-02,Midwest,direct,consumer,Bronze
B002807,2024-10-05,South,organic,consumer,Gold
B002808,2025-06-04,West,paid_search,consumer,Bronze
B002809,2025-07-28,Central,direct,consumer,Gold
B002810,2024-11-14,West,social,consumer,Silver
B002811,2024-10-22,Northeast,paid_search,consumer,Silver
B002812,2024-10-21,Northeast,organic,consumer,Gold
B002813,2025-10-26,Northeast,paid_search,enthusiast,Gold
B002814,2024-08-19,West,social,small_business,Bronze
B002815,2024-05-14,Central,paid_search,consumer,Silver
B002816,2024-07-27,Central,paid_search,enthusiast,Gold
B002817,2024-02-27,South,paid_search,small_business,Silver
B002818,2024-08-23,West,affiliate,consumer,Bronze
B002819,2023-12-15,Midwest,direct,consumer,Bronze
B002820,2023-11-23,West,affiliate,consumer,Platinum
B002821,2025-06-21,Midwest,affiliate,consumer,Bronze
B002822,2023-11-12,Northeast,direct,consumer,Silver
B002823,2025-01-31,Northeast,organic,consumer,Silver
B002824,2025-08-11,Central,paid_search,enthusiast,Bronze
B002825,2025-06-22,South,organic,consumer,Bronze
B002826,2024-10-12,South,paid_search,consumer,Bronze
B002827,2024-02-26,South,email,enthusiast,Bronze
B002828,2025-12-26,South,paid_search,consumer,Gold
B002829,2025-10-01,Central,direct,consumer,Bronze
B002830,2025-03-12,Northeast,organic,consumer,Bronze
B002831,2023-11-20,Northeast,social,consumer,Silver
B002832,2023-10-04,West,paid_search,consumer,Gold
B002833,2024-06-15,Midwest,organic,consumer,Bronze
B002834,2024-01-24,Northeast,paid_search,small_business,Bronze
B002835,2024-03-08,Northeast,affiliate,consumer,Silver
B002836,2024-05-16,South,social,small_business,Silver
B002837,2026-02-05,South,direct,consumer,Silver
B002838,2025-09-15,Northeast,direct,consumer,Bronze
B002839,2024-03-19,South,social,consumer,Gold
B002840,2024-08-16,West,email,consumer,Silver
B002841,2024-12-14,West,organic,consumer,Gold
B002842,2025-04-28,Central,paid_search,consumer,Platinum
B002843,2025-12-31,South,paid_search,consumer,Silver
B002844,2025-11-02,South,social,consumer,Bronze
B002845,2026-02-07,Central,social,consumer,Silver
B002846,2023-10-09,West,social,consumer,Silver
B002847,2024-04-04,Midwest,direct,consumer,Bronze
B002848,2025-01-26,South,paid_search,enthusiast,Bronze
B002849,2023-10-17,South,direct,consumer,Bronze
B002850,2024-07-22,Midwest,social,consumer,Gold
B002851,2024-01-20,Midwest,social,consumer,Gold
B002852,2025-12-29,Northeast,paid_search,consumer,Silver
B002853,2023-10-30,Central,paid_search,small_business,Gold
B002854,2024-01-15,Midwest,paid_search,enthusiast,Silver
B002855,2024-02-27,Midwest,referral,small_business,Gold
B002856,2024-01-16,South,social,enthusiast,Bronze
B002857,2025-01-31,West,organic,consumer,Bronze
B002858,2024-07-30,West,referral,enthusiast,Silver
B002859,2025-12-10,Northeast,affiliate,enthusiast,Gold
B002860,2024-04-27,Midwest,email,small_business,Gold
B002861,2025-01-03,Midwest,social,small_business,Platinum
B002862,2025-04-25,West,affiliate,consumer,Gold
B002863,2025-03-25,Northeast,social,consumer,Bronze
B002864,2025-08-26,West,affiliate,consumer,Bronze
B002865,2024-03-04,South,paid_search,consumer,Bronze
B002866,2024-12-07,Northeast,organic,consumer,Silver
B002867,2025-08-30,Northeast,email,consumer,Silver
B002868,2025-10-26,Northeast,referral,consumer,Bronze
B002869,2025-03-17,South,social,consumer,Silver
B002870,2025-04-17,Midwest,social,consumer,Gold
B002871,2025-10-27,West,referral,consumer,Bronze
B002872,2025-03-24,Northeast,organic,consumer,Silver
B002873,2026-01-12,Central,paid_search,consumer,Bronze
B002874,2023-12-27,Northeast,organic,consumer,Silver
B002875,2024-07-15,Midwest,organic,consumer,Silver
B002876,2023-12-13,Central,organic,consumer,Bronze
B002877,2023-11-24,West,referral,consumer,Silver
B002878,2024-11-04,Midwest,organic,consumer,Silver
B002879,2024-03-26,West,direct,consumer,Bronze
B002880,2024-09-07,Northeast,direct,consumer,Gold
B002881,2024-10-04,Northeast,organic,consumer,Gold
B002882,2025-03-20,South,referral,enthusiast,Silver
B002883,2026-01-09,Northeast,social,consumer,Bronze
B002884,2025-10-14,South,direct,consumer,Bronze
B002885,2024-08-11,South,social,consumer,Bronze
B002886,2024-06-24,Central,paid_search,consumer,Bronze
B002887,2025-08-03,Central,paid_search,consumer,Silver
B002888,2023-12-24,West,direct,consumer,Gold
B002889,2025-01-06,West,organic,consumer,Bronze
B002890,2024-09-21,Northeast,direct,consumer,Silver
B002891,2024-02-16,Northeast,organic,consumer,Silver
B002892,2025-03-16,Midwest,affiliate,consumer,Silver
B002893,2024-06-20,Midwest,social,small_business,Gold
B002894,2024-02-18,South,organic,consumer,Bronze
B002895,2025-04-18,South,organic,consumer,Silver
B002896,2024-02-08,South,paid_search,consumer,Bronze
B002897,2025-05-06,South,referral,consumer,Bronze
B002898,2024-01-28,South,referral,consumer,Silver
B002899,2024-10-02,South,organic,consumer,Bronze
B002900,2025-09-06,Midwest,social,consumer,Bronze
B002901,2024-03-28,Central,organic,consumer,Bronze
B002902,2025-07-31,Midwest,referral,consumer,Bronze
B002903,2025-06-20,West,referral,small_business,Bronze
B002904,2025-12-01,West,direct,consumer,Bronze
B002905,2024-02-03,Northeast,direct,consumer,Bronze
B002906,2025-06-14,Midwest,paid_search,enthusiast,Silver
B002907,2026-01-01,South,paid_search,consumer,Silver
B002908,2025-07-27,Midwest,direct,consumer,Platinum
B002909,2024-02-20,Northeast,organic,consumer,Gold
B002910,2025-09-19,Central,organic,enthusiast,Gold
B002911,2023-12-09,Central,paid_search,consumer,Silver
B002912,2025-02-19,Northeast,referral,consumer,Bronze
B002913,2024-11-28,South,referral,enthusiast,Bronze
B002914,2024-12-28,Northeast,email,consumer,Platinum
B002915,2024-12-18,West,paid_search,consumer,Platinum
B002916,2023-10-01,Midwest,paid_search,small_business,Silver
B002917,2024-12-07,Northeast,paid_search,enthusiast,Silver
B002918,2026-01-01,West,referral,consumer,Bronze
B002919,2024-10-03,South,organic,consumer,Bronze
B002920,2024-05-11,South,email,consumer,Silver
B002921,2026-02-23,South,social,enthusiast,Bronze
B002922,2023-12-01,Midwest,referral,consumer,Silver
B002923,2024-11-18,South,direct,consumer,Gold
B002924,2024-12-11,South,social,consumer,Gold
B002925,2024-11-10,South,referral,consumer,Gold
B002926,2025-12-18,Central,paid_search,consumer,Bronze
B002927,2024-09-20,Midwest,direct,consumer,Bronze
B002928,2026-02-03,Central,direct,consumer,Silver
B002929,2023-11-02,Midwest,social,consumer,Silver
B002930,2025-07-01,West,organic,consumer,Platinum
B002931,2025-02-22,South,email,consumer,Bronze
B002932,2024-04-08,West,email,consumer,Bronze
B002933,2024-03-28,South,affiliate,consumer,Bronze
B002934,2025-06-18,Northeast,email,consumer,Silver
B002935,2025-04-04,Northeast,social,consumer,Bronze
B002936,2025-03-11,Northeast,paid_search,consumer,Bronze
B002937,2023-10-19,Central,social,consumer,Bronze
B002938,2025-02-27,Central,organic,consumer,Bronze
B002939,2026-02-11,West,social,enthusiast,Silver
B002940,2023-09-18,Northeast,affiliate,consumer,Bronze
B002941,2024-11-02,Central,organic,consumer,Gold
B002942,2024-11-25,West,paid_search,consumer,Silver
B002943,2025-11-26,South,referral,consumer,Bronze
B002944,2024-05-17,Midwest,referral,enthusiast,Bronze
B002945,2024-11-08,Midwest,email,consumer,Bronze
B002946,2025-06-15,Northeast,paid_search,small_business,Bronze
B002947,2023-10-27,Midwest,direct,enthusiast,Silver
B002948,2025-08-31,West,organic,small_business,Gold
B002949,2025-09-19,Northeast,organic,consumer,Bronze
B002950,2025-06-18,South,referral,enthusiast,Bronze
B002951,2025-04-14,Midwest,paid_search,consumer,Gold
B002952,2025-07-13,West,referral,consumer,Silver
B002953,2025-08-13,Central,paid_search,consumer,Bronze
B002954,2025-12-02,West,organic,enthusiast,Silver
B002955,2024-09-26,Midwest,social,small_business,Bronze
B002956,2024-10-21,Midwest,organic,consumer,Bronze
B002957,2025-04-04,Midwest,paid_search,small_business,Platinum
B002958,2024-02-25,Midwest,organic,consumer,Silver
B002959,2025-08-03,Northeast,paid_search,consumer,Bronze
B002960,2025-03-29,West,referral,consumer,Platinum
B002961,2024-06-03,West,organic,consumer,Bronze
B002962,2024-07-15,Midwest,affiliate,consumer,Bronze
B002963,2024-10-02,West,social,enthusiast,Platinum
B002964,2025-04-27,Midwest,social,enthusiast,Silver
B002965,2025-08-10,South,social,consumer,Silver
B002966,2025-05-05,Northeast,affiliate,consumer,Bronze
B002967,2025-12-26,Northeast,direct,consumer,Bronze
B002968,2026-01-23,South,organic,consumer,Gold
B002969,2025-06-04,South,direct,consumer,Bronze
B002970,2024-08-05,Northeast,organic,consumer,Gold
B002971,2025-02-28,Northeast,social,consumer,Gold
B002972,2024-09-23,South,social,consumer,Bronze
B002973,2025-03-27,West,organic,enthusiast,Gold
B002974,2025-09-10,West,organic,consumer,Gold
B002975,2024-08-03,South,organic,consumer,Gold
B002976,2024-12-05,Northeast,organic,consumer,Bronze
B002977,2023-10-14,Northeast,social,consumer,Silver
B002978,2025-07-03,Northeast,organic,consumer,Bronze
B002979,2024-11-21,South,referral,consumer,Bronze
B002980,2024-10-24,Northeast,direct,consumer,Gold
B002981,2024-12-29,South,paid_search,consumer,Platinum
B002982,2024-03-16,Central,organic,consumer,Bronze
B002983,2025-02-27,Midwest,paid_search,consumer,Silver
B002984,2025-07-11,West,direct,consumer,Platinum
B002985,2024-07-16,Northeast,paid_search,consumer,Silver
B002986,2023-12-31,South,organic,small_business,Bronze
B002987,2024-08-19,Central,email,consumer,Bronze
B002988,2024-03-01,South,social,small_business,Silver
B002989,2024-08-07,Midwest,paid_search,consumer,Gold
B002990,2025-03-25,Central,direct,consumer,Bronze
B002991,2023-12-15,Midwest,direct,consumer,Bronze
B002992,2025-07-13,South,social,consumer,Gold
B002993,2024-03-25,Midwest,paid_search,consumer,Gold
B002994,2025-11-24,Northeast,social,small_business,Gold
B002995,2025-06-29,Northeast,organic,consumer,Gold
B002996,2024-05-07,Northeast,social,consumer,Silver
B002997,2025-01-26,Central,organic,consumer,Gold
B002998,2023-12-12,Midwest,affiliate,consumer,Silver
B002999,2023-12-02,South,referral,consumer,Silver
B003000,2026-01-19,South,email,consumer,Bronze
B003001,2025-09-01,West,direct,consumer,Bronze
B003002,2024-01-21,Central,organic,consumer,Bronze
B003003,2024-05-16,South,organic,consumer,Gold
B003004,2024-02-29,South,social,consumer,Bronze
B003005,2024-08-27,West,paid_search,consumer,Bronze
B003006,2024-05-24,Central,organic,consumer,Platinum
B003007,2024-06-27,Central,referral,consumer,Gold
B003008,2024-12-27,South,paid_search,consumer,Silver
B003009,2024-02-21,Northeast,organic,consumer,Silver
B003010,2025-11-13,South,social,consumer,Bronze
B003011,2025-06-25,South,email,consumer,Bronze
B003012,2025-07-25,Central,affiliate,consumer,Gold
B003013,2024-02-04,Northeast,organic,consumer,Gold
B003014,2025-06-07,Midwest,social,consumer,Bronze
B003015,2025-10-02,Central,direct,consumer,Bronze
B003016,2024-02-09,Central,organic,consumer,Bronze
B003017,2025-07-16,Midwest,affiliate,small_business,Silver
B003018,2024-07-24,Central,referral,consumer,Bronze
B003019,2025-08-18,Northeast,referral,consumer,Bronze
B003020,2024-11-10,South,organic,small_business,Bronze
B003021,2025-09-01,Northeast,direct,consumer,Silver
B003022,2024-01-15,Central,paid_search,consumer,Silver
B003023,2024-08-21,Central,organic,consumer,Bronze
B003024,2024-05-08,Northeast,organic,consumer,Bronze
B003025,2024-04-15,Northeast,social,enthusiast,Bronze
B003026,2024-06-09,South,organic,enthusiast,Silver
B003027,2024-08-15,South,referral,consumer,Bronze
B003028,2023-12-27,West,direct,consumer,Gold
B003029,2025-06-06,Northeast,organic,consumer,Bronze
B003030,2025-01-15,West,direct,consumer,Gold
B003031,2025-09-25,Midwest,email,consumer,Bronze
B003032,2025-06-04,South,organic,enthusiast,Silver
B003033,2024-01-16,Northeast,referral,consumer,Silver
B003034,2023-11-05,Central,email,enthusiast,Bronze
B003035,2024-09-21,Midwest,referral,consumer,Bronze
B003036,2024-11-13,South,social,consumer,Bronze
B003037,2024-04-08,South,direct,small_business,Silver
B003038,2025-08-14,Central,referral,consumer,Gold
B003039,2025-02-12,West,paid_search,consumer,Silver
B003040,2025-07-13,West,organic,consumer,Silver
B003041,2023-12-11,Midwest,social,consumer,Bronze
B003042,2025-09-12,Central,paid_search,consumer,Silver
B003043,2024-03-08,South,paid_search,consumer,Silver
B003044,2024-10-14,West,organic,enthusiast,Bronze
B003045,2024-10-06,South,direct,consumer,Bronze
B003046,2025-09-17,Midwest,referral,small_business,Bronze
B003047,2024-05-11,Central,paid_search,small_business,Bronze
B003048,2024-04-08,Central,organic,consumer,Platinum
B003049,2024-07-07,Midwest,organic,small_business,Bronze
B003050,2024-07-26,Midwest,organic,small_business,Bronze
B003051,2024-02-15,Central,affiliate,consumer,Bronze
B003052,2024-02-10,Central,organic,consumer,Bronze
B003053,2024-03-31,West,email,consumer,Bronze
B003054,2024-10-31,Northeast,paid_search,enthusiast,Bronze
B003055,2024-07-11,South,organic,enthusiast,Bronze
B003056,2024-08-24,Central,direct,consumer,Bronze
B003057,2025-06-17,West,paid_search,small_business,Gold
B003058,2024-04-09,West,paid_search,consumer,Silver
B003059,2025-12-08,Midwest,organic,small_business,Silver
B003060,2025-07-17,South,affiliate,consumer,Bronze
B003061,2024-02-08,South,paid_search,enthusiast,Bronze
B003062,2024-06-14,West,direct,enthusiast,Platinum
B003063,2024-02-16,South,affiliate,consumer,Bronze
B003064,2024-05-07,West,direct,enthusiast,Bronze
B003065,2024-07-31,West,affiliate,consumer,Bronze
B003066,2023-12-30,West,referral,consumer,Bronze
B003067,2023-09-16,South,referral,consumer,Silver
B003068,2024-10-05,West,social,consumer,Silver
