refund_id,order_id,refund_date,refund_reason,refund_amount,full_refund_flag
R00007021,O00039470,2025-10-29,not_as_described,73.71,0
R00007022,O00039472,2026-01-22,damaged_item,43.3,0
R00007023,O00039473,2025-12-05,late_delivery,160.66,0
R00007024,O00039477,2026-02-16,damaged_item,19.02,1
R00007025,O00039480,2025-03-18,not_as_described,110.54,0
R00007026,O00039493,2025-04-17,buyer_remorse,19.17,0
R00007027,O00039502,2024-11-22,buyer_remorse,13.36,0
R00007028,O00039505,2024-11-10,damaged_item,4.06,0
R00007029,O00039517,2026-02-15,order_cancelled,69.14,1
R00007030,O00039524,2024-07-30,not_as_described,302.72,1
R00007031,O00039531,2025-01-26,damaged_item,62.42,0
R00007032,O00039533,2026-03-02,damaged_item,104.64,0
R00007033,O00039540,2024-07-17,not_as_described,234.22,0
R00007034,O00039555,2026-02-27,damaged_item,17.62,0
R00007035,O00039559,2026-03-03,not_as_described,19.61,0
R00007036,O00039566,2026-03-17,not_as_described,20.53,0
R00007037,O00039577,2025-04-23,order_cancelled,106.24,1
R00007038,O00039579,2024-12-16,order_cancelled,68.92,1
R00007039,O00039582,2024-09-26,fraud_suspected,22.44,0
R00007040,O00039584,2025-11-16,fraud_suspected,23.22,0
R00007041,O00039591,2025-09-21,fraud_suspected,20.62,1
R00007042,O00039592,2025-12-31,fraud_suspected,6.75,0
R00007043,O00039593,2024-10-03,fraud_suspected,170.18,0
R00007044,O00039600,2025-12-29,fraud_suspected,42.14,1
R00007045,O00039603,2025-07-19,fraud_suspected,15.68,0
R00007046,O00039608,2025-08-15,fraud_suspected,38.98,0
R00007047,O00039612,2025-09-05,fraud_suspected,269.43,0
R00007048,O00039618,2025-11-26,buyer_remorse,20.79,0
R00007049,O00039620,2025-09-15,buyer_remorse,15.05,1
R00007050,O00039634,2025-03-10,order_cancelled,96.51,1
R00007051,O00039642,2024-11-24,fraud_suspected,182.71,1
R00007052,O00039649,2025-08-19,damaged_item,124.82,0
R00007053,O00039650,2024-08-09,not_as_described,54.82,1
R00007054,O00039657,2025-11-28,order_cancelled,44.62,0
R00007055,O00039665,2024-08-31,not_as_described,50.72,0
R00007056,O00039668,2025-01-14,buyer_remorse,23.57,0
R00007057,O00039673,2026-02-17,fraud_suspected,69.47,0
R00007058,O00039683,2025-08-06,fraud_suspected,53.19,0
R00007059,O00039685,2024-11-28,fraud_suspected,17.53,0
R00007060,O00039691,2025-07-16,fraud_suspected,25.36,0
R00007061,O00039698,2024-12-08,fraud_suspected,23.11,0
R00007062,O00039715,2025-09-09,damaged_item,29.46,1
R00007063,O00039720,2024-11-15,buyer_remorse,100.58,0
R00007064,O00039728,2024-10-15,buyer_remorse,5.39,0
R00007065,O00039730,2024-06-28,not_as_described,335.61,0
R00007066,O00039731,2025-06-01,not_as_described,140.27,0
R00007067,O00039734,2025-02-24,not_as_described,84.81,0
R00007068,O00039739,2024-06-22,not_as_described,151.14,0
R00007069,O00039740,2024-12-09,buyer_remorse,22.21,0
R00007070,O00039752,2024-07-26,buyer_remorse,314.99,0
R00007071,O00039755,2025-12-15,buyer_remorse,92.57,1
R00007072,O00039765,2025-04-23,not_as_described,362.67,1
R00007073,O00039779,2025-10-08,damaged_item,74.43,0
R00007074,O00039793,2025-06-17,damaged_item,23.59,0
R00007075,O00039831,2025-10-14,order_cancelled,145.49,1
R00007076,O00039835,2025-12-01,buyer_remorse,151.03,0
R00007077,O00039839,2025-08-07,buyer_remorse,54.24,0
R00007078,O00039847,2024-06-27,not_as_described,10.41,0
R00007079,O00039856,2025-07-20,not_as_described,14.77,0
R00007080,O00039860,2025-07-25,not_as_described,22.9,0
R00007081,O00039867,2025-08-07,not_as_described,38.28,0
R00007082,O00039872,2025-04-09,not_as_described,76.84,0
R00007083,O00039873,2025-02-19,buyer_remorse,48.84,1
R00007084,O00039879,2024-10-10,order_cancelled,117.33,1
R00007085,O00039881,2025-07-09,fraud_suspected,37.01,0
R00007086,O00039893,2025-02-03,fraud_suspected,17.18,0
R00007087,O00039896,2024-11-07,fraud_suspected,22.31,0
R00007088,O00039898,2025-12-05,late_delivery,91.01,0
R00007089,O00039902,2024-06-17,fraud_suspected,41.46,0
R00007090,O00039909,2025-12-27,late_delivery,448.13,1
R00007091,O00039910,2026-02-17,not_as_described,7.89,0
R00007092,O00039913,2025-12-13,damaged_item,537.72,1
R00007093,O00039921,2025-12-20,not_as_described,16.18,0
R00007094,O00039922,2024-12-25,not_as_described,19.22,0
R00007095,O00039924,2025-09-21,buyer_remorse,36.28,0
R00007096,O00039928,2025-06-28,damaged_item,12.45,0
R00007097,O00039931,2026-01-18,not_as_described,48.54,0
R00007098,O00039932,2024-06-28,buyer_remorse,29.44,0
R00007099,O00039935,2024-04-10,buyer_remorse,211.48,1
R00007100,O00039939,2024-09-30,damaged_item,25.01,0
R00007101,O00039944,2025-12-05,order_cancelled,4.29,0
R00007102,O00039947,2026-02-22,not_as_described,407.93,1
R00007103,O00039948,2025-05-25,not_as_described,64.76,0
R00007104,O00039956,2026-01-07,not_as_described,29.28,1
R00007105,O00039970,2024-12-10,buyer_remorse,74.54,0
R00007106,O00039978,2024-11-04,not_as_described,68.63,0
R00007107,O00039981,2024-08-16,not_as_described,12.35,0
R00007108,O00039997,2025-02-24,damaged_item,31.39,1
R00007109,O00039999,2025-01-02,damaged_item,38.01,0
R00007110,O00040005,2026-03-16,buyer_remorse,142.42,0
R00007111,O00040007,2026-02-11,not_as_described,37.97,0
R00007112,O00040012,2025-09-12,order_cancelled,51.51,0
R00007113,O00040015,2025-11-24,order_cancelled,42.42,1
R00007114,O00040017,2025-05-26,not_as_described,47.68,1
R00007115,O00040019,2025-09-28,not_as_described,51.72,1
R00007116,O00040021,2026-02-20,not_as_described,165.84,1
R00007117,O00040031,2025-08-30,damaged_item,49.87,0
R00007118,O00040042,2025-11-09,fraud_suspected,42.56,0
R00007119,O00040045,2025-12-15,fraud_suspected,6.96,0
R00007120,O00040052,2024-08-27,buyer_remorse,46.57,0
R00007121,O00040067,2025-05-27,buyer_remorse,20.13,0
R00007122,O00040068,2026-03-18,not_as_described,45.09,1
R00007123,O00040079,2026-03-15,buyer_remorse,52.87,0
R00007124,O00040084,2025-10-09,buyer_remorse,39.69,0
R00007125,O00040088,2025-05-07,fraud_suspected,26.21,0
R00007126,O00040089,2025-08-15,order_cancelled,71.63,0
R00007127,O00040092,2025-06-25,fraud_suspected,34.31,1
R00007128,O00040094,2025-02-14,fraud_suspected,11.66,0
R00007129,O00040097,2025-11-04,fraud_suspected,194.68,0
R00007130,O00040101,2025-04-09,not_as_described,21.86,0
R00007131,O00040103,2025-06-03,not_as_described,9.92,0
R00007132,O00040104,2025-10-05,not_as_described,109.4,1
R00007133,O00040105,2025-11-03,damaged_item,38.64,0
R00007134,O00040108,2025-06-05,not_as_described,23.42,1
R00007135,O00040109,2024-12-16,buyer_remorse,78.33,1
R00007136,O00040115,2025-11-16,order_cancelled,41.53,0
R00007137,O00040119,2026-02-28,not_as_described,11.46,0
R00007138,O00040123,2025-11-13,damaged_item,7.37,0
R00007139,O00040131,2025-09-18,damaged_item,257.01,0
R00007140,O00040133,2025-10-15,damaged_item,231.64,1
R00007141,O00040138,2025-08-09,not_as_described,82.5,1
R00007142,O00040146,2025-06-26,not_as_described,25.67,0
R00007143,O00040151,2026-02-11,buyer_remorse,154.96,0
R00007144,O00040152,2026-02-09,damaged_item,34.5,0
R00007145,O00040155,2025-07-13,order_cancelled,116.91,1
R00007146,O00040162,2025-08-28,buyer_remorse,85.0,0
R00007147,O00040168,2025-01-20,not_as_described,183.48,1
R00007148,O00040196,2025-04-17,not_as_described,19.32,0
R00007149,O00040199,2026-01-10,late_delivery,354.34,1
R00007150,O00040204,2025-12-14,buyer_remorse,130.56,0
R00007151,O00040211,2025-08-07,not_as_described,17.01,0
R00007152,O00040212,2024-12-11,order_cancelled,46.11,1
R00007153,O00040215,2025-07-06,buyer_remorse,26.87,0
R00007154,O00040221,2024-04-09,not_as_described,164.52,0
R00007155,O00040225,2024-09-05,damaged_item,15.9,1
R00007156,O00040226,2025-12-07,order_cancelled,57.87,1
R00007157,O00040227,2025-04-07,not_as_described,33.86,0
R00007158,O00040231,2025-03-16,order_cancelled,8.08,0
R00007159,O00040237,2025-05-02,damaged_item,69.88,0
R00007160,O00040248,2025-06-22,not_as_described,60.49,0
R00007161,O00040249,2025-04-10,damaged_item,120.46,0
R00007162,O00040259,2025-11-29,not_as_described,5.91,0
R00007163,O00040260,2024-10-28,not_as_described,31.7,0
R00007164,O00040266,2025-12-02,order_cancelled,51.6,1
R00007165,O00040318,2025-05-30,order_cancelled,82.3,1
R00007166,O00040328,2025-01-02,not_as_described,37.66,0
R00007167,O00040332,2024-08-05,buyer_remorse,20.54,0
R00007168,O00040337,2025-11-30,not_as_described,259.1,1
R00007169,O00040356,2024-12-29,not_as_described,11.97,0
R00007170,O00040367,2025-07-26,not_as_described,40.85,1
R00007171,O00040368,2026-03-09,buyer_remorse,22.37,0
R00007172,O00040370,2025-10-05,order_cancelled,20.33,0
R00007173,O00040371,2024-11-30,not_as_described,66.26,0
R00007174,O00040373,2025-07-17,fraud_suspected,13.9,0
R00007175,O00040374,2025-04-14,fraud_suspected,156.56,1
R00007176,O00040377,2026-01-14,fraud_suspected,3.49,0
R00007177,O00040380,2026-01-13,fraud_suspected,3.83,0
R00007178,O00040382,2025-08-25,fraud_suspected,34.44,0
R00007179,O00040384,2024-04-15,fraud_suspected,161.37,1
R00007180,O00040389,2026-02-26,fraud_suspected,11.92,0
R00007181,O00040394,2024-07-26,fraud_suspected,33.86,1
R00007182,O00040400,2024-11-25,fraud_suspected,35.92,0
R00007183,O00040401,2025-01-20,fraud_suspected,47.21,1
R00007184,O00040406,2025-09-17,fraud_suspected,42.05,0
R00007185,O00040408,2025-11-18,fraud_suspected,209.3,0
R00007186,O00040412,2025-02-07,late_delivery,21.59,1
R00007187,O00040414,2025-05-23,fraud_suspected,6.13,0
R00007188,O00040424,2026-01-12,buyer_remorse,52.79,0
R00007189,O00040436,2025-04-17,buyer_remorse,286.97,0
R00007190,O00040448,2025-11-13,damaged_item,29.18,0
R00007191,O00040463,2026-01-04,buyer_remorse,59.92,0
R00007192,O00040466,2026-01-20,order_cancelled,97.35,0
R00007193,O00040478,2024-11-07,damaged_item,5.6,0
R00007194,O00040480,2025-09-11,not_as_described,24.2,0
R00007195,O00040490,2025-09-08,damaged_item,53.72,1
R00007196,O00040493,2026-01-22,not_as_described,51.29,1
R00007197,O00040496,2025-11-24,order_cancelled,9.63,0
R00007198,O00040507,2025-10-30,damaged_item,12.6,0
R00007199,O00040513,2026-01-17,not_as_described,29.23,0
R00007200,O00040514,2025-04-20,buyer_remorse,12.61,0
R00007201,O00040515,2025-05-16,not_as_described,36.24,1
R00007202,O00040516,2025-10-26,buyer_remorse,11.03,0
R00007203,O00040521,2025-02-10,damaged_item,26.79,0
R00007204,O00040522,2026-02-25,fraud_suspected,11.23,0
R00007205,O00040523,2025-07-13,fraud_suspected,84.32,0
R00007206,O00040524,2025-08-28,fraud_suspected,27.59,0
R00007207,O00040534,2025-01-26,order_cancelled,196.99,1
R00007208,O00040549,2024-12-16,fraud_suspected,28.65,0
R00007209,O00040550,2025-11-01,order_cancelled,59.87,1
R00007210,O00040558,2026-03-04,not_as_described,63.63,0
R00007211,O00040564,2025-12-18,damaged_item,114.65,0
R00007212,O00040571,2025-11-30,damaged_item,65.64,0
R00007213,O00040572,2025-09-11,damaged_item,60.53,0
R00007214,O00040573,2025-12-08,not_as_described,77.17,1
R00007215,O00040578,2024-08-10,buyer_remorse,44.68,1
R00007216,O00040591,2026-01-22,buyer_remorse,17.16,0
R00007217,O00040601,2025-06-18,damaged_item,35.0,0
R00007218,O00040614,2025-01-06,late_delivery,27.19,0
R00007219,O00040617,2026-01-13,not_as_described,115.76,0
R00007220,O00040624,2025-07-30,not_as_described,153.81,0
R00007221,O00040630,2025-10-08,fraud_suspected,160.57,0
R00007222,O00040642,2024-11-03,fraud_suspected,13.59,0
R00007223,O00040645,2024-10-12,fraud_suspected,593.48,1
R00007224,O00040647,2025-09-18,fraud_suspected,64.27,1
R00007225,O00040653,2025-04-08,fraud_suspected,115.86,0
R00007226,O00040673,2025-05-14,fraud_suspected,8.9,0
R00007227,O00040676,2025-03-20,fraud_suspected,14.85,0
R00007228,O00040698,2024-12-26,late_delivery,155.54,1
R00007229,O00040709,2024-12-11,not_as_described,45.32,0
R00007230,O00040712,2026-01-03,not_as_described,103.52,1
R00007231,O00040730,2025-06-05,not_as_described,19.97,0
R00007232,O00040733,2026-01-01,order_cancelled,64.23,1
R00007233,O00040734,2025-10-20,damaged_item,7.85,0
R00007234,O00040747,2025-08-23,not_as_described,276.43,0
R00007235,O00040752,2026-02-09,order_cancelled,43.21,1
R00007236,O00040758,2026-03-06,buyer_remorse,473.5,1
R00007237,O00040763,2026-01-13,buyer_remorse,48.05,0
R00007238,O00040766,2025-05-30,not_as_described,18.93,1
R00007239,O00040773,2025-12-26,item_not_received,64.69,1
R00007240,O00040777,2026-02-11,buyer_remorse,24.37,0
R00007241,O00040785,2024-10-31,not_as_described,74.13,0
R00007242,O00040786,2025-08-11,not_as_described,117.7,0
R00007243,O00040800,2026-02-22,damaged_item,43.77,0
R00007244,O00040802,2024-05-24,damaged_item,392.54,1
R00007245,O00040811,2026-03-05,damaged_item,31.33,0
R00007246,O00040815,2025-01-11,buyer_remorse,31.14,0
R00007247,O00040818,2024-05-03,damaged_item,57.63,1
R00007248,O00040825,2025-04-04,damaged_item,17.44,0
R00007249,O00040829,2025-09-07,not_as_described,298.8,0
R00007250,O00040834,2025-04-05,damaged_item,100.96,0
R00007251,O00040840,2025-06-28,fraud_suspected,42.41,0
R00007252,O00040842,2025-09-12,fraud_suspected,26.58,0
R00007253,O00040843,2025-04-23,fraud_suspected,8.57,0
R00007254,O00040854,2024-04-20,fraud_suspected,367.72,1
R00007255,O00040855,2026-01-13,fraud_suspected,36.32,0
R00007256,O00040857,2026-01-07,fraud_suspected,16.88,0
R00007257,O00040861,2025-02-10,fraud_suspected,8.11,0
R00007258,O00040862,2025-12-05,fraud_suspected,40.69,0
R00007259,O00040865,2025-08-18,damaged_item,145.63,0
R00007260,O00040870,2025-06-05,damaged_item,115.11,0
R00007261,O00040889,2025-01-20,damaged_item,32.21,0
R00007262,O00040894,2024-09-08,not_as_described,12.09,0
R00007263,O00040895,2026-03-04,buyer_remorse,404.56,1
R00007264,O00040903,2025-03-10,damaged_item,39.79,0
R00007265,O00040911,2025-09-12,not_as_described,159.27,0
R00007266,O00040928,2024-09-18,damaged_item,35.0,0
R00007267,O00040939,2024-08-14,buyer_remorse,66.42,0
R00007268,O00040943,2026-03-01,buyer_remorse,49.47,0
R00007269,O00040955,2025-12-22,buyer_remorse,75.12,1
R00007270,O00040958,2025-10-14,damaged_item,30.52,1
R00007271,O00040960,2025-12-08,order_cancelled,160.52,1
R00007272,O00040968,2025-08-31,damaged_item,59.12,0
R00007273,O00040973,2025-12-11,buyer_remorse,21.74,0
R00007274,O00040981,2025-05-07,order_cancelled,91.45,1
R00007275,O00040982,2025-06-01,not_as_described,22.91,0
R00007276,O00040985,2024-03-17,order_cancelled,77.76,0
R00007277,O00040989,2026-01-01,order_cancelled,64.88,1
R00007278,O00040992,2024-06-01,buyer_remorse,159.5,0
R00007279,O00040997,2026-03-03,buyer_remorse,280.93,0
R00007280,O00040998,2026-03-08,damaged_item,197.83,1
R00007281,O00041004,2025-12-17,not_as_described,23.52,0
R00007282,O00041008,2025-12-07,not_as_described,53.92,0
R00007283,O00041018,2025-10-20,damaged_item,40.72,0
R00007284,O00041020,2025-11-22,damaged_item,151.73,0
R00007285,O00041022,2025-10-23,buyer_remorse,17.24,0
R00007286,O00041025,2025-08-22,buyer_remorse,7.82,0
R00007287,O00041031,2025-01-14,not_as_described,35.94,0
R00007288,O00041037,2025-12-14,buyer_remorse,67.94,1
R00007289,O00041046,2025-09-07,damaged_item,9.24,0
R00007290,O00041051,2025-05-08,buyer_remorse,77.36,0
R00007291,O00041053,2026-02-21,buyer_remorse,22.18,1
R00007292,O00041055,2025-09-19,buyer_remorse,38.15,0
R00007293,O00041059,2026-03-05,damaged_item,306.83,0
R00007294,O00041060,2025-11-04,damaged_item,53.86,0
R00007295,O00041066,2026-01-19,buyer_remorse,238.79,1
R00007296,O00041074,2025-10-23,damaged_item,84.48,0
R00007297,O00041087,2025-03-07,not_as_described,666.72,0
R00007298,O00041089,2025-10-18,buyer_remorse,204.78,1
R00007299,O00041090,2025-07-13,damaged_item,65.54,0
R00007300,O00041101,2025-12-25,not_as_described,21.72,1
R00007301,O00041104,2025-12-13,buyer_remorse,126.38,0
R00007302,O00041108,2025-12-01,not_as_described,9.77,0
R00007303,O00041117,2026-01-22,not_as_described,81.84,0
R00007304,O00041121,2025-04-10,not_as_described,36.91,0
R00007305,O00041126,2025-08-10,damaged_item,93.69,0
R00007306,O00041132,2025-08-17,buyer_remorse,58.53,0
R00007307,O00041143,2025-02-14,damaged_item,11.79,0
R00007308,O00041144,2025-03-13,damaged_item,44.02,1
R00007309,O00041150,2026-02-16,damaged_item,46.41,0
R00007310,O00041152,2025-12-29,buyer_remorse,102.48,0
R00007311,O00041155,2024-12-04,damaged_item,87.99,0
R00007312,O00041157,2026-01-14,buyer_remorse,118.59,1
R00007313,O00041160,2026-02-16,damaged_item,172.28,1
R00007314,O00041167,2026-03-09,not_as_described,13.7,0
R00007315,O00041175,2025-11-16,not_as_described,77.67,0
R00007316,O00041194,2025-08-09,damaged_item,17.86,0
R00007317,O00041195,2026-01-04,damaged_item,20.02,0
R00007318,O00041222,2025-09-10,not_as_described,353.73,0
R00007319,O00041229,2026-03-29,not_as_described,18.07,0
R00007320,O00041236,2025-07-07,not_as_described,121.44,1
R00007321,O00041248,2026-02-14,fraud_suspected,6.46,0
R00007322,O00041249,2025-09-04,fraud_suspected,94.7,0
R00007323,O00041250,2025-12-24,fraud_suspected,78.95,1
R00007324,O00041251,2025-10-23,fraud_suspected,757.8,0
R00007325,O00041254,2024-11-26,fraud_suspected,67.77,0
R00007326,O00041257,2025-01-29,fraud_suspected,31.14,1
R00007327,O00041263,2024-11-28,order_cancelled,337.36,1
R00007328,O00041276,2025-12-14,item_not_received,69.96,0
R00007329,O00041297,2026-01-17,damaged_item,109.03,0
R00007330,O00041315,2024-09-11,damaged_item,251.98,0
R00007331,O00041317,2025-05-17,damaged_item,192.3,1
R00007332,O00041318,2024-05-15,damaged_item,39.36,0
R00007333,O00041338,2025-09-14,order_cancelled,189.47,1
R00007334,O00041340,2025-05-26,not_as_described,491.24,1
R00007335,O00041343,2024-11-11,order_cancelled,33.86,1
R00007336,O00041348,2025-02-03,buyer_remorse,67.52,1
R00007337,O00041349,2025-03-01,buyer_remorse,27.95,0
R00007338,O00041350,2026-02-04,order_cancelled,81.05,1
R00007339,O00041355,2025-01-05,not_as_described,30.56,0
R00007340,O00041356,2026-03-04,not_as_described,175.97,0
R00007341,O00041368,2025-12-14,fraud_suspected,49.88,0
R00007342,O00041374,2025-05-26,fraud_suspected,923.18,0
R00007343,O00041375,2025-11-13,fraud_suspected,36.85,0
R00007344,O00041383,2025-07-27,fraud_suspected,58.99,0
R00007345,O00041384,2024-05-29,late_delivery,7.89,0
R00007346,O00041386,2025-10-20,fraud_suspected,30.13,0
R00007347,O00041390,2025-12-11,order_cancelled,584.81,1
R00007348,O00041391,2025-10-07,fraud_suspected,433.77,1
R00007349,O00041397,2025-05-16,fraud_suspected,42.24,0
R00007350,O00041398,2024-09-29,fraud_suspected,76.27,0
R00007351,O00041401,2025-10-22,fraud_suspected,24.62,0
R00007352,O00041402,2026-01-23,fraud_suspected,249.19,0
R00007353,O00041409,2024-11-21,order_cancelled,70.33,0
R00007354,O00041426,2026-03-04,fraud_suspected,11.03,0
R00007355,O00041427,2025-06-18,fraud_suspected,21.58,0
R00007356,O00041433,2025-12-12,fraud_suspected,9.6,0
R00007357,O00041435,2026-01-05,fraud_suspected,264.6,1
R00007358,O00041441,2024-10-03,fraud_suspected,98.88,1
R00007359,O00041447,2025-03-21,fraud_suspected,14.46,0
R00007360,O00041450,2024-12-22,fraud_suspected,8.34,0
R00007361,O00041455,2024-06-08,order_cancelled,22.86,1
R00007362,O00041460,2025-01-02,not_as_described,52.23,1
R00007363,O00041462,2026-01-05,buyer_remorse,25.04,0
R00007364,O00041469,2025-12-30,order_cancelled,90.97,1
R00007365,O00041480,2025-08-23,not_as_described,85.91,0
R00007366,O00041481,2025-08-29,order_cancelled,160.07,0
R00007367,O00041489,2025-12-09,buyer_remorse,126.65,0
R00007368,O00041494,2026-02-13,not_as_described,35.34,0
R00007369,O00041496,2025-12-02,order_cancelled,74.98,1
R00007370,O00041504,2026-02-25,order_cancelled,522.0,1
R00007371,O00041508,2024-04-04,not_as_described,23.44,0
R00007372,O00041511,2025-11-26,buyer_remorse,111.99,0
R00007373,O00041518,2025-06-23,not_as_described,129.83,0
R00007374,O00041520,2024-08-21,buyer_remorse,50.68,0
R00007375,O00041522,2024-09-10,not_as_described,71.38,1
R00007376,O00041527,2025-03-07,damaged_item,40.92,0
R00007377,O00041532,2025-08-27,not_as_described,25.42,1
R00007378,O00041550,2025-11-09,damaged_item,79.64,1
R00007379,O00041554,2025-09-14,not_as_described,169.78,1
R00007380,O00041571,2024-06-28,fraud_suspected,90.72,0
R00007381,O00041577,2025-09-25,fraud_suspected,114.42,0
R00007382,O00041579,2024-06-21,fraud_suspected,19.87,0
R00007383,O00041581,2026-02-20,fraud_suspected,67.5,0
R00007384,O00041586,2026-01-13,fraud_suspected,162.22,0
R00007385,O00041596,2025-07-26,fraud_suspected,13.51,0
R00007386,O00041605,2025-12-28,fraud_suspected,4.83,0
R00007387,O00041612,2025-12-14,fraud_suspected,20.18,0
R00007388,O00041613,2025-02-11,fraud_suspected,28.75,0
R00007389,O00041614,2026-01-07,order_cancelled,224.94,1
R00007390,O00041626,2025-07-21,order_cancelled,66.32,1
R00007391,O00041628,2024-11-28,fraud_suspected,20.45,0
R00007392,O00041630,2024-09-16,fraud_suspected,87.31,1
R00007393,O00041632,2024-09-01,fraud_suspected,33.2,0
R00007394,O00041635,2025-07-09,fraud_suspected,59.37,1
R00007395,O00041636,2026-01-30,not_as_described,41.23,0
R00007396,O00041647,2025-11-13,order_cancelled,4.19,0
R00007397,O00041655,2025-07-23,not_as_described,208.06,0
R00007398,O00041659,2025-08-11,damaged_item,6.72,0
R00007399,O00041666,2025-04-04,damaged_item,21.31,0
R00007400,O00041668,2024-07-17,damaged_item,18.81,0
R00007401,O00041673,2024-11-03,damaged_item,143.51,0
R00007402,O00041682,2024-12-03,not_as_described,17.14,0
R00007403,O00041685,2024-12-31,damaged_item,12.5,0
R00007404,O00041705,2025-09-25,not_as_described,64.99,0
R00007405,O00041709,2024-07-24,buyer_remorse,4.46,0
R00007406,O00041715,2024-09-15,damaged_item,91.61,0
R00007407,O00041726,2026-02-22,buyer_remorse,57.16,0
R00007408,O00041727,2025-07-30,order_cancelled,72.07,1
R00007409,O00041729,2025-11-13,order_cancelled,71.54,0
R00007410,O00041730,2025-12-19,damaged_item,47.6,0
R00007411,O00041734,2025-02-18,damaged_item,6.89,0
R00007412,O00041747,2025-02-08,buyer_remorse,57.21,0
R00007413,O00041749,2025-03-09,damaged_item,53.07,1
R00007414,O00041758,2025-08-10,not_as_described,31.92,0
R00007415,O00041773,2026-01-13,damaged_item,19.47,0
R00007416,O00041775,2024-11-27,not_as_described,26.98,0
R00007417,O00041781,2026-01-08,order_cancelled,5.37,0
R00007418,O00041786,2024-10-10,damaged_item,35.01,0
R00007419,O00041799,2024-12-29,damaged_item,56.29,0
R00007420,O00041800,2025-11-14,damaged_item,141.97,0
R00007421,O00041803,2025-09-22,late_delivery,134.08,1
R00007422,O00041805,2025-10-24,not_as_described,37.02,0
R00007423,O00041813,2025-12-23,fraud_suspected,14.6,0
R00007424,O00041814,2024-10-10,fraud_suspected,67.36,1
R00007425,O00041815,2026-01-14,fraud_suspected,109.94,0
R00007426,O00041818,2024-10-10,fraud_suspected,219.96,1
R00007427,O00041819,2026-03-04,fraud_suspected,203.09,0
R00007428,O00041821,2026-02-06,fraud_suspected,54.8,1
R00007429,O00041826,2025-12-19,fraud_suspected,35.67,0
R00007430,O00041833,2024-11-18,fraud_suspected,22.32,0
R00007431,O00041834,2025-01-08,late_delivery,78.21,0
R00007432,O00041835,2025-04-02,fraud_suspected,83.18,0
R00007433,O00041840,2024-11-25,fraud_suspected,12.67,0
R00007434,O00041841,2024-11-04,fraud_suspected,21.64,0
R00007435,O00041844,2025-06-24,fraud_suspected,245.7,1
R00007436,O00041856,2025-04-23,fraud_suspected,25.08,0
R00007437,O00041860,2025-11-06,fraud_suspected,38.06,0
R00007438,O00041874,2025-03-28,not_as_described,72.48,0
R00007439,O00041879,2025-07-31,buyer_remorse,55.01,0
R00007440,O00041887,2025-07-26,not_as_described,42.81,0
R00007441,O00041906,2025-04-25,damaged_item,39.63,0
R00007442,O00041911,2025-12-30,order_cancelled,11.73,0
R00007443,O00041917,2025-11-20,damaged_item,8.58,0
R00007444,O00041933,2024-12-05,late_delivery,21.51,1
R00007445,O00041945,2026-03-14,buyer_remorse,39.42,0
R00007446,O00041953,2025-08-23,not_as_described,37.31,0
R00007447,O00041958,2025-07-10,not_as_described,51.06,0
R00007448,O00041961,2026-02-03,not_as_described,65.06,0
R00007449,O00041962,2026-01-09,not_as_described,84.24,0
R00007450,O00041967,2025-07-27,damaged_item,10.39,0
R00007451,O00041994,2024-11-30,damaged_item,60.98,1
R00007452,O00042002,2026-02-20,order_cancelled,45.53,1
R00007453,O00042013,2025-11-13,not_as_described,270.82,0
R00007454,O00042018,2025-10-29,not_as_described,16.85,0
R00007455,O00042019,2025-09-01,buyer_remorse,171.42,0
R00007456,O00042021,2026-03-11,not_as_described,125.72,1
R00007457,O00042026,2025-02-16,fraud_suspected,36.72,0
R00007458,O00042031,2024-07-10,order_cancelled,138.36,1
R00007459,O00042033,2024-07-31,fraud_suspected,29.51,0
R00007460,O00042034,2025-08-13,fraud_suspected,38.69,0
R00007461,O00042036,2024-10-08,fraud_suspected,8.37,0
R00007462,O00042041,2025-07-03,fraud_suspected,74.01,0
R00007463,O00042042,2025-07-28,fraud_suspected,15.02,1
R00007464,O00042045,2025-03-08,fraud_suspected,204.31,0
R00007465,O00042049,2025-12-21,order_cancelled,50.77,1
R00007466,O00042052,2025-03-28,fraud_suspected,5.91,0
R00007467,O00042057,2026-02-12,fraud_suspected,40.85,1
R00007468,O00042060,2025-01-01,fraud_suspected,81.95,1
R00007469,O00042065,2026-01-14,order_cancelled,73.64,1
R00007470,O00042069,2025-05-16,buyer_remorse,236.18,1
R00007471,O00042072,2025-09-15,buyer_remorse,27.1,0
R00007472,O00042079,2024-06-05,damaged_item,13.25,0
R00007473,O00042082,2024-10-11,damaged_item,24.6,0
R00007474,O00042085,2024-05-09,buyer_remorse,39.6,1
R00007475,O00042089,2024-09-28,not_as_described,40.49,1
R00007476,O00042093,2025-07-09,damaged_item,26.24,1
R00007477,O00042094,2024-08-13,not_as_described,204.69,0
R00007478,O00042095,2024-05-03,order_cancelled,799.59,1
R00007479,O00042096,2026-02-28,not_as_described,20.86,0
R00007480,O00042098,2024-11-29,damaged_item,64.35,1
R00007481,O00042100,2025-09-07,not_as_described,47.54,0
R00007482,O00042106,2025-05-16,not_as_described,8.04,0
R00007483,O00042108,2025-07-24,not_as_described,70.69,1
R00007484,O00042109,2025-04-03,not_as_described,35.18,0
R00007485,O00042118,2025-02-24,buyer_remorse,6.96,0
R00007486,O00042122,2026-01-01,buyer_remorse,219.37,0
