dispute_id,order_id,dispute_date,dispute_reason,dispute_status,dispute_amount
D00006750,O00048360,2025-05-26,not_as_described,won_by_buyer,55.59
D00006751,O00048366,2026-02-05,unauthorized_transaction,won_by_buyer,12.42
D00006752,O00048377,2024-12-08,not_as_described,under_review,11.6
D00006753,O00048387,2024-10-15,unauthorized_transaction,won_by_seller,52.92
D00006754,O00048392,2025-04-29,item_not_received,won_by_seller,14.61
D00006755,O00048407,2025-09-19,unauthorized_transaction,won_by_buyer,17.29
D00006756,O00048423,2025-11-21,unauthorized_transaction,won_by_seller,30.15
D00006757,O00048428,2024-12-20,not_as_described,won_by_seller,71.48
D00006758,O00048433,2025-03-26,item_not_received,won_by_buyer,21.25
D00006759,O00048440,2024-07-05,not_as_described,won_by_seller,354.21
D00006760,O00048444,2024-10-30,unauthorized_transaction,under_review,13.61
D00006761,O00048460,2026-02-15,damaged_item,under_review,48.39
D00006762,O00048461,2025-11-07,not_as_described,won_by_seller,138.55
D00006763,O00048465,2024-12-20,unauthorized_transaction,under_review,170.06
D00006764,O00048467,2026-02-27,item_not_received,won_by_seller,36.55
D00006765,O00048479,2025-02-20,item_not_received,under_review,186.25
D00006766,O00048480,2024-08-12,damaged_item,won_by_buyer,24.15
D00006767,O00048482,2024-12-18,unauthorized_transaction,won_by_buyer,131.79
D00006768,O00048488,2025-02-26,unauthorized_transaction,won_by_buyer,37.12
D00006769,O00048490,2025-06-30,item_not_received,won_by_seller,377.94
D00006770,O00048497,2025-06-07,not_as_described,won_by_seller,8.39
D00006771,O00048507,2026-02-12,not_as_described,won_by_seller,66.72
D00006772,O00048512,2024-06-01,not_as_described,under_review,22.6
D00006773,O00048518,2025-12-05,item_not_received,under_review,75.76
D00006774,O00048522,2025-07-08,not_as_described,won_by_buyer,57.75
D00006775,O00048548,2024-04-03,item_not_received,won_by_seller,64.53
D00006776,O00048557,2026-03-22,refund_not_processed,won_by_buyer,37.38
D00006777,O00048572,2025-12-31,refund_not_processed,under_review,389.44
D00006778,O00048582,2025-04-29,unauthorized_transaction,under_review,21.81
D00006779,O00048592,2025-04-24,item_not_received,won_by_seller,333.01
D00006780,O00048605,2026-03-24,unauthorized_transaction,won_by_seller,23.72
D00006781,O00048609,2024-05-31,item_not_received,won_by_seller,24.16
D00006782,O00048613,2025-03-15,unauthorized_transaction,won_by_seller,46.47
D00006783,O00048614,2025-01-27,item_not_received,under_review,92.21
D00006784,O00048622,2025-04-28,damaged_item,won_by_buyer,42.17
D00006785,O00048638,2025-05-10,item_not_received,won_by_buyer,114.7
D00006786,O00048640,2025-12-10,not_as_described,won_by_seller,34.21
D00006787,O00048650,2025-06-18,not_as_described,won_by_seller,9.57
D00006788,O00048656,2025-08-30,late_delivery,under_review,140.9
D00006789,O00048658,2025-12-22,item_not_received,won_by_buyer,681.71
D00006790,O00048663,2026-01-05,item_not_received,under_review,222.56
D00006791,O00048676,2025-12-15,refund_not_processed,under_review,163.67
D00006792,O00048691,2026-01-14,damaged_item,won_by_seller,152.97
D00006793,O00048694,2025-06-12,item_not_received,under_review,963.51
D00006794,O00048704,2025-10-26,unauthorized_transaction,won_by_seller,32.67
D00006795,O00048720,2026-01-08,unauthorized_transaction,won_by_buyer,7.2
D00006796,O00048724,2025-12-04,refund_not_processed,under_review,49.9
D00006797,O00048726,2026-02-12,unauthorized_transaction,won_by_buyer,47.89
D00006798,O00048754,2025-12-28,damaged_item,won_by_buyer,28.91
D00006799,O00048755,2025-07-06,damaged_item,won_by_seller,672.69
D00006800,O00048758,2025-06-28,unauthorized_transaction,won_by_buyer,38.78
D00006801,O00048759,2025-09-15,not_as_described,won_by_buyer,43.4
D00006802,O00048768,2026-01-27,not_as_described,won_by_buyer,98.88
D00006803,O00048769,2026-01-27,item_not_received,won_by_seller,235.84
D00006804,O00048774,2026-01-16,unauthorized_transaction,under_review,27.37
D00006805,O00048776,2025-11-28,not_as_described,under_review,159.45
D00006806,O00048780,2025-12-18,unauthorized_transaction,won_by_buyer,84.0
D00006807,O00048790,2026-02-27,not_as_described,under_review,23.21
D00006808,O00048791,2026-01-27,item_not_received,under_review,13.27
D00006809,O00048799,2026-01-31,unauthorized_transaction,under_review,318.51
D00006810,O00048805,2026-02-28,refund_not_processed,won_by_seller,41.03
D00006811,O00048806,2025-07-06,item_not_received,under_review,9.38
D00006812,O00048821,2026-02-12,unauthorized_transaction,won_by_seller,359.89
D00006813,O00048823,2024-12-17,unauthorized_transaction,won_by_buyer,63.94
D00006814,O00048837,2024-08-16,unauthorized_transaction,under_review,98.55
D00006815,O00048838,2026-02-27,unauthorized_transaction,won_by_buyer,856.14
D00006816,O00048846,2025-01-11,item_not_received,won_by_seller,27.48
D00006817,O00048849,2026-04-12,not_as_described,won_by_buyer,124.98
D00006818,O00048855,2024-08-14,item_not_received,won_by_buyer,13.36
D00006819,O00048863,2025-08-17,not_as_described,under_review,9.06
D00006820,O00048865,2025-12-10,not_as_described,under_review,640.85
D00006821,O00048866,2024-10-05,damaged_item,won_by_buyer,12.14
D00006822,O00048871,2024-10-27,not_as_described,won_by_buyer,469.38
D00006823,O00048878,2025-12-13,item_not_received,won_by_seller,59.55
D00006824,O00048879,2024-04-15,unauthorized_transaction,under_review,78.48
D00006825,O00048914,2026-01-17,not_as_described,won_by_seller,95.27
D00006826,O00048922,2025-05-30,unauthorized_transaction,won_by_seller,237.76
D00006827,O00048925,2025-09-21,refund_not_processed,won_by_seller,90.51
D00006828,O00048932,2026-03-01,not_as_described,won_by_buyer,78.54
D00006829,O00048933,2026-01-14,not_as_described,won_by_buyer,62.36
D00006830,O00048955,2026-02-20,refund_not_processed,won_by_seller,51.35
D00006831,O00048956,2025-04-04,unauthorized_transaction,won_by_seller,118.24
D00006832,O00048957,2025-01-15,item_not_received,won_by_buyer,10.74
D00006833,O00048974,2025-01-31,late_delivery,won_by_buyer,49.43
D00006834,O00048979,2026-02-11,not_as_described,won_by_seller,13.1
D00006835,O00048985,2026-01-31,unauthorized_transaction,won_by_buyer,77.7
D00006836,O00048986,2025-12-04,not_as_described,under_review,20.71
D00006837,O00048991,2025-12-25,refund_not_processed,under_review,13.42
D00006838,O00048993,2024-12-14,item_not_received,won_by_buyer,72.96
D00006839,O00049001,2024-11-29,not_as_described,won_by_buyer,66.36
D00006840,O00049010,2026-01-21,unauthorized_transaction,won_by_buyer,15.52
D00006841,O00049012,2025-07-27,unauthorized_transaction,won_by_seller,225.9
D00006842,O00049016,2025-11-29,damaged_item,won_by_seller,376.18
D00006843,O00049047,2025-10-25,damaged_item,under_review,55.23
D00006844,O00049048,2026-01-17,refund_not_processed,under_review,63.25
D00006845,O00049051,2025-07-25,damaged_item,won_by_buyer,197.14
D00006846,O00049053,2024-12-28,unauthorized_transaction,won_by_buyer,497.03
D00006847,O00049054,2024-06-11,damaged_item,won_by_seller,16.76
D00006848,O00049063,2026-01-09,late_delivery,won_by_buyer,178.96
D00006849,O00049070,2025-07-31,not_as_described,won_by_buyer,44.4
D00006850,O00049083,2026-02-17,unauthorized_transaction,won_by_seller,174.38
D00006851,O00049084,2025-07-30,damaged_item,won_by_buyer,77.35
D00006852,O00049085,2025-04-21,item_not_received,won_by_buyer,40.41
D00006853,O00049087,2025-06-21,item_not_received,won_by_buyer,89.49
D00006854,O00049090,2025-12-08,unauthorized_transaction,won_by_buyer,172.96
D00006855,O00049094,2025-04-29,not_as_described,won_by_seller,30.51
D00006856,O00049098,2025-06-07,damaged_item,won_by_buyer,24.89
D00006857,O00049105,2025-03-17,unauthorized_transaction,won_by_buyer,13.72
D00006858,O00049109,2026-04-02,not_as_described,won_by_seller,12.79
D00006859,O00049114,2025-05-27,not_as_described,won_by_seller,330.37
D00006860,O00049124,2025-04-26,damaged_item,won_by_seller,27.9
D00006861,O00049143,2024-08-10,item_not_received,under_review,991.3
D00006862,O00049157,2026-02-17,not_as_described,won_by_seller,124.49
D00006863,O00049166,2025-09-19,item_not_received,under_review,30.39
D00006864,O00049174,2025-10-12,item_not_received,won_by_buyer,129.66
D00006865,O00049175,2025-09-28,not_as_described,won_by_buyer,46.94
D00006866,O00049196,2024-12-31,item_not_received,won_by_buyer,47.43
D00006867,O00049198,2026-03-23,damaged_item,won_by_seller,90.19
D00006868,O00049203,2026-03-20,damaged_item,won_by_seller,50.34
D00006869,O00049204,2025-07-15,item_not_received,won_by_buyer,235.6
D00006870,O00049207,2025-06-24,not_as_described,won_by_seller,140.19
D00006871,O00049208,2024-12-18,not_as_described,under_review,19.32
D00006872,O00049214,2025-06-24,not_as_described,under_review,103.26
D00006873,O00049219,2024-12-12,not_as_described,won_by_seller,244.34
D00006874,O00049225,2025-12-13,not_as_described,won_by_seller,47.04
D00006875,O00049226,2024-06-18,damaged_item,won_by_buyer,29.49
D00006876,O00049242,2025-10-04,not_as_described,under_review,62.72
D00006877,O00049245,2025-02-20,item_not_received,won_by_seller,364.11
D00006878,O00049267,2025-07-29,item_not_received,won_by_seller,4.34
D00006879,O00049268,2024-11-18,item_not_received,won_by_buyer,37.87
D00006880,O00049270,2025-01-29,unauthorized_transaction,won_by_buyer,23.65
D00006881,O00049277,2024-06-11,unauthorized_transaction,won_by_buyer,83.97
D00006882,O00049279,2025-12-31,unauthorized_transaction,won_by_buyer,141.56
D00006883,O00049280,2024-06-10,unauthorized_transaction,won_by_seller,11.18
D00006884,O00049283,2024-07-31,unauthorized_transaction,under_review,24.7
D00006885,O00049285,2024-07-06,item_not_received,won_by_seller,38.71
D00006886,O00049286,2024-10-10,unauthorized_transaction,won_by_buyer,65.94
D00006887,O00049298,2025-10-24,item_not_received,won_by_buyer,110.64
D00006888,O00049329,2025-05-29,damaged_item,won_by_seller,120.76
D00006889,O00049343,2024-07-04,not_as_described,won_by_seller,8.45
D00006890,O00049351,2024-12-18,not_as_described,won_by_seller,291.31
D00006891,O00049354,2025-06-08,late_delivery,won_by_buyer,123.9
D00006892,O00049357,2025-07-16,not_as_described,under_review,428.94
D00006893,O00049360,2025-10-28,item_not_received,under_review,36.81
D00006894,O00049362,2026-02-13,item_not_received,won_by_seller,315.77
D00006895,O00049364,2026-04-06,unauthorized_transaction,won_by_seller,64.5
D00006896,O00049376,2025-12-21,item_not_received,under_review,138.35
D00006897,O00049382,2024-11-29,not_as_described,won_by_buyer,46.69
D00006898,O00049391,2026-03-12,item_not_received,won_by_buyer,67.1
D00006899,O00049401,2025-02-23,not_as_described,won_by_seller,18.03
D00006900,O00049414,2025-12-23,damaged_item,under_review,18.09
D00006901,O00049430,2026-03-20,unauthorized_transaction,won_by_seller,136.32
D00006902,O00049434,2025-11-03,late_delivery,won_by_seller,20.63
D00006903,O00049455,2026-01-18,damaged_item,won_by_seller,7.06
D00006904,O00049456,2025-04-22,unauthorized_transaction,won_by_buyer,71.62
D00006905,O00049467,2025-02-14,unauthorized_transaction,won_by_seller,57.65
D00006906,O00049475,2026-03-15,not_as_described,won_by_seller,55.09
D00006907,O00049485,2024-07-03,unauthorized_transaction,won_by_buyer,100.11
D00006908,O00049493,2025-05-03,unauthorized_transaction,won_by_buyer,433.64
D00006909,O00049502,2026-02-10,not_as_described,won_by_seller,211.92
D00006910,O00049507,2026-01-17,item_not_received,won_by_buyer,161.72
D00006911,O00049508,2025-01-29,not_as_described,under_review,100.04
D00006912,O00049525,2025-05-13,unauthorized_transaction,won_by_buyer,199.21
D00006913,O00049527,2026-03-10,not_as_described,won_by_seller,139.99
D00006914,O00049548,2025-05-17,unauthorized_transaction,under_review,38.63
D00006915,O00049553,2025-04-06,item_not_received,won_by_buyer,146.57
D00006916,O00049571,2026-01-04,unauthorized_transaction,won_by_buyer,131.53
D00006917,O00049574,2026-02-16,not_as_described,under_review,46.85
D00006918,O00049581,2025-11-07,unauthorized_transaction,won_by_buyer,10.17
D00006919,O00049588,2025-12-04,not_as_described,won_by_buyer,23.25
D00006920,O00049602,2025-09-16,unauthorized_transaction,won_by_buyer,161.81
D00006921,O00049607,2024-07-13,item_not_received,won_by_seller,14.3
D00006922,O00049612,2026-03-23,refund_not_processed,under_review,26.11
D00006923,O00049637,2024-09-06,not_as_described,under_review,57.54
D00006924,O00049644,2024-12-12,damaged_item,under_review,39.47
D00006925,O00049652,2025-07-02,damaged_item,won_by_buyer,25.02
D00006926,O00049684,2025-03-08,unauthorized_transaction,won_by_buyer,150.66
D00006927,O00049693,2025-10-11,damaged_item,won_by_seller,90.8
D00006928,O00049697,2026-01-01,item_not_received,won_by_seller,124.93
D00006929,O00049726,2025-03-31,damaged_item,won_by_seller,50.15
D00006930,O00049727,2025-08-03,item_not_received,won_by_buyer,14.2
D00006931,O00049732,2025-03-10,not_as_described,won_by_buyer,78.58
D00006932,O00049737,2026-02-28,unauthorized_transaction,won_by_seller,61.42
D00006933,O00049739,2026-01-10,not_as_described,under_review,14.57
D00006934,O00049745,2025-09-08,item_not_received,won_by_seller,26.28
D00006935,O00049752,2025-11-04,unauthorized_transaction,won_by_seller,100.71
D00006936,O00049764,2025-08-08,not_as_described,under_review,106.16
D00006937,O00049772,2024-08-21,item_not_received,won_by_seller,186.01
D00006938,O00049775,2024-09-20,not_as_described,under_review,11.75
D00006939,O00049783,2026-01-14,unauthorized_transaction,under_review,53.45
D00006940,O00049790,2026-03-21,damaged_item,won_by_buyer,22.29
D00006941,O00049800,2025-08-22,not_as_described,under_review,14.06
D00006942,O00049802,2025-12-22,unauthorized_transaction,won_by_buyer,12.64
D00006943,O00049824,2026-01-16,item_not_received,under_review,67.48
D00006944,O00049843,2025-07-08,not_as_described,under_review,60.12
D00006945,O00049845,2024-12-29,not_as_described,won_by_seller,60.23
D00006946,O00049848,2024-09-03,item_not_received,won_by_seller,12.3
D00006947,O00049857,2026-01-12,unauthorized_transaction,under_review,261.77
D00006948,O00049860,2026-03-03,refund_not_processed,won_by_buyer,92.1
D00006949,O00049866,2025-11-18,not_as_described,won_by_seller,57.13
D00006950,O00049876,2025-10-04,not_as_described,under_review,208.66
D00006951,O00049890,2026-02-09,not_as_described,won_by_seller,99.04
D00006952,O00049918,2024-03-29,not_as_described,won_by_seller,25.52
D00006953,O00049930,2024-11-27,damaged_item,under_review,11.72
D00006954,O00049938,2025-04-22,damaged_item,under_review,147.29
D00006955,O00049946,2025-07-11,late_delivery,won_by_buyer,51.99
D00006956,O00049950,2025-11-08,not_as_described,under_review,540.19
D00006957,O00049951,2025-08-02,not_as_described,won_by_seller,95.76
D00006958,O00049953,2025-06-08,not_as_described,under_review,41.41
D00006959,O00049955,2025-01-10,unauthorized_transaction,won_by_seller,62.73
D00006960,O00049965,2025-01-05,item_not_received,under_review,146.47
D00006961,O00049975,2025-08-25,refund_not_processed,won_by_buyer,138.46
D00006962,O00049982,2026-03-08,unauthorized_transaction,under_review,307.65
D00006963,O00049985,2025-09-01,late_delivery,won_by_seller,35.04
D00006964,O00049987,2026-01-08,damaged_item,under_review,94.11
D00006965,O00049999,2025-11-24,item_not_received,won_by_seller,50.78
D00006966,O00050002,2025-05-02,damaged_item,won_by_seller,24.09
D00006967,O00050017,2025-07-06,item_not_received,won_by_seller,7.54
D00006968,O00050028,2025-01-07,not_as_described,won_by_buyer,219.81
D00006969,O00050034,2025-04-18,not_as_described,won_by_buyer,26.86
D00006970,O00050045,2026-02-20,not_as_described,won_by_seller,18.2
D00006971,O00050050,2026-03-06,item_not_received,under_review,36.66
D00006972,O00050068,2026-02-28,damaged_item,won_by_buyer,31.39
D00006973,O00050075,2025-01-12,refund_not_processed,won_by_seller,56.53
D00006974,O00050078,2025-11-18,damaged_item,won_by_buyer,94.1
D00006975,O00050081,2025-11-18,unauthorized_transaction,won_by_buyer,36.9
D00006976,O00050083,2025-11-25,unauthorized_transaction,won_by_buyer,41.91
D00006977,O00050086,2026-02-04,unauthorized_transaction,won_by_seller,194.26
D00006978,O00050088,2026-03-02,item_not_received,under_review,280.18
D00006979,O00050090,2025-12-30,unauthorized_transaction,won_by_seller,100.54
D00006980,O00050091,2026-02-05,item_not_received,won_by_buyer,275.42
D00006981,O00050101,2026-02-17,item_not_received,won_by_seller,108.66
D00006982,O00050102,2026-02-22,not_as_described,won_by_seller,44.46
D00006983,O00050107,2025-12-22,unauthorized_transaction,won_by_buyer,204.85
D00006984,O00050108,2026-01-25,not_as_described,won_by_seller,94.43
D00006985,O00050111,2025-11-14,not_as_described,won_by_seller,12.69
D00006986,O00050118,2025-10-08,item_not_received,won_by_seller,135.82
D00006987,O00050120,2025-07-22,not_as_described,under_review,9.59
D00006988,O00050129,2026-03-04,not_as_described,won_by_seller,18.53
D00006989,O00050133,2025-11-25,not_as_described,won_by_seller,47.25
D00006990,O00050146,2026-02-27,not_as_described,won_by_buyer,6.7
D00006991,O00050147,2025-12-19,damaged_item,under_review,19.0
D00006992,O00050149,2025-11-30,unauthorized_transaction,won_by_buyer,159.74
D00006993,O00050151,2026-03-12,unauthorized_transaction,won_by_seller,3.5
D00006994,O00050154,2026-03-07,item_not_received,won_by_seller,37.73
D00006995,O00050156,2026-03-08,unauthorized_transaction,won_by_buyer,19.55
D00006996,O00050164,2024-10-02,unauthorized_transaction,won_by_buyer,91.51
D00006997,O00050166,2025-12-31,refund_not_processed,won_by_buyer,174.72
D00006998,O00050169,2025-11-23,refund_not_processed,won_by_buyer,51.97
D00006999,O00050183,2025-01-10,not_as_described,won_by_buyer,21.03
D00007000,O00050217,2025-05-06,refund_not_processed,won_by_buyer,35.27
D00007001,O00050219,2025-07-13,not_as_described,won_by_seller,39.09
D00007002,O00050225,2026-03-01,damaged_item,won_by_seller,75.37
D00007003,O00050228,2025-12-26,item_not_received,under_review,14.64
D00007004,O00050236,2025-08-29,refund_not_processed,won_by_seller,170.27
D00007005,O00050239,2025-07-30,unauthorized_transaction,under_review,64.79
D00007006,O00050240,2025-12-07,not_as_described,won_by_buyer,171.58
D00007007,O00050256,2025-12-11,not_as_described,under_review,12.84
D00007008,O00050260,2024-07-13,not_as_described,under_review,64.32
D00007009,O00050279,2025-08-12,unauthorized_transaction,won_by_seller,29.06
D00007010,O00050287,2025-10-13,not_as_described,won_by_seller,87.99
D00007011,O00050292,2025-06-24,item_not_received,under_review,15.11
D00007012,O00050297,2025-09-19,late_delivery,won_by_buyer,232.48
D00007013,O00050302,2025-07-20,not_as_described,won_by_seller,523.27
D00007014,O00050309,2025-12-22,unauthorized_transaction,won_by_seller,166.46
D00007015,O00050311,2025-10-02,unauthorized_transaction,won_by_seller,192.06
D00007016,O00050313,2025-10-23,refund_not_processed,won_by_buyer,163.44
D00007017,O00050324,2026-03-15,unauthorized_transaction,under_review,50.31
D00007018,O00050337,2025-07-15,unauthorized_transaction,won_by_seller,61.2
D00007019,O00050340,2026-03-24,damaged_item,won_by_seller,114.45
D00007020,O00050341,2025-08-28,not_as_described,under_review,44.12
D00007021,O00050345,2025-07-15,item_not_received,won_by_seller,145.02
D00007022,O00050360,2025-11-01,not_as_described,won_by_seller,18.1
D00007023,O00050362,2025-06-28,item_not_received,won_by_buyer,22.95
D00007024,O00050367,2025-07-24,item_not_received,won_by_buyer,110.68
D00007025,O00050376,2026-01-07,late_delivery,won_by_buyer,40.3
D00007026,O00050382,2025-12-01,item_not_received,won_by_buyer,20.91
D00007027,O00050391,2025-05-30,not_as_described,won_by_buyer,168.99
D00007028,O00050392,2025-09-21,unauthorized_transaction,won_by_seller,43.62
D00007029,O00050394,2025-11-06,item_not_received,won_by_buyer,104.25
D00007030,O00050400,2024-12-23,item_not_received,won_by_seller,27.79
D00007031,O00050416,2025-07-11,unauthorized_transaction,won_by_seller,38.25
D00007032,O00050422,2025-03-21,not_as_described,under_review,157.53
D00007033,O00050425,2024-10-07,not_as_described,won_by_seller,51.58
D00007034,O00050431,2026-02-10,unauthorized_transaction,won_by_buyer,178.8
D00007035,O00050433,2025-09-22,unauthorized_transaction,won_by_buyer,139.15
D00007036,O00050434,2026-02-17,item_not_received,under_review,18.05
D00007037,O00050447,2025-08-10,refund_not_processed,won_by_buyer,11.74
D00007038,O00050455,2025-04-11,not_as_described,won_by_buyer,84.09
D00007039,O00050456,2025-02-15,item_not_received,won_by_seller,382.37
D00007040,O00050475,2025-08-21,item_not_received,won_by_seller,48.54
D00007041,O00050480,2025-12-13,item_not_received,won_by_buyer,63.71
D00007042,O00050481,2025-12-11,unauthorized_transaction,won_by_buyer,102.89
D00007043,O00050487,2025-11-06,unauthorized_transaction,under_review,49.46
D00007044,O00050490,2025-11-11,unauthorized_transaction,won_by_buyer,18.76
D00007045,O00050493,2024-09-25,item_not_received,under_review,79.19
D00007046,O00050494,2024-12-28,item_not_received,won_by_seller,176.82
D00007047,O00050506,2025-03-04,unauthorized_transaction,won_by_buyer,328.55
D00007048,O00050509,2025-03-24,not_as_described,under_review,12.82
D00007049,O00050525,2025-12-12,not_as_described,won_by_seller,13.32
D00007050,O00050544,2026-01-06,item_not_received,won_by_seller,29.02
D00007051,O00050545,2025-01-22,not_as_described,under_review,613.29
D00007052,O00050547,2025-12-04,damaged_item,won_by_seller,59.26
D00007053,O00050549,2025-03-31,not_as_described,won_by_buyer,737.38
D00007054,O00050569,2024-09-28,not_as_described,won_by_seller,6.84
D00007055,O00050574,2025-11-23,unauthorized_transaction,won_by_buyer,95.93
D00007056,O00050583,2026-04-06,unauthorized_transaction,under_review,156.53
D00007057,O00050588,2025-07-29,unauthorized_transaction,won_by_seller,43.12
D00007058,O00050589,2026-03-11,item_not_received,won_by_seller,23.14
D00007059,O00050590,2026-03-03,unauthorized_transaction,won_by_buyer,14.27
D00007060,O00050603,2026-03-06,item_not_received,won_by_seller,84.32
D00007061,O00050615,2025-07-30,refund_not_processed,won_by_seller,37.29
D00007062,O00050616,2025-11-20,damaged_item,won_by_seller,36.31
D00007063,O00050622,2025-04-26,item_not_received,won_by_buyer,23.03
D00007064,O00050623,2026-03-16,not_as_described,won_by_seller,20.94
D00007065,O00050633,2025-11-22,not_as_described,won_by_buyer,74.86
D00007066,O00050635,2025-06-19,damaged_item,won_by_seller,231.69
D00007067,O00050647,2026-01-14,unauthorized_transaction,won_by_buyer,447.04
D00007068,O00050651,2024-09-07,item_not_received,under_review,189.9
D00007069,O00050652,2025-01-26,unauthorized_transaction,under_review,70.53
D00007070,O00050657,2025-10-14,item_not_received,won_by_buyer,212.91
D00007071,O00050661,2024-12-25,late_delivery,won_by_buyer,9.31
D00007072,O00050663,2025-05-18,item_not_received,won_by_seller,165.16
D00007073,O00050666,2024-11-28,not_as_described,won_by_seller,89.51
D00007074,O00050669,2025-02-09,not_as_described,won_by_seller,39.83
D00007075,O00050670,2025-10-18,not_as_described,won_by_buyer,74.8
D00007076,O00050675,2025-03-15,unauthorized_transaction,under_review,13.5
D00007077,O00050679,2026-02-19,not_as_described,won_by_seller,386.61
D00007078,O00050682,2024-12-14,unauthorized_transaction,won_by_buyer,38.01
D00007079,O00050687,2025-12-11,refund_not_processed,won_by_buyer,13.96
D00007080,O00050689,2024-09-17,not_as_described,won_by_buyer,16.26
D00007081,O00050699,2025-04-11,unauthorized_transaction,under_review,97.05
D00007082,O00050706,2025-01-18,item_not_received,won_by_seller,86.81
D00007083,O00050708,2025-10-11,item_not_received,won_by_seller,94.79
D00007084,O00050712,2025-11-18,unauthorized_transaction,under_review,18.82
D00007085,O00050714,2025-12-26,unauthorized_transaction,won_by_seller,133.74
D00007086,O00050717,2024-12-17,unauthorized_transaction,won_by_buyer,21.99
D00007087,O00050718,2025-11-04,unauthorized_transaction,won_by_buyer,91.47
D00007088,O00050721,2026-02-28,unauthorized_transaction,won_by_buyer,76.09
D00007089,O00050725,2025-12-13,unauthorized_transaction,won_by_buyer,269.96
D00007090,O00050726,2026-01-19,unauthorized_transaction,won_by_buyer,20.33
D00007091,O00050728,2026-03-02,unauthorized_transaction,won_by_buyer,112.1
D00007092,O00050732,2026-02-17,refund_not_processed,won_by_buyer,56.08
D00007093,O00050739,2025-05-09,unauthorized_transaction,under_review,20.78
D00007094,O00050750,2025-10-31,not_as_described,won_by_seller,49.88
D00007095,O00050753,2025-01-07,not_as_described,won_by_seller,9.85
D00007096,O00050754,2025-09-06,not_as_described,won_by_buyer,67.13
D00007097,O00050762,2025-09-25,unauthorized_transaction,won_by_seller,26.04
D00007098,O00050775,2025-03-19,not_as_described,won_by_buyer,57.79
D00007099,O00050778,2025-10-30,damaged_item,won_by_seller,13.85
D00007100,O00050781,2025-11-10,damaged_item,under_review,10.6
D00007101,O00050784,2026-02-22,item_not_received,won_by_buyer,27.02
D00007102,O00050788,2025-08-25,not_as_described,won_by_buyer,14.39
D00007103,O00050793,2024-04-23,not_as_described,won_by_seller,57.03
D00007104,O00050794,2024-05-16,damaged_item,won_by_buyer,16.35
D00007105,O00050797,2026-01-23,not_as_described,won_by_buyer,16.77
D00007106,O00050799,2025-09-18,not_as_described,won_by_seller,31.53
D00007107,O00050810,2026-01-04,damaged_item,won_by_seller,66.98
D00007108,O00050812,2025-10-21,refund_not_processed,under_review,185.25
D00007109,O00050816,2025-12-13,unauthorized_transaction,won_by_buyer,9.72
D00007110,O00050825,2025-12-24,item_not_received,won_by_buyer,21.85
D00007111,O00050836,2025-02-15,unauthorized_transaction,under_review,54.99
D00007112,O00050851,2025-11-07,unauthorized_transaction,under_review,19.85
D00007113,O00050853,2025-05-25,item_not_received,won_by_seller,186.34
D00007114,O00050866,2025-06-20,damaged_item,won_by_seller,80.08
D00007115,O00050873,2026-01-04,item_not_received,won_by_seller,49.11
D00007116,O00050882,2025-11-25,unauthorized_transaction,won_by_seller,141.24
D00007117,O00050884,2024-04-26,not_as_described,won_by_seller,23.32
D00007118,O00050885,2024-05-08,not_as_described,won_by_buyer,18.0
D00007119,O00050890,2025-06-05,not_as_described,won_by_buyer,36.39
D00007120,O00050893,2026-02-19,unauthorized_transaction,won_by_buyer,16.16
D00007121,O00050900,2026-03-28,not_as_described,won_by_buyer,64.3
D00007122,O00050903,2026-01-28,item_not_received,won_by_buyer,14.01
D00007123,O00050911,2025-08-28,refund_not_processed,won_by_buyer,42.23
D00007124,O00050914,2025-09-20,item_not_received,won_by_seller,62.95
D00007125,O00050915,2026-01-13,refund_not_processed,under_review,47.93
D00007126,O00050916,2025-11-19,unauthorized_transaction,won_by_buyer,93.82
D00007127,O00050917,2025-11-12,unauthorized_transaction,won_by_seller,32.18
D00007128,O00050932,2025-09-10,not_as_described,won_by_seller,117.97
D00007129,O00050938,2026-01-06,not_as_described,under_review,14.56
D00007130,O00050940,2025-12-24,unauthorized_transaction,won_by_seller,95.62
D00007131,O00050943,2025-08-02,not_as_described,won_by_seller,6.55
D00007132,O00050948,2025-03-03,item_not_received,under_review,19.97
D00007133,O00050964,2025-09-27,not_as_described,won_by_buyer,98.63
D00007134,O00050965,2024-06-30,unauthorized_transaction,under_review,640.05
D00007135,O00050966,2025-07-20,unauthorized_transaction,won_by_seller,125.27
D00007136,O00050977,2026-02-04,unauthorized_transaction,under_review,11.46
D00007137,O00050979,2025-02-08,damaged_item,won_by_seller,139.95
D00007138,O00050982,2025-11-27,item_not_received,won_by_seller,11.65
D00007139,O00050984,2025-05-01,not_as_described,under_review,37.8
D00007140,O00051006,2025-09-28,item_not_received,won_by_seller,219.99
D00007141,O00051015,2025-04-19,unauthorized_transaction,won_by_buyer,8.62
D00007142,O00051032,2025-03-25,not_as_described,won_by_buyer,17.86
D00007143,O00051039,2025-01-06,not_as_described,won_by_seller,23.79
D00007144,O00051042,2024-04-22,item_not_received,won_by_buyer,115.47
D00007145,O00051045,2024-10-26,not_as_described,under_review,52.15
D00007146,O00051046,2025-01-05,unauthorized_transaction,won_by_seller,98.83
D00007147,O00051049,2025-06-24,damaged_item,won_by_seller,77.54
D00007148,O00051051,2026-02-20,not_as_described,won_by_buyer,274.04
D00007149,O00051052,2026-03-05,unauthorized_transaction,won_by_seller,154.55
