product_id,seller_id,category,subcategory,list_price,estimated_cost,shipping_cost_proxy
P0002229,S00116,Fashion,Accessories,32.47,22.15,5.06
P0002230,S00116,Fashion,Men,92.51,48.31,5.05
P0002231,S00116,Fashion,Men,25.8,15.51,4.14
P0002232,S00116,Fashion,Men,85.48,49.04,3.52
P0002233,S00116,Fashion,Shoes,54.19,31.43,4.68
P0002234,S00116,Beauty,Makeup,21.45,12.19,2.9
P0002235,S00117,Sports,Team Sports,83.83,46.24,8.0
P0002236,S00117,Electronics,Phones,199.6,133.88,9.26
P0002237,S00117,Sports,Team Sports,86.63,40.89,7.6
P0002238,S00117,Toys,STEM,30.55,14.81,4.74
P0002239,S00117,Sports,Cycling,111.37,52.99,6.84
P0002240,S00117,Sports,Fitness,67.37,41.24,7.77
P0002241,S00117,Sports,Outdoor,100.26,55.98,7.13
P0002242,S00117,Home,Kitchen,159.21,86.14,10.77
P0002243,S00117,Sports,Cycling,99.6,53.5,7.52
P0002244,S00117,Sports,Team Sports,170.81,96.29,5.96
P0002245,S00117,Sports,Team Sports,89.5,49.14,6.02
P0002246,S00117,Digital Goods,Subscriptions,72.77,34.69,0.79
P0002247,S00117,Sports,Fitness,66.28,37.55,7.91
P0002248,S00117,Sports,Team Sports,85.69,44.95,5.42
P0002249,S00117,Sports,Cycling,63.67,37.84,5.24
P0002250,S00117,Sports,Fitness,95.9,53.85,5.22
P0002251,S00117,Sports,Team Sports,68.64,44.92,5.18
P0002252,S00117,Sports,Team Sports,63.89,34.17,5.68
P0002253,S00117,Sports,Cycling,71.4,40.36,7.64
P0002254,S00117,Sports,Cycling,63.55,31.84,5.85
P0002255,S00117,Sports,Cycling,113.79,61.38,7.99
P0002256,S00117,Sports,Cycling,65.18,38.18,6.81
P0002257,S00117,Sports,Outdoor,79.03,44.36,6.49
P0002258,S00118,Sports,Fitness,32.96,18.42,5.89
P0002259,S00118,Sports,Team Sports,74.25,42.34,6.43
P0002260,S00118,Toys,Puzzles,33.2,17.59,4.34
P0002261,S00118,Sports,Team Sports,62.62,33.51,6.26
P0002262,S00118,Sports,Team Sports,79.61,38.04,6.07
P0002263,S00118,Sports,Cycling,116.39,59.32,6.15
P0002264,S00119,Fashion,Men,31.77,14.45,4.41
P0002265,S00119,Fashion,Accessories,44.93,21.48,4.96
P0002266,S00119,Fashion,Women,44.41,24.55,5.4
P0002267,S00119,Fashion,Women,36.98,17.46,3.97
P0002268,S00119,Fashion,Shoes,70.5,34.07,4.6
P0002269,S00119,Home,Decor,121.86,76.52,11.25
P0002270,S00119,Fashion,Men,61.85,33.34,5.07
P0002271,S00119,Fashion,Men,32.52,16.91,5.02
P0002272,S00119,Fashion,Shoes,64.41,28.89,4.23
P0002273,S00119,Grocery,Household,20.08,14.59,2.98
P0002274,S00119,Beauty,Hair,56.91,29.09,3.13
P0002275,S00119,Fashion,Men,67.86,33.62,4.42
P0002276,S00119,Digital Goods,Gaming,138.71,55.78,0.71
P0002277,S00119,Fashion,Shoes,61.04,32.32,5.42
P0002278,S00119,Grocery,Snacks,21.82,15.68,2.95
P0002279,S00119,Fashion,Shoes,37.71,18.8,4.57
P0002280,S00119,Digital Goods,Gaming,41.22,20.86,0.71
P0002281,S00119,Fashion,Shoes,62.33,34.3,3.53
P0002282,S00119,Fashion,Shoes,91.75,49.84,5.26
P0002283,S00119,Fashion,Men,74.31,45.89,4.9
P0002284,S00119,Fashion,Women,34.57,15.88,3.53
P0002285,S00119,Fashion,Women,92.67,42.08,4.0
P0002286,S00119,Fashion,Men,90.37,49.02,5.22
P0002287,S00119,Fashion,Shoes,36.7,17.86,5.19
P0002288,S00119,Fashion,Women,87.55,46.4,4.2
P0002289,S00119,Fashion,Shoes,84.66,40.08,4.63
P0002290,S00119,Fashion,Men,96.73,57.12,4.42
P0002291,S00119,Fashion,Men,95.23,52.96,4.44
P0002292,S00119,Fashion,Accessories,72.88,36.95,4.85
P0002293,S00119,Fashion,Shoes,42.79,24.58,4.44
P0002294,S00120,Grocery,Snacks,24.13,16.24,3.3
P0002295,S00120,Grocery,Snacks,24.28,18.48,2.81
P0002296,S00120,Grocery,Beverages,26.16,19.71,3.49
P0002297,S00120,Grocery,Pantry,22.23,14.92,2.4
P0002298,S00121,Fashion,Accessories,60.84,34.45,4.65
P0002299,S00121,Digital Goods,Gaming,34.32,15.75,0.83
P0002300,S00121,Digital Goods,Gaming,86.97,47.1,0.96
P0002301,S00121,Digital Goods,Courses,94.67,37.9,0.74
P0002302,S00121,Digital Goods,Courses,38.04,18.54,0.78
P0002303,S00121,Beauty,Makeup,45.06,29.2,3.88
P0002304,S00121,Electronics,Computers,252.9,189.68,6.54
P0002305,S00121,Fashion,Shoes,63.36,31.36,5.41
P0002306,S00121,Digital Goods,Subscriptions,183.19,96.41,0.94
P0002307,S00121,Beauty,Wellness,68.38,43.81,3.72
P0002308,S00121,Digital Goods,Software,76.48,39.17,0.91
P0002309,S00121,Digital Goods,Software,127.57,63.08,0.78
P0002310,S00121,Home,Storage,85.25,57.95,9.68
P0002311,S00121,Digital Goods,Gaming,32.08,17.08,0.92
P0002312,S00121,Digital Goods,Courses,47.95,23.61,0.85
P0002313,S00121,Home,Storage,137.07,99.93,10.17
P0002314,S00121,Digital Goods,Gaming,35.53,16.81,0.69
P0002315,S00121,Home,Storage,99.3,66.64,9.81
P0002316,S00121,Digital Goods,Gaming,35.09,15.83,0.99
P0002317,S00121,Digital Goods,Courses,123.32,60.51,0.66
P0002318,S00121,Digital Goods,Subscriptions,114.42,58.74,0.72
P0002319,S00121,Grocery,Snacks,16.04,12.39,3.1
P0002320,S00121,Digital Goods,Subscriptions,61.87,27.09,0.83
P0002321,S00121,Digital Goods,Gaming,132.07,64.97,0.92
P0002322,S00121,Digital Goods,Courses,39.66,19.21,1.03
P0002323,S00121,Digital Goods,Subscriptions,49.78,23.96,0.97
P0002324,S00121,Toys,Puzzles,49.29,33.75,4.81
P0002325,S00121,Digital Goods,Gaming,69.77,34.4,0.99
P0002326,S00121,Digital Goods,Subscriptions,66.96,41.43,0.68
P0002327,S00121,Grocery,Pantry,35.56,29.42,2.52
P0002328,S00121,Digital Goods,Courses,104.17,58.18,0.77
P0002329,S00121,Digital Goods,Software,70.2,37.45,0.92
P0002330,S00121,Digital Goods,Courses,52.43,26.35,0.99
P0002331,S00121,Digital Goods,Software,49.32,21.32,0.97
P0002332,S00122,Home,Furniture,89.42,50.93,9.95
P0002333,S00122,Home,Storage,64.47,37.75,10.37
P0002334,S00122,Home,Decor,169.75,90.3,11.41
P0002335,S00122,Home,Furniture,47.21,30.76,7.72
P0002336,S00122,Home,Furniture,71.74,35.62,10.15
P0002337,S00122,Home,Furniture,116.42,61.79,8.86
P0002338,S00122,Home,Storage,218.08,134.18,10.42
P0002339,S00122,Home,Kitchen,176.54,90.43,11.43
P0002340,S00122,Home,Kitchen,89.6,57.69,8.25
P0002341,S00122,Home,Storage,66.94,39.32,7.65
P0002342,S00122,Home,Storage,38.75,21.52,8.33
P0002343,S00122,Home,Kitchen,49.39,26.36,10.86
P0002344,S00122,Home,Storage,139.8,82.88,9.99
P0002345,S00122,Home,Furniture,136.49,80.13,9.61
P0002346,S00122,Home,Kitchen,94.51,44.39,7.52
P0002347,S00122,Grocery,Household,29.84,22.02,2.79
P0002348,S00122,Home,Furniture,115.34,64.06,10.19
P0002349,S00122,Beauty,Skincare,29.4,15.85,3.1
P0002350,S00122,Home,Decor,47.83,28.56,9.87
P0002351,S00123,Home,Decor,55.05,37.84,9.72
P0002352,S00123,Grocery,Beverages,32.16,28.11,2.33
P0002353,S00123,Home,Kitchen,80.8,53.95,10.16
P0002354,S00123,Home,Storage,111.61,68.6,8.14
P0002355,S00123,Home,Kitchen,53.85,38.78,7.47
P0002356,S00123,Grocery,Household,17.99,14.91,2.27
P0002357,S00123,Home,Furniture,169.69,112.9,9.47
P0002358,S00123,Home,Decor,51.62,36.28,10.37
P0002359,S00124,Grocery,Beverages,25.0,16.98,2.34
P0002360,S00124,Electronics,Audio,406.33,320.13,6.43
P0002361,S00124,Home,Furniture,80.68,46.95,8.42
P0002362,S00124,Electronics,Accessories,55.78,39.17,9.36
P0002363,S00124,Electronics,Accessories,137.22,100.46,6.55
P0002364,S00124,Electronics,Audio,267.89,184.29,9.52
P0002365,S00124,Electronics,Phones,225.81,184.06,7.84
P0002366,S00124,Home,Kitchen,126.9,79.25,8.02
P0002367,S00124,Electronics,Phones,302.26,223.57,8.83
P0002368,S00124,Electronics,Phones,256.5,184.0,7.17
P0002369,S00124,Electronics,Phones,391.7,308.97,7.28
P0002370,S00124,Electronics,Audio,318.27,226.45,6.53
P0002371,S00124,Electronics,Phones,318.15,227.87,9.1
P0002372,S00124,Electronics,Accessories,635.55,405.08,6.87
P0002373,S00124,Electronics,Accessories,193.33,140.16,8.94
P0002374,S00124,Electronics,Accessories,173.71,121.24,7.93
P0002375,S00124,Electronics,Audio,229.92,163.15,8.56
P0002376,S00125,Grocery,Snacks,22.4,15.11,2.7
P0002377,S00125,Grocery,Pantry,29.71,19.93,3.29
P0002378,S00125,Beauty,Wellness,29.07,14.01,2.6
P0002379,S00125,Toys,STEM,47.85,25.09,4.72
P0002380,S00125,Grocery,Snacks,21.95,16.06,3.33
P0002381,S00125,Grocery,Household,20.85,15.17,2.99
P0002382,S00125,Grocery,Snacks,17.65,12.78,2.75
P0002383,S00125,Grocery,Snacks,20.75,14.02,3.23
P0002384,S00125,Grocery,Pantry,21.32,14.27,3.45
P0002385,S00125,Sports,Outdoor,110.31,61.39,7.4
P0002386,S00125,Grocery,Snacks,16.06,12.04,2.94
P0002387,S00126,Sports,Fitness,35.93,19.95,5.53
P0002388,S00126,Fashion,Accessories,60.61,29.35,3.46
P0002389,S00126,Electronics,Audio,207.14,133.49,9.13
P0002390,S00126,Electronics,Accessories,220.46,150.03,8.18
P0002391,S00126,Electronics,Audio,315.4,248.05,7.04
P0002392,S00126,Sports,Fitness,74.52,35.19,5.68
P0002393,S00126,Electronics,Phones,723.54,502.7,6.84
P0002394,S00126,Electronics,Audio,169.89,118.98,6.17
P0002395,S00126,Home,Kitchen,111.3,67.62,9.45
P0002396,S00126,Digital Goods,Gaming,35.83,13.26,0.79
P0002397,S00126,Grocery,Pantry,29.34,17.94,2.45
P0002398,S00126,Electronics,Accessories,99.88,67.6,9.07
P0002399,S00126,Electronics,Accessories,233.4,165.63,6.52
P0002400,S00126,Electronics,Computers,306.05,254.04,8.52
P0002401,S00127,Sports,Cycling,58.89,39.94,6.54
P0002402,S00127,Sports,Cycling,73.52,53.59,6.26
P0002403,S00127,Beauty,Hair,20.38,13.03,3.13
P0002404,S00127,Sports,Team Sports,53.19,37.32,6.27
P0002405,S00127,Sports,Cycling,109.63,77.18,7.2
P0002406,S00127,Sports,Fitness,87.37,54.46,7.87
P0002407,S00127,Sports,Team Sports,60.78,36.8,7.21
P0002408,S00127,Sports,Cycling,72.7,48.36,7.8
P0002409,S00127,Sports,Cycling,75.68,49.85,5.99
P0002410,S00128,Sports,Cycling,62.11,40.89,6.05
P0002411,S00128,Sports,Team Sports,55.3,34.43,5.87
P0002412,S00128,Sports,Fitness,47.28,32.86,6.81
P0002413,S00128,Sports,Team Sports,60.79,44.56,7.55
P0002414,S00128,Sports,Team Sports,81.3,51.29,7.48
P0002415,S00128,Beauty,Makeup,28.97,16.09,3.37
P0002416,S00128,Sports,Fitness,64.84,53.34,5.68
P0002417,S00128,Sports,Fitness,72.83,42.66,5.17
P0002418,S00128,Sports,Outdoor,126.03,79.75,5.65
P0002419,S00128,Sports,Fitness,99.33,69.73,5.63
P0002420,S00128,Sports,Fitness,86.2,55.73,7.36
P0002421,S00128,Sports,Fitness,88.45,54.45,6.07
P0002422,S00128,Sports,Cycling,72.44,49.2,7.37
P0002423,S00128,Sports,Fitness,59.94,40.05,6.71
P0002424,S00128,Sports,Team Sports,84.52,52.99,7.21
P0002425,S00128,Grocery,Beverages,26.36,22.6,2.26
P0002426,S00128,Sports,Cycling,61.91,45.54,5.41
P0002427,S00128,Sports,Fitness,50.46,35.47,8.01
P0002428,S00128,Digital Goods,Gaming,39.52,19.96,0.69
P0002429,S00128,Sports,Team Sports,97.54,66.83,6.99
P0002430,S00128,Sports,Outdoor,64.42,44.32,7.27
P0002431,S00128,Sports,Cycling,59.13,40.76,7.35
P0002432,S00128,Sports,Outdoor,83.33,55.08,8.05
P0002433,S00129,Home,Decor,121.83,67.26,11.4
P0002434,S00129,Home,Decor,68.78,40.31,10.05
P0002435,S00129,Home,Storage,143.25,91.49,8.68
P0002436,S00129,Sports,Team Sports,60.5,32.81,5.6
P0002437,S00129,Home,Kitchen,140.56,69.59,11.22
P0002438,S00129,Home,Kitchen,95.65,58.26,7.23
P0002439,S00129,Home,Kitchen,97.55,61.72,8.0
P0002440,S00129,Fashion,Women,68.59,26.52,3.93
P0002441,S00129,Home,Decor,69.46,36.02,10.07
P0002442,S00129,Home,Kitchen,85.02,49.22,7.61
P0002443,S00129,Home,Furniture,99.61,66.76,8.49
P0002444,S00129,Fashion,Women,68.01,31.49,4.89
P0002445,S00129,Home,Decor,103.11,60.96,10.7
P0002446,S00130,Electronics,Audio,222.47,166.42,8.28
P0002447,S00130,Electronics,Phones,386.42,309.04,6.99
P0002448,S00130,Beauty,Hair,29.29,16.93,3.26
P0002449,S00130,Electronics,Phones,123.78,85.33,9.0
P0002450,S00130,Electronics,Phones,277.57,214.28,7.28
P0002451,S00130,Electronics,Phones,258.83,189.12,8.65
P0002452,S00130,Electronics,Accessories,170.94,122.95,6.69
P0002453,S00130,Electronics,Accessories,351.87,250.67,7.39
P0002454,S00130,Electronics,Audio,308.17,220.9,7.78
P0002455,S00130,Electronics,Computers,264.28,205.07,7.47
P0002456,S00130,Electronics,Audio,144.3,103.73,7.41
P0002457,S00130,Electronics,Phones,275.56,204.22,6.95
P0002458,S00130,Grocery,Snacks,17.99,11.95,3.35
P0002459,S00130,Electronics,Audio,667.13,480.54,8.87
P0002460,S00130,Electronics,Accessories,662.36,472.64,9.01
P0002461,S00130,Toys,Educational,23.45,12.11,5.29
P0002462,S00130,Electronics,Phones,293.41,190.53,9.05
P0002463,S00130,Home,Furniture,54.79,29.98,10.43
P0002464,S00130,Electronics,Audio,221.57,181.99,8.68
P0002465,S00130,Beauty,Hair,53.05,26.02,3.97
P0002466,S00130,Electronics,Phones,257.55,178.73,6.82
P0002467,S00131,Sports,Fitness,60.55,33.8,6.41
P0002468,S00131,Sports,Team Sports,75.19,42.51,7.02
P0002469,S00131,Sports,Outdoor,178.53,107.5,6.19
P0002470,S00131,Grocery,Pantry,11.22,7.3,2.47
P0002471,S00131,Sports,Outdoor,91.03,49.62,7.83
P0002472,S00131,Fashion,Shoes,56.46,29.46,4.51
P0002473,S00132,Home,Storage,153.86,91.98,9.32
P0002474,S00132,Home,Furniture,113.69,69.56,10.77
P0002475,S00132,Digital Goods,Courses,104.88,39.96,0.83
P0002476,S00132,Fashion,Women,79.95,35.99,4.73
P0002477,S00132,Home,Kitchen,100.95,59.51,9.87
P0002478,S00132,Home,Kitchen,151.29,88.25,9.78
P0002479,S00132,Home,Furniture,134.62,78.37,10.98
P0002480,S00132,Home,Kitchen,187.56,119.96,8.77
P0002481,S00132,Home,Storage,173.45,103.94,9.63
P0002482,S00132,Home,Kitchen,144.3,91.94,10.57
P0002483,S00132,Home,Kitchen,50.88,27.61,10.76
P0002484,S00132,Home,Storage,78.63,43.62,10.27
P0002485,S00132,Electronics,Audio,218.31,174.78,6.41
P0002486,S00133,Electronics,Accessories,413.24,297.78,9.03
P0002487,S00133,Electronics,Phones,333.73,255.03,7.79
P0002488,S00133,Electronics,Computers,212.83,163.02,6.6
P0002489,S00133,Home,Storage,44.29,22.64,8.84
P0002490,S00133,Electronics,Computers,215.82,161.86,8.07
P0002491,S00133,Electronics,Audio,119.82,81.57,7.78
P0002492,S00133,Fashion,Shoes,39.48,19.67,5.14
P0002493,S00133,Electronics,Audio,412.23,316.21,9.34
P0002494,S00133,Electronics,Accessories,302.91,186.9,8.27
P0002495,S00133,Electronics,Accessories,582.36,411.19,8.62
P0002496,S00133,Electronics,Accessories,283.48,199.16,7.2
P0002497,S00133,Electronics,Accessories,149.81,107.03,6.79
P0002498,S00133,Electronics,Phones,263.61,190.26,7.98
P0002499,S00133,Electronics,Accessories,247.3,188.32,7.61
P0002500,S00134,Beauty,Wellness,52.34,31.12,3.43
P0002501,S00134,Digital Goods,Gaming,30.17,15.19,0.88
P0002502,S00134,Digital Goods,Subscriptions,113.12,53.96,0.9
P0002503,S00134,Digital Goods,Gaming,35.37,17.37,0.7
P0002504,S00134,Digital Goods,Subscriptions,76.21,36.93,0.68
P0002505,S00134,Digital Goods,Courses,74.41,39.2,1.03
P0002506,S00134,Home,Kitchen,61.19,38.77,9.39
P0002507,S00134,Sports,Cycling,90.84,59.77,7.45
P0002508,S00134,Digital Goods,Software,71.24,31.52,0.66
P0002509,S00134,Home,Storage,68.3,47.3,10.53
P0002510,S00135,Beauty,Skincare,57.39,26.18,3.2
P0002511,S00135,Beauty,Makeup,34.6,17.06,3.16
P0002512,S00135,Beauty,Hair,21.97,10.53,3.47
P0002513,S00135,Beauty,Makeup,29.19,13.97,2.6
P0002514,S00135,Beauty,Skincare,25.27,13.53,2.67
P0002515,S00135,Beauty,Makeup,46.58,21.97,2.84
P0002516,S00135,Beauty,Wellness,24.4,10.0,2.57
P0002517,S00135,Beauty,Wellness,33.34,18.22,3.79
P0002518,S00135,Beauty,Hair,27.15,13.44,3.02
P0002519,S00135,Beauty,Makeup,29.59,14.26,3.71
P0002520,S00135,Toys,Action Figures,47.74,22.81,4.07
P0002521,S00135,Beauty,Hair,19.81,9.04,2.7
P0002522,S00136,Toys,Action Figures,43.08,22.75,5.21
P0002523,S00136,Sports,Cycling,45.95,29.01,7.67
P0002524,S00136,Toys,Action Figures,59.34,29.66,4.71
P0002525,S00136,Toys,Puzzles,45.52,23.58,3.79
P0002526,S00136,Toys,Puzzles,22.31,11.36,4.02
P0002527,S00136,Toys,Action Figures,61.51,33.45,3.94
P0002528,S00136,Toys,Puzzles,91.69,44.71,4.48
P0002529,S00136,Toys,STEM,37.85,20.16,4.31
P0002530,S00136,Toys,STEM,58.37,28.79,5.22
P0002531,S00136,Home,Kitchen,175.17,103.15,8.56
P0002532,S00136,Toys,STEM,65.24,34.89,5.23
P0002533,S00136,Toys,Educational,31.03,16.82,3.72
P0002534,S00136,Toys,Action Figures,17.86,8.48,4.5
P0002535,S00136,Toys,Puzzles,56.01,32.81,4.48
P0002536,S00136,Toys,Puzzles,60.72,27.35,3.55
P0002537,S00136,Toys,STEM,33.57,15.79,4.0
P0002538,S00136,Grocery,Household,26.51,18.83,2.48
P0002539,S00136,Toys,Puzzles,72.94,40.54,4.86
P0002540,S00137,Grocery,Household,22.67,18.48,2.86
P0002541,S00137,Grocery,Snacks,19.88,16.5,2.37
P0002542,S00137,Fashion,Women,39.37,24.48,4.92
P0002543,S00137,Fashion,Women,55.04,29.61,5.34
P0002544,S00137,Fashion,Men,60.24,32.63,5.29
P0002545,S00137,Home,Storage,86.06,59.13,7.25
P0002546,S00137,Fashion,Shoes,44.49,25.83,5.1
P0002547,S00137,Sports,Cycling,35.49,24.44,7.49
P0002548,S00137,Fashion,Men,62.1,33.4,4.45
P0002549,S00137,Fashion,Women,128.78,68.3,3.67
P0002550,S00137,Fashion,Men,42.34,25.02,5.41
P0002551,S00137,Fashion,Men,42.37,25.88,5.12
P0002552,S00137,Fashion,Men,65.9,35.73,5.35
P0002553,S00137,Fashion,Men,73.24,38.63,4.99
P0002554,S00137,Fashion,Men,48.01,28.23,5.46
P0002555,S00137,Fashion,Shoes,55.31,28.3,4.4
P0002556,S00138,Grocery,Snacks,17.25,11.92,2.42
P0002557,S00138,Electronics,Phones,385.73,289.33,9.1
P0002558,S00138,Electronics,Phones,422.79,295.15,6.44
P0002559,S00138,Electronics,Phones,220.12,164.1,7.76
P0002560,S00138,Home,Storage,92.97,51.41,8.23
P0002561,S00138,Toys,Educational,58.88,32.97,4.25
P0002562,S00138,Home,Decor,144.96,80.5,7.94
P0002563,S00138,Electronics,Audio,96.84,72.78,8.29
P0002564,S00138,Electronics,Phones,288.25,212.82,6.99
P0002565,S00139,Electronics,Phones,447.08,315.76,7.08
P0002566,S00139,Electronics,Computers,237.9,179.18,6.89
P0002567,S00139,Electronics,Computers,454.94,319.7,7.71
P0002568,S00139,Electronics,Computers,135.7,86.23,6.7
P0002569,S00139,Electronics,Computers,115.55,83.7,9.14
P0002570,S00139,Electronics,Audio,243.19,166.02,6.93
P0002571,S00139,Sports,Outdoor,69.01,38.89,5.9
P0002572,S00139,Toys,Puzzles,35.09,19.45,5.05
P0002573,S00139,Electronics,Computers,258.27,188.3,8.97
P0002574,S00139,Electronics,Phones,255.39,185.25,9.13
P0002575,S00139,Electronics,Computers,363.06,293.31,6.66
P0002576,S00139,Electronics,Computers,86.72,68.49,8.38
P0002577,S00139,Electronics,Computers,289.91,212.59,7.96
P0002578,S00139,Electronics,Phones,467.13,351.4,8.82
P0002579,S00139,Fashion,Accessories,72.26,36.88,3.49
P0002580,S00139,Electronics,Computers,295.68,241.0,6.44
P0002581,S00139,Home,Kitchen,54.71,32.1,10.25
P0002582,S00139,Electronics,Accessories,181.99,138.51,9.12
P0002583,S00139,Electronics,Audio,249.44,179.37,9.52
P0002584,S00139,Electronics,Audio,197.15,130.66,8.12
P0002585,S00139,Electronics,Computers,158.21,102.55,6.47
P0002586,S00139,Electronics,Phones,242.26,151.66,9.57
P0002587,S00139,Electronics,Accessories,249.84,156.42,9.46
P0002588,S00139,Electronics,Computers,251.64,179.34,8.05
P0002589,S00139,Sports,Outdoor,67.38,40.76,5.75
P0002590,S00139,Electronics,Computers,759.22,521.06,9.17
P0002591,S00139,Electronics,Phones,305.83,227.74,8.73
P0002592,S00139,Electronics,Phones,404.55,293.87,8.27
P0002593,S00139,Electronics,Computers,196.71,152.57,8.2
P0002594,S00140,Home,Kitchen,42.55,27.96,11.12
P0002595,S00140,Home,Storage,96.73,67.07,9.01
P0002596,S00140,Grocery,Household,14.74,12.45,2.91
P0002597,S00140,Grocery,Pantry,15.58,13.02,2.96
P0002598,S00140,Home,Storage,87.65,64.92,8.86
P0002599,S00140,Home,Decor,76.06,62.04,10.93
P0002600,S00140,Home,Decor,162.49,105.17,8.8
P0002601,S00140,Home,Kitchen,56.64,38.54,7.85
P0002602,S00140,Home,Furniture,127.49,89.96,9.34
P0002603,S00140,Home,Storage,88.2,54.6,7.53
P0002604,S00140,Home,Furniture,81.91,59.92,8.45
P0002605,S00140,Home,Kitchen,63.83,40.69,7.66
P0002606,S00140,Home,Furniture,171.24,121.46,8.12
P0002607,S00140,Sports,Outdoor,86.38,54.3,6.82
P0002608,S00140,Home,Furniture,48.86,35.05,7.59
P0002609,S00140,Home,Decor,61.89,42.33,8.29
P0002610,S00140,Home,Storage,111.27,73.41,10.98
P0002611,S00140,Home,Decor,99.15,65.7,7.87
P0002612,S00140,Home,Storage,68.68,45.11,7.3
P0002613,S00140,Home,Kitchen,81.44,58.33,7.62
P0002614,S00140,Digital Goods,Subscriptions,45.91,20.41,0.72
P0002615,S00140,Home,Kitchen,66.54,47.66,11.29
P0002616,S00140,Home,Storage,122.65,77.47,9.6
P0002617,S00141,Electronics,Phones,314.64,211.08,6.29
P0002618,S00141,Electronics,Phones,275.39,205.28,8.62
P0002619,S00141,Digital Goods,Courses,38.4,14.21,0.82
P0002620,S00141,Electronics,Audio,344.13,249.14,9.47
P0002621,S00141,Electronics,Audio,116.4,74.3,6.54
P0002622,S00141,Home,Decor,156.66,90.49,7.36
P0002623,S00141,Electronics,Accessories,181.5,142.02,7.52
P0002624,S00141,Electronics,Audio,243.81,167.47,9.09
P0002625,S00141,Electronics,Audio,603.07,425.08,8.47
P0002626,S00141,Electronics,Computers,288.4,189.25,8.1
P0002627,S00141,Beauty,Wellness,23.84,11.39,3.24
P0002628,S00141,Electronics,Computers,111.71,80.58,8.97
P0002629,S00141,Electronics,Phones,212.72,152.34,7.34
P0002630,S00141,Electronics,Phones,220.32,170.47,8.2
P0002631,S00141,Electronics,Audio,78.52,51.21,9.54
P0002632,S00141,Electronics,Accessories,369.14,288.88,7.14
P0002633,S00141,Electronics,Audio,317.69,233.48,6.61
P0002634,S00141,Electronics,Computers,338.9,221.66,7.09
P0002635,S00141,Electronics,Computers,124.8,93.06,8.07
P0002636,S00141,Beauty,Makeup,34.52,17.53,2.57
P0002637,S00142,Digital Goods,Subscriptions,29.15,10.79,0.66
P0002638,S00142,Digital Goods,Gaming,123.84,45.82,0.75
P0002639,S00142,Digital Goods,Courses,69.86,27.09,0.95
P0002640,S00142,Digital Goods,Subscriptions,43.96,16.27,0.7
P0002641,S00142,Digital Goods,Courses,128.81,47.66,0.93
P0002642,S00142,Digital Goods,Software,77.92,32.74,0.91
P0002643,S00143,Fashion,Men,66.09,31.38,4.73
P0002644,S00143,Fashion,Men,37.16,17.37,3.5
P0002645,S00143,Fashion,Women,33.1,14.16,4.51
P0002646,S00143,Fashion,Accessories,41.73,17.34,3.74
P0002647,S00144,Electronics,Audio,149.68,107.92,8.2
P0002648,S00144,Toys,STEM,60.41,33.72,4.25
P0002649,S00144,Electronics,Accessories,199.1,129.6,7.14
P0002650,S00144,Electronics,Computers,297.33,208.17,8.18
P0002651,S00144,Electronics,Audio,374.48,242.19,8.24
P0002652,S00144,Sports,Cycling,52.56,33.31,7.18
P0002653,S00144,Electronics,Accessories,89.13,66.35,8.22
P0002654,S00144,Digital Goods,Subscriptions,101.81,39.42,0.71
P0002655,S00144,Electronics,Phones,376.52,282.49,8.99
P0002656,S00144,Electronics,Computers,197.44,152.16,8.15
P0002657,S00144,Electronics,Computers,427.61,251.52,8.39
P0002658,S00144,Electronics,Phones,295.68,187.72,6.56
P0002659,S00144,Electronics,Accessories,220.69,175.73,6.6
P0002660,S00144,Electronics,Accessories,168.79,117.98,6.26
P0002661,S00144,Home,Kitchen,112.2,65.06,9.21
P0002662,S00144,Sports,Cycling,66.14,36.78,5.94
P0002663,S00144,Electronics,Phones,429.94,331.58,6.3
P0002664,S00145,Grocery,Snacks,40.19,26.93,2.78
P0002665,S00145,Grocery,Beverages,25.68,16.67,3.06
P0002666,S00145,Grocery,Household,28.49,20.57,2.28
P0002667,S00145,Grocery,Snacks,29.03,18.73,3.14
P0002668,S00145,Grocery,Pantry,17.94,12.37,2.62
P0002669,S00145,Grocery,Pantry,24.6,17.11,3.22
P0002670,S00145,Grocery,Snacks,13.36,7.46,2.99
P0002671,S00145,Sports,Cycling,57.0,32.94,7.3
P0002672,S00145,Grocery,Snacks,18.84,12.99,3.5
P0002673,S00145,Grocery,Beverages,36.04,23.99,2.6
P0002674,S00145,Grocery,Beverages,25.3,16.49,3.18
P0002675,S00145,Grocery,Household,22.5,14.24,2.3
P0002676,S00145,Grocery,Snacks,22.54,15.63,2.81
P0002677,S00145,Grocery,Beverages,16.71,10.49,3.1
P0002678,S00145,Grocery,Beverages,13.18,9.24,3.33
P0002679,S00145,Grocery,Pantry,33.21,24.51,2.81
P0002680,S00145,Grocery,Household,20.17,14.08,2.28
P0002681,S00145,Grocery,Snacks,26.19,17.96,2.57
P0002682,S00145,Grocery,Snacks,24.61,15.49,2.63
P0002683,S00145,Grocery,Beverages,18.27,12.16,3.36
P0002684,S00145,Grocery,Beverages,21.84,13.45,3.14
P0002685,S00145,Grocery,Pantry,16.36,11.42,3.14
P0002686,S00145,Grocery,Pantry,17.01,11.75,2.43
P0002687,S00145,Grocery,Snacks,43.25,31.93,3.46
P0002688,S00145,Grocery,Pantry,18.39,12.17,2.95
