buyer_id,trailing_order_count,refund_frequency,dispute_frequency,chargeback_frequency,average_order_value,promo_usage_rate,abnormal_behavior_flags,order_risk_proxy
B001862,6,0.16666666666666666,0.2222222222222222,0.019230769230769232,207.47333333333336,0.3333333333333333,high_dispute_frequency,17.05128205128205
B001863,21,0.18181818181818182,0.09090909090909091,0.06097560975609756,141.34333333333333,0.38095238095238093,high_velocity_high_risk,20.02903600464576
B001864,10,0.09090909090909091,0.09090909090909091,0.016666666666666666,227.377,0.5,none,16.696969696969695
B001865,5,0.058823529411764705,0.058823529411764705,0.02,339.948,0.2,none,6.517647058823529
B001866,29,0.17073170731707318,0.14634146341463414,0.05102040816326531,116.64620689655172,0.3103448275862069,high_velocity_high_risk,20.343368634249327
B001867,9,0.09523809523809523,0.14285714285714285,0.017241379310344827,382.79555555555555,0.2222222222222222,none,10.662287903667215
B001868,9,0.09523809523809523,0.09523809523809523,0.017241379310344827,122.9311111111111,0.4444444444444444,none,11.455938697318008
B001869,6,0.05555555555555555,0.05555555555555555,0.019230769230769232,108.56333333333333,0.0,none,4.273504273504273
B001870,9,0.14285714285714285,0.19047619047619047,0.017241379310344827,158.71333333333334,0.4444444444444444,high_dispute_frequency,16.21784345922277
B001871,10,0.09090909090909091,0.09090909090909091,0.016666666666666666,94.185,0.3,none,14.696969696969697
B001872,8,0.1,0.05,0.017857142857142856,147.92624999999998,0.25,none,8.357142857142858
B001873,9,0.047619047619047616,0.09523809523809523,0.017241379310344827,125.81555555555558,0.2222222222222222,none,7.32895457033388
B001874,6,0.16666666666666666,0.16666666666666666,0.019230769230769232,180.28,0.16666666666666666,none,13.717948717948719
B001875,12,0.041666666666666664,0.041666666666666664,0.046875,180.48166666666665,0.08333333333333333,none,9.6875
B001876,7,0.05263157894736842,0.05263157894736842,0.018518518518518517,264.74857142857144,0.14285714285714285,none,5.483152325257588
B001877,7,0.21052631578947367,0.10526315789473684,0.018518518518518517,53.95428571428572,0.7142857142857143,none,19.092174881648567
B001878,0,0.08333333333333333,0.08333333333333333,0.025,0.0,0.0,no_recent_activity,6.333333333333334
B001879,7,0.15789473684210525,0.05263157894736842,0.05555555555555555,305.8785714285714,0.14285714285714285,none,10.434419381787803
B001880,6,0.1111111111111111,0.05555555555555555,0.019230769230769232,69.715,0.3333333333333333,none,9.82905982905983
B001881,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,309.275,0.0,none,5.454545454545454
B001882,7,0.10526315789473684,0.10526315789473684,0.018518518518518517,180.07857142857142,0.5714285714285714,none,13.453077137287664
B001883,3,0.13333333333333333,0.13333333333333333,0.021739130434782608,153.02666666666667,0.3333333333333333,none,13.10144927536232
B001884,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,320.725,1.0,promo_dependence,15.454545454545453
B001885,3,0.13333333333333333,0.06666666666666667,0.021739130434782608,111.27,0.3333333333333333,none,11.101449275362318
B001886,17,0.1724137931034483,0.034482758620689655,0.04054054054054054,241.11529411764707,0.47058823529411764,none,18.44772764651061
B001887,4,0.125,0.125,0.020833333333333332,34.165,0.0,none,9.166666666666666
B001888,16,0.14285714285714285,0.14285714285714285,0.06944444444444445,206.354375,0.375,none,20.138888888888893
B001889,5,0.11764705882352941,0.11764705882352941,0.02,163.882,0.2,none,10.63529411764706
B001890,4,0.0625,0.1875,0.020833333333333332,198.1375,0.0,high_dispute_frequency,8.541666666666666
B001891,7,0.10526315789473684,0.15789473684210525,0.05555555555555555,209.55857142857144,0.2857142857142857,none,12.9156223893066
B001892,10,0.22727272727272727,0.18181818181818182,0.016666666666666666,106.29400000000001,0.2,high_dispute_frequency,21.878787878787875
B001893,4,0.125,0.125,0.020833333333333332,79.81,0.5,none,14.166666666666666
B001894,5,0.058823529411764705,0.058823529411764705,0.02,155.582,0.4,none,8.51764705882353
B001895,3,0.06666666666666667,0.06666666666666667,0.021739130434782608,265.6266666666666,0.3333333333333333,none,8.434782608695652
B001896,9,0.2857142857142857,0.09523809523809523,0.017241379310344827,243.51444444444445,0.5555555555555556,high_refund_frequency,20.18609742747674
B001897,5,0.11764705882352941,0.17647058823529413,0.1,82.708,0.4,high_chargeback_frequency,16.000000000000004
B001898,8,0.1,0.1,0.017857142857142856,186.82375,0.375,none,11.107142857142858
B001899,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,58.019999999999996,0.5,none,10.454545454545455
B001900,2,0.07142857142857142,0.14285714285714285,0.022727272727272728,265.34000000000003,0.0,none,7.597402597402597
B001901,8,0.2,0.15,0.017857142857142856,188.7975,0.375,none,16.607142857142858
B001902,8,0.15,0.05,0.017857142857142856,248.7475,0.25,none,10.357142857142856
B001903,8,0.1,0.1,0.017857142857142856,201.18125,0.25,none,9.85714285714286
B001904,8,0.2,0.1,0.017857142857142856,171.85875000000001,0.25,none,13.85714285714286
B001905,4,0.0625,0.1875,0.020833333333333332,283.2325,0.0,high_dispute_frequency,8.541666666666666
B001906,4,0.1875,0.0625,0.020833333333333332,223.34499999999997,0.5,none,14.79166666666667
B001907,12,0.08333333333333333,0.041666666666666664,0.015625,155.4575,0.16666666666666666,none,11.5625
B001908,4,0.125,0.125,0.0625,53.3425,0.5,none,15.0
B001909,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,48.98,0.0,none,5.86080586080586
B001910,5,0.17647058823529413,0.058823529411764705,0.02,216.55,0.6,none,15.223529411764709
B001911,13,0.36,0.28,0.015151515151515152,185.59615384615384,0.15384615384615385,high_refund_frequency|high_dispute_frequency,29.64149184149184
B001912,12,0.08333333333333333,0.08333333333333333,0.109375,218.83666666666667,0.25,high_chargeback_frequency,15.520833333333336
B001913,1,0.15384615384615385,0.07692307692307693,0.023809523809523808,110.21,0.0,none,8.937728937728938
B001914,5,0.058823529411764705,0.11764705882352941,0.02,293.236,0.4,none,10.282352941176471
B001915,14,0.19230769230769232,0.11538461538461539,0.07352941176470588,152.05857142857144,0.07142857142857142,none,18.338720103425985
B001916,16,0.14285714285714285,0.21428571428571427,0.013888888888888888,102.059375,0.1875,high_dispute_frequency,19.295634920634917
B001917,11,0.08695652173913043,0.13043478260869565,0.04838709677419355,199.71818181818182,0.6363636363636364,none,19.722682646946325
B001918,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,424.19,0.0,none,5.454545454545454
B001919,6,0.05555555555555555,0.1111111111111111,0.019230769230769232,188.88166666666666,0.0,none,5.9401709401709395
B001920,5,0.11764705882352941,0.058823529411764705,0.06,225.446,0.6,none,13.670588235294117
B001921,11,0.17391304347826086,0.08695652173913043,0.016129032258064516,135.90363636363637,0.36363636363636365,none,18.524161672829273
B001922,4,0.0625,0.0625,0.020833333333333332,68.0275,0.5,none,9.791666666666666
B001923,11,0.17391304347826086,0.043478260869565216,0.016129032258064516,121.0990909090909,0.36363636363636365,none,17.21981384674232
B001924,15,0.14814814814814814,0.037037037037037035,0.014285714285714285,160.66866666666667,0.4,none,16.322751322751323
B001925,15,0.14814814814814814,0.2222222222222222,0.07142857142857142,132.23466666666667,0.4,high_dispute_frequency,23.021164021164022
B001926,8,0.1,0.1,0.05357142857142857,69.195,0.25,none,10.571428571428573
B001927,3,0.13333333333333333,0.06666666666666667,0.021739130434782608,266.94666666666666,0.3333333333333333,none,11.101449275362318
B001928,9,0.09523809523809523,0.14285714285714285,0.017241379310344827,106.61,0.5555555555555556,none,13.995621237000547
B001929,4,0.125,0.1875,0.020833333333333332,354.09250000000003,0.25,high_dispute_frequency,13.541666666666666
B001930,3,0.13333333333333333,0.06666666666666667,0.021739130434782608,201.10666666666668,0.0,none,7.768115942028986
B001931,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,96.67999999999999,0.0,none,5.454545454545454
B001932,9,0.14285714285714285,0.09523809523809523,0.017241379310344827,249.97555555555553,0.3333333333333333,none,12.249589490968802
B001933,20,0.15625,0.03125,0.0125,321.0945,0.3,none,15.4375
B001934,3,0.06666666666666667,0.13333333333333333,0.021739130434782608,91.69666666666666,0.0,none,7.101449275362319
B001935,16,0.10714285714285714,0.10714285714285714,0.041666666666666664,263.454375,0.375,none,17.083333333333336
B001936,9,0.14285714285714285,0.047619047619047616,0.017241379310344827,234.3011111111111,0.3333333333333333,none,10.821018062397373
B001937,6,0.1111111111111111,0.05555555555555555,0.019230769230769232,101.24000000000001,0.16666666666666666,none,8.162393162393162
B001938,11,0.13043478260869565,0.043478260869565216,0.04838709677419355,132.83636363636364,0.5454545454545454,none,17.944026520464107
B001939,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,142.26,0.0,none,5.86080586080586
B001940,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,2464.08,0.0,none,5.86080586080586
B001941,7,0.10526315789473684,0.15789473684210525,0.018518518518518517,163.84857142857143,0.42857142857142855,none,13.60345307713729
B001942,4,0.0625,0.0625,0.0625,158.7625,0.25,none,8.124999999999998
B001943,4,0.1875,0.0625,0.020833333333333332,304.95,0.25,none,12.291666666666668
B001944,15,0.037037037037037035,0.14814814814814814,0.04285714285714286,175.7086666666667,0.26666666666666666,none,14.44973544973545
B001945,18,0.13333333333333333,0.13333333333333333,0.013157894736842105,211.73944444444444,0.16666666666666666,none,16.263157894736842
B001946,12,0.16666666666666666,0.125,0.015625,132.005,0.25,none,18.229166666666664
B001947,4,0.0625,0.125,0.020833333333333332,166.72,0.25,none,9.166666666666668
B001948,6,0.1111111111111111,0.05555555555555555,0.019230769230769232,180.65666666666667,0.3333333333333333,none,9.82905982905983
B001949,3,0.13333333333333333,0.13333333333333333,0.021739130434782608,72.4,0.0,none,9.768115942028986
B001950,6,0.2222222222222222,0.05555555555555555,0.019230769230769232,283.215,0.3333333333333333,none,14.273504273504273
B001951,5,0.058823529411764705,0.058823529411764705,0.02,288.008,0.0,none,4.517647058823529
B001952,6,0.1111111111111111,0.1111111111111111,0.019230769230769232,225.5616666666667,0.6666666666666666,none,14.82905982905983
B001953,5,0.17647058823529413,0.17647058823529413,0.02,244.41199999999998,0.2,none,14.752941176470591
B001954,3,0.13333333333333333,0.06666666666666667,0.021739130434782608,88.32333333333334,0.0,none,7.768115942028986
B001955,6,0.05555555555555555,0.1111111111111111,0.019230769230769232,107.95666666666666,0.16666666666666666,none,7.6068376068376065
B001956,5,0.11764705882352941,0.17647058823529413,0.06,251.552,0.4,none,15.200000000000003
B001957,10,0.13636363636363635,0.09090909090909091,0.016666666666666666,245.321,0.2,none,15.515151515151516
B001958,2,0.07142857142857142,0.14285714285714285,0.022727272727272728,133.82999999999998,0.0,none,7.597402597402597
B001959,6,0.1111111111111111,0.05555555555555555,0.057692307692307696,139.97833333333332,0.16666666666666666,none,8.931623931623932
B001960,0,0.08333333333333333,0.08333333333333333,0.025,0.0,0.0,no_recent_activity,6.333333333333334
B001961,10,0.13636363636363635,0.09090909090909091,0.016666666666666666,137.452,0.2,none,15.515151515151516
B001962,18,0.16666666666666666,0.2,0.013157894736842105,105.56055555555557,0.3888888888888889,high_dispute_frequency,21.818713450292396
B001963,12,0.08333333333333333,0.08333333333333333,0.046875,182.11833333333334,0.4166666666666667,none,15.937500000000002
B001964,14,0.11538461538461539,0.11538461538461539,0.04411764705882353,145.76500000000001,0.2857142857142857,none,16.816418875242405
B001965,27,0.1282051282051282,0.1282051282051282,0.010638297872340425,190.4348148148148,0.2962962962962963,high_velocity_high_risk,17.150087894768745
B001966,7,0.10526315789473684,0.10526315789473684,0.018518518518518517,137.73142857142858,0.2857142857142857,none,10.595934280144807
B001967,15,0.14814814814814814,0.1111111111111111,0.07142857142857142,273.7566666666667,0.2,none,17.687830687830687
B001968,0,0.08333333333333333,0.08333333333333333,0.025,0.0,0.0,no_recent_activity,6.333333333333334
B001969,5,0.11764705882352941,0.058823529411764705,0.02,362.03599999999994,0.6,none,12.870588235294116
B001970,8,0.25,0.05,0.017857142857142856,122.99875,0.25,none,14.357142857142858
B001971,5,0.17647058823529413,0.058823529411764705,0.02,131.404,0.0,none,9.223529411764709
B001972,25,0.16216216216216217,0.21621621621621623,0.12222222222222222,142.75279999999998,0.48,high_dispute_frequency|high_chargeback_frequency|high_velocity_high_risk,25.217417417417415
B001973,6,0.1111111111111111,0.05555555555555555,0.019230769230769232,282.06333333333333,0.3333333333333333,none,9.82905982905983
B001974,2,0.14285714285714285,0.07142857142857142,0.022727272727272728,53.905,0.0,none,8.311688311688311
B001975,10,0.09090909090909091,0.045454545454545456,0.05,353.27799999999996,0.1,none,12.0
B001976,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,137.88,0.5,none,10.454545454545455
B001977,7,0.10526315789473684,0.15789473684210525,0.018518518518518517,198.69285714285712,0.0,none,9.317738791423002
B001978,10,0.13636363636363635,0.13636363636363635,0.05,148.095,0.3,none,18.545454545454543
B001979,0,0.08333333333333333,0.08333333333333333,0.025,0.0,0.0,no_recent_activity,6.333333333333334
B001980,8,0.05,0.15,0.05357142857142857,189.20125,0.25,none,10.071428571428573
B001981,13,0.08,0.16,0.015151515151515152,174.2176923076923,0.3076923076923077,none,16.37995337995338
B001982,11,0.043478260869565216,0.043478260869565216,0.016129032258064516,206.1681818181818,0.2727272727272727,none,11.093331633303581
B001983,9,0.14285714285714285,0.14285714285714285,0.017241379310344827,247.10333333333332,0.2222222222222222,none,12.567049808429118
B001984,0,0.08333333333333333,0.08333333333333333,0.025,0.0,0.0,no_recent_activity,6.333333333333334
B001985,9,0.09523809523809523,0.14285714285714285,0.05172413793103448,150.0288888888889,0.3333333333333333,none,12.463054187192116
B001986,5,0.058823529411764705,0.11764705882352941,0.02,147.94400000000002,0.4,none,10.282352941176471
B001987,10,0.09090909090909091,0.09090909090909091,0.05,195.56199999999998,0.6,none,18.363636363636363
B001988,7,0.05263157894736842,0.10526315789473684,0.018518518518518517,259.67857142857144,0.5714285714285714,none,11.347813979392926
B001989,17,0.20689655172413793,0.10344827586206896,0.04054054054054054,178.40470588235294,0.5294117647058824,none,22.48423880269722
B001990,11,0.043478260869565216,0.21739130434782608,0.016129032258064516,138.5490909090909,0.36363636363636365,high_dispute_frequency,17.21981384674232
B001991,3,0.06666666666666667,0.06666666666666667,0.021739130434782608,307.00333333333333,0.0,none,5.101449275362319
B001992,9,0.09523809523809523,0.14285714285714285,0.017241379310344827,105.4088888888889,0.4444444444444444,none,12.884510125889436
B001993,7,0.10526315789473684,0.05263157894736842,0.018518518518518517,300.03000000000003,0.42857142857142855,none,10.445558340295182
B001994,8,0.2,0.15,0.017857142857142856,94.25125,0.375,none,16.607142857142858
B001995,10,0.18181818181818182,0.09090909090909091,0.016666666666666666,68.033,0.2,none,17.333333333333336
B001996,26,0.13157894736842105,0.18421052631578946,0.05434782608695652,200.71115384615385,0.23076923076923078,high_dispute_frequency|high_velocity_high_risk,19.184122513641967
B001997,12,0.16666666666666666,0.041666666666666664,0.046875,155.17499999999998,0.4166666666666667,none,18.020833333333332
B001998,7,0.10526315789473684,0.10526315789473684,0.018518518518518517,190.02428571428572,0.2857142857142857,none,10.595934280144807
B001999,14,0.15384615384615385,0.19230769230769232,0.04411764705882353,153.89785714285713,0.5,high_dispute_frequency,22.805429864253398
B002000,6,0.1111111111111111,0.1111111111111111,0.057692307692307696,341.43,0.3333333333333333,none,12.264957264957266
B002001,24,0.19444444444444445,0.19444444444444445,0.07954545454545454,199.26375,0.5416666666666666,high_dispute_frequency|high_velocity_high_risk,25.61868686868687
B002002,8,0.15,0.1,0.05357142857142857,149.9325,0.5,none,15.071428571428571
B002003,2,0.07142857142857142,0.07142857142857142,0.06818181818181818,138.955,0.5,none,11.363636363636363
B002004,16,0.10714285714285714,0.07142857142857142,0.013888888888888888,229.6175,0.1875,none,13.581349206349206
B002005,0,0.08333333333333333,0.08333333333333333,0.025,0.0,0.0,no_recent_activity,6.333333333333334
B002006,14,0.23076923076923078,0.15384615384615385,0.04411764705882353,102.545,0.2857142857142857,none,22.585649644473175
B002007,3,0.13333333333333333,0.06666666666666667,0.021739130434782608,88.31666666666666,0.6666666666666666,none,14.43478260869565
B002008,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,67.94,0.0,none,5.86080586080586
B002009,6,0.1111111111111111,0.16666666666666666,0.019230769230769232,149.17499999999998,0.0,none,9.82905982905983
B002010,9,0.14285714285714285,0.09523809523809523,0.017241379310344827,148.5622222222222,0.3333333333333333,none,12.249589490968802
B002011,7,0.10526315789473684,0.15789473684210525,0.05555555555555555,176.14857142857142,0.14285714285714285,none,11.487050960735171
B002012,4,0.1875,0.0625,0.020833333333333332,167.4725,0.75,none,17.291666666666668
B002013,10,0.13636363636363635,0.18181818181818182,0.08333333333333333,92.622,0.2,high_dispute_frequency|high_chargeback_frequency,19.575757575757574
B002014,4,0.0625,0.25,0.020833333333333332,108.1975,0.5,high_dispute_frequency,15.416666666666668
B002015,6,0.05555555555555555,0.05555555555555555,0.057692307692307696,328.0133333333333,0.16666666666666666,none,6.7094017094017095
B002016,0,0.08333333333333333,0.08333333333333333,0.025,0.0,0.0,no_recent_activity,6.333333333333334
B002017,14,0.07692307692307693,0.15384615384615385,0.07352941176470588,189.41071428571428,0.2857142857142857,none,17.020038784744667
B002018,12,0.08333333333333333,0.16666666666666666,0.078125,194.21083333333334,0.16666666666666666,none,16.5625
B002019,3,0.06666666666666667,0.13333333333333333,0.021739130434782608,189.24,0.3333333333333333,none,10.434782608695652
B002020,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,386.165,0.0,none,5.454545454545454
B002021,4,0.0625,0.0625,0.020833333333333332,115.8225,1.0,promo_dependence,14.791666666666666
B002022,11,0.13043478260869565,0.17391304347826086,0.016129032258064516,77.16727272727273,0.2727272727272727,none,18.48463598112967
B002023,0,0.08333333333333333,0.08333333333333333,0.025,0.0,0.0,no_recent_activity,6.333333333333334
B002024,0,0.08333333333333333,0.08333333333333333,0.025,0.0,0.0,no_recent_activity,6.333333333333334
B002025,2,0.07142857142857142,0.07142857142857142,0.06818181818181818,191.555,0.5,none,11.363636363636363
B002026,11,0.08695652173913043,0.17391304347826086,0.016129032258064516,257.75272727272727,0.18181818181818182,none,15.836414637256151
B002027,4,0.125,0.125,0.020833333333333332,100.80250000000001,0.25,none,11.666666666666666
B002028,6,0.1111111111111111,0.1111111111111111,0.019230769230769232,276.75,0.5,none,13.162393162393164
B002029,13,0.16,0.16,0.015151515151515152,223.90461538461537,0.23076923076923078,none,18.810722610722614
B002030,6,0.1111111111111111,0.05555555555555555,0.09615384615384616,308.4983333333334,0.3333333333333333,high_chargeback_frequency,11.367521367521368
B002031,1,0.15384615384615385,0.07692307692307693,0.023809523809523808,207.12,0.0,none,8.937728937728938
B002032,19,0.22580645161290322,0.12903225806451613,0.0641025641025641,115.02684210526317,0.15789473684210525,none,20.764224456923948
B002033,10,0.2727272727272727,0.13636363636363635,0.016666666666666666,56.975,0.3,high_refund_frequency,23.333333333333332
B002034,7,0.10526315789473684,0.05263157894736842,0.018518518518518517,188.65285714285713,0.7142857142857143,none,13.302701197438042
B002035,7,0.21052631578947367,0.15789473684210525,0.018518518518518517,232.57285714285715,0.14285714285714285,none,14.956836535783905
B002036,6,0.16666666666666666,0.1111111111111111,0.019230769230769232,214.94500000000002,0.0,none,10.384615384615385
B002037,6,0.05555555555555555,0.05555555555555555,0.019230769230769232,266.69166666666666,0.3333333333333333,none,7.606837606837607
B002038,11,0.043478260869565216,0.13043478260869565,0.04838709677419355,171.5290909090909,0.36363636363636365,none,15.256279484890985
B002039,1,0.15384615384615385,0.07692307692307693,0.023809523809523808,63.78,1.0,promo_dependence,18.937728937728938
B002040,3,0.06666666666666667,0.06666666666666667,0.021739130434782608,75.0,0.3333333333333333,none,8.434782608695652
B002041,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,243.70999999999998,0.0,none,5.454545454545454
B002042,15,0.14814814814814814,0.18518518518518517,0.014285714285714285,194.826,0.2,high_dispute_frequency,18.767195767195766
B002043,10,0.13636363636363635,0.045454545454545456,0.016666666666666666,206.52200000000002,0.5,none,17.15151515151515
B002044,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,538.84,1.0,promo_dependence,15.86080586080586
B002045,2,0.14285714285714285,0.07142857142857142,0.022727272727272728,183.515,0.0,none,8.311688311688311
B002046,5,0.11764705882352941,0.058823529411764705,0.02,327.522,0.2,none,8.870588235294118
B002047,2,0.14285714285714285,0.07142857142857142,0.022727272727272728,221.04999999999998,1.0,promo_dependence,18.31168831168831
B002048,1,0.07692307692307693,0.15384615384615385,0.023809523809523808,93.72,0.0,none,8.168498168498168
B002049,9,0.047619047619047616,0.14285714285714285,0.017241379310344827,86.74777777777778,0.3333333333333333,none,9.86863711001642
B002050,7,0.10526315789473684,0.05263157894736842,0.05555555555555555,273.96285714285716,0.2857142857142857,none,9.757727652464494
B002051,6,0.05555555555555555,0.1111111111111111,0.057692307692307696,126.85333333333334,0.3333333333333333,none,10.042735042735043
B002052,6,0.05555555555555555,0.1111111111111111,0.019230769230769232,91.51666666666667,0.16666666666666666,none,7.6068376068376065
B002053,10,0.13636363636363635,0.09090909090909091,0.05,162.155,0.1,none,15.181818181818183
B002054,3,0.06666666666666667,0.13333333333333333,0.021739130434782608,33.58,0.3333333333333333,none,10.434782608695652
B002055,5,0.11764705882352941,0.058823529411764705,0.02,63.44,0.2,none,8.870588235294118
B002056,8,0.2,0.1,0.017857142857142856,243.0925,0.125,none,12.607142857142858
B002057,12,0.16666666666666666,0.125,0.046875,211.55999999999997,0.16666666666666666,none,18.020833333333332
B002058,24,0.1111111111111111,0.1111111111111111,0.03409090909090909,119.44749999999999,0.2916666666666667,none,16.37626262626263
B002059,14,0.11538461538461539,0.11538461538461539,0.04411764705882353,142.65642857142856,0.21428571428571427,none,16.10213316095669
B002060,7,0.05263157894736842,0.05263157894736842,0.018518518518518517,157.16,0.14285714285714285,none,5.483152325257588
B002061,18,0.13333333333333333,0.13333333333333333,0.013157894736842105,278.6383333333333,0.3333333333333333,none,17.929824561403507
B002062,3,0.06666666666666667,0.06666666666666667,0.021739130434782608,140.04666666666665,0.3333333333333333,none,8.434782608695652
B002063,3,0.06666666666666667,0.06666666666666667,0.021739130434782608,164.52,0.0,none,5.101449275362319
B002064,7,0.05263157894736842,0.10526315789473684,0.018518518518518517,156.4742857142857,0.14285714285714285,none,7.062099693678641
B002065,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,84.43,0.0,none,5.86080586080586
B002066,4,0.1875,0.0625,0.020833333333333332,570.72,0.25,none,12.291666666666668
B002067,3,0.13333333333333333,0.13333333333333333,0.06521739130434782,255.77666666666664,0.6666666666666666,none,17.304347826086957
B002068,6,0.1111111111111111,0.16666666666666666,0.019230769230769232,209.55666666666664,0.16666666666666666,none,11.495726495726496
B002069,3,0.06666666666666667,0.06666666666666667,0.021739130434782608,74.07000000000001,0.3333333333333333,none,8.434782608695652
B002070,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,43.93,0.0,none,5.86080586080586
B002071,5,0.11764705882352941,0.11764705882352941,0.02,295.842,0.2,none,10.63529411764706
B002072,6,0.05555555555555555,0.05555555555555555,0.019230769230769232,224.77166666666668,0.16666666666666666,none,5.9401709401709395
B002073,0,0.08333333333333333,0.08333333333333333,0.025,0.0,0.0,no_recent_activity,6.333333333333334
B002074,11,0.08695652173913043,0.043478260869565216,0.016129032258064516,111.89636363636365,0.2727272727272727,none,12.832462068086192
B002075,6,0.16666666666666666,0.05555555555555555,0.019230769230769232,211.70833333333334,0.16666666666666666,none,10.384615384615383
B002076,8,0.15,0.1,0.017857142857142856,206.71875,0.125,none,10.607142857142856
B002077,2,0.14285714285714285,0.07142857142857142,0.022727272727272728,105.6,0.5,none,13.311688311688313
B002078,9,0.14285714285714285,0.14285714285714285,0.017241379310344827,197.2688888888889,0.4444444444444444,none,14.78927203065134
B002079,18,0.16666666666666666,0.13333333333333333,0.013157894736842105,134.9738888888889,0.7777777777777778,promo_dependence,23.707602339181285
B002080,10,0.2727272727272727,0.09090909090909091,0.05,146.456,0.2,high_refund_frequency,21.636363636363637
B002081,19,0.1935483870967742,0.12903225806451613,0.01282051282051282,174.49526315789473,0.21052631578947367,none,18.974576640111444
B002082,13,0.28,0.08,0.045454545454545456,155.3323076923077,0.15384615384615385,high_refund_frequency,21.047552447552448
B002083,8,0.25,0.15,0.017857142857142856,108.25875,0.5,none,19.857142857142858
B002084,18,0.2,0.13333333333333333,0.013157894736842105,105.84111111111112,0.2222222222222222,none,19.485380116959064
B002085,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,218.79500000000002,0.5,none,10.454545454545455
B002086,15,0.2222222222222222,0.07407407407407407,0.04285714285714286,161.84666666666666,0.2,none,18.96825396825397
B002087,5,0.058823529411764705,0.058823529411764705,0.1,218.33199999999997,0.2,high_chargeback_frequency,8.117647058823529
B002088,10,0.045454545454545456,0.13636363636363635,0.05,149.924,0.2,none,13.90909090909091
B002089,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,113.32,1.0,promo_dependence,15.86080586080586
B002090,1,0.15384615384615385,0.07692307692307693,0.023809523809523808,2214.09,0.0,none,8.937728937728938
B002091,4,0.1875,0.1875,0.020833333333333332,390.6875,0.5,high_dispute_frequency,18.541666666666668
B002092,12,0.125,0.08333333333333333,0.078125,257.34583333333336,0.08333333333333333,none,14.895833333333332
B002093,4,0.0625,0.125,0.020833333333333332,98.6725,0.25,none,9.166666666666668
B002094,3,0.13333333333333333,0.13333333333333333,0.021739130434782608,196.30666666666664,0.3333333333333333,none,13.10144927536232
B002095,2,0.14285714285714285,0.14285714285714285,0.022727272727272728,172.32999999999998,0.0,none,10.454545454545453
B002096,3,0.13333333333333333,0.06666666666666667,0.021739130434782608,394.2833333333333,0.6666666666666666,none,14.43478260869565
B002097,10,0.13636363636363635,0.09090909090909091,0.016666666666666666,191.48499999999999,0.2,none,15.515151515151516
B002098,1,0.07692307692307693,0.07692307692307693,0.023809523809523808,164.4,0.0,none,5.86080586080586
B002099,6,0.1111111111111111,0.05555555555555555,0.019230769230769232,195.59333333333333,0.16666666666666666,none,8.162393162393162
B002100,16,0.14285714285714285,0.14285714285714285,0.041666666666666664,170.111875,0.375,none,19.583333333333332
B002101,16,0.10714285714285714,0.07142857142857142,0.041666666666666664,248.535,0.375,none,16.01190476190476
B002102,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,48.3,0.0,none,5.454545454545454
B002103,6,0.16666666666666666,0.1111111111111111,0.019230769230769232,156.52666666666667,0.16666666666666666,none,12.051282051282051
B002104,12,0.125,0.08333333333333333,0.015625,169.4275,0.4166666666666667,none,16.979166666666668
B002105,2,0.14285714285714285,0.14285714285714285,0.022727272727272728,567.985,0.5,none,15.454545454545453
B002106,6,0.1111111111111111,0.16666666666666666,0.057692307692307696,159.80166666666665,0.3333333333333333,none,13.931623931623932
B002107,3,0.06666666666666667,0.13333333333333333,0.021739130434782608,501.36666666666673,0.6666666666666666,none,13.768115942028986
B002108,2,0.07142857142857142,0.07142857142857142,0.022727272727272728,85.495,0.0,none,5.454545454545454
B002109,11,0.13043478260869565,0.21739130434782608,0.04838709677419355,138.30090909090907,0.2727272727272727,high_dispute_frequency,20.434145097539208
B002110,8,0.05,0.1,0.05357142857142857,153.07625000000002,0.5,none,11.071428571428573
B002111,3,0.13333333333333333,0.13333333333333333,0.021739130434782608,799.1033333333334,0.6666666666666666,none,16.434782608695652
B002112,9,0.14285714285714285,0.09523809523809523,0.017241379310344827,149.41111111111113,0.3333333333333333,none,12.249589490968802
B002113,8,0.15,0.1,0.017857142857142856,140.525,0.25,none,11.857142857142858
B002114,7,0.05263157894736842,0.05263157894736842,0.018518518518518517,93.72285714285714,0.2857142857142857,none,6.911723753829016
B002115,21,0.18181818181818182,0.09090909090909091,0.10975609756097561,193.8438095238095,0.3333333333333333,high_chargeback_frequency|high_velocity_high_risk,20.528455284552848
