entity_type,entity_id,priority_score,risk_tier,main_risk_driver,recommended_action,owner_team,sla_days,estimated_leakage_proxy,estimated_margin_proxy,gross_value,net_value,risk_adjusted_value,record_source,priority_rank,status,next_review_step
seller,S00097,54.45723538099067,Moderate,seller_quality,seller coaching required,Seller Operations,14,4645.08,-2624.25,16013.46,14666.96,14083.674620161919,seller_scorecard + order_profitability_features,130,open,assign owner and execute recommended action within SLA
seller,S00208,54.43198881934223,Moderate,seller_quality,seller coaching required,Seller Operations,14,17053.629999999997,-11450.039999999999,56235.07,51014.47,49507.67101841495,seller_scorecard + order_profitability_features,131,open,assign owner and execute recommended action within SLA
seller,S00138,54.42666197975463,Moderate,seller_quality,seller coaching required,Seller Operations,14,12952.27,-8054.01,40477.87,37409.18,35896.56793741734,seller_scorecard + order_profitability_features,132,open,assign owner and execute recommended action within SLA
seller,S00493,54.42034246747646,Moderate,seller_quality,seller coaching required,Seller Operations,14,4567.160000000001,-3069.67,13283.58,12465.02,11958.142142537035,seller_scorecard + order_profitability_features,133,open,assign owner and execute recommended action within SLA
seller,S00690,54.41956251492078,Moderate,seller_quality,seller coaching required,Seller Operations,14,7167.32,-4641.42,20694.66,19287.72,18626.94830290897,seller_scorecard + order_profitability_features,134,open,assign owner and execute recommended action within SLA
seller,S00261,54.35659723458195,Moderate,seller_quality,seller coaching required,Seller Operations,14,7850.62,-4856.27,26407.41,24410.29,23530.784397073017,seller_scorecard + order_profitability_features,135,open,assign owner and execute recommended action within SLA
seller,S00566,54.30654789844996,Moderate,seller_quality,seller coaching required,Seller Operations,14,10592.98,-5405.2,36401.68,34183.2,32772.71744361189,seller_scorecard + order_profitability_features,136,open,assign owner and execute recommended action within SLA
seller,S01193,54.26729963521922,Moderate,seller_quality,seller coaching required,Seller Operations,14,6979.23,-4680.280000000001,19909.39,18918.829999999998,18159.652535569905,seller_scorecard + order_profitability_features,137,open,assign owner and execute recommended action within SLA
seller,S00861,54.24540402217645,Moderate,concentration_risk,seller coaching required,Marketplace Governance,14,23816.11,-14548.5,70666.89,65631.05,63085.22259460239,seller_scorecard + order_profitability_features,138,open,assign owner and execute recommended action within SLA
seller,S00036,54.21357496217492,Moderate,seller_quality,seller coaching required,Seller Operations,14,2575.8399999999997,-1920.77,5710.68,5253.4800000000005,5012.536336705297,seller_scorecard + order_profitability_features,139,open,assign owner and execute recommended action within SLA
seller,S00124,54.197374653844264,Moderate,seller_quality,seller coaching required,Seller Operations,14,10115.589999999998,-6753.32,23573.61,22294.76,21367.080387176313,seller_scorecard + order_profitability_features,140,open,assign owner and execute recommended action within SLA
seller,S01014,54.186250198986826,Moderate,seller_quality,seller coaching required,Seller Operations,14,8231.02,-5493.32,23291.99,21507.39,20687.304752863645,seller_scorecard + order_profitability_features,141,open,assign owner and execute recommended action within SLA
seller,S00378,54.18565265958857,Moderate,seller_quality,seller coaching required,Seller Operations,14,15715.35,-8710.34,51443.78,47624.05,45655.03205833548,seller_scorecard + order_profitability_features,142,open,assign owner and execute recommended action within SLA
seller,S00420,54.12786196716172,Moderate,seller_quality,seller coaching required,Seller Operations,14,9048.65,-5170.3,34024.9,31226.08,30245.35108438586,seller_scorecard + order_profitability_features,143,open,assign owner and execute recommended action within SLA
seller,S00330,54.126712180977464,Moderate,seller_quality,seller coaching required,Seller Operations,14,5076.17,-2733.15,18039.19,16675.89,15995.35789969767,seller_scorecard + order_profitability_features,144,open,assign owner and execute recommended action within SLA
seller,S00272,54.01502840970296,Moderate,seller_quality,seller coaching required,Seller Operations,14,13555.619999999999,-8660.92,47412.13,43981.62,42637.83702740771,seller_scorecard + order_profitability_features,145,open,assign owner and execute recommended action within SLA
seller,S00908,54.00941339668178,Moderate,seller_quality,seller coaching required,Seller Operations,14,20293.120000000003,-10901.13,66933.04,62479.68,59992.185268086076,seller_scorecard + order_profitability_features,146,open,assign owner and execute recommended action within SLA
seller,S01183,53.965103408983865,Moderate,concentration_risk,seller coaching required,Marketplace Governance,14,34961.0,-20812.48,137752.69,128807.65,125196.95939472353,seller_scorecard + order_profitability_features,147,open,assign owner and execute recommended action within SLA
seller,S00224,53.91582087875789,Moderate,seller_quality,seller coaching required,Seller Operations,14,2771.56,-2000.7,7083.400000000001,6400.95,6158.852105512061,seller_scorecard + order_profitability_features,148,open,assign owner and execute recommended action within SLA
seller,S00362,53.9009403711592,Moderate,seller_quality,seller coaching required,Seller Operations,14,331.01,-256.95,635.27,565.0,541.575858695718,seller_scorecard + order_profitability_features,149,open,assign owner and execute recommended action within SLA
seller,S01066,53.894490719117115,Moderate,seller_quality,seller coaching required,Seller Operations,14,4906.820000000001,-3009.03,15041.13,13668.41,13107.146695905689,seller_scorecard + order_profitability_features,150,open,assign owner and execute recommended action within SLA
order,O00136848,82.1172128453309,Critical,payment_signal,escalate for manual review,Risk Operations,2,452.77,-414.97,457.15,452.77,436.56990056354994,order_risk_scores + order_profitability_features,151,open,assign owner and execute recommended action within SLA
order,O00006217,81.25257282597306,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,110.79,1096.67,1042.39,1002.5998953982204,order_risk_scores + order_profitability_features,152,open,assign owner and execute recommended action within SLA
order,O00091858,80.33483849322842,Critical,payment_signal,escalate for manual review,Risk Operations,2,372.39000000000004,-302.70000000000005,569.48,493.97,467.87805657794905,order_risk_scores + order_profitability_features,153,open,assign owner and execute recommended action within SLA
order,O00133790,80.08514148479131,Critical,payment_signal,escalate for manual review,Risk Operations,2,84.16,-17.429999999999993,649.14,552.44,527.4600749670756,order_risk_scores + order_profitability_features,154,open,assign owner and execute recommended action within SLA
order,O00143428,79.91932763363772,Critical,payment_signal,escalate for manual review,Risk Operations,2,49.16,-4.649999999999999,382.77,315.23,298.76669193966484,order_risk_scores + order_profitability_features,155,open,assign owner and execute recommended action within SLA
order,O00050974,79.51025795023561,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,95.58,1184.71,1144.71,1104.6446306599755,order_risk_scores + order_profitability_features,156,open,assign owner and execute recommended action within SLA
order,O00110763,79.48530433418095,Critical,payment_signal,escalate for manual review,Risk Operations,2,421.95000000000005,-377.16,439.44,421.95,405.9566099357641,order_risk_scores + order_profitability_features,157,open,assign owner and execute recommended action within SLA
order,O00117808,79.40312982250809,Critical,payment_signal,escalate for manual review,Risk Operations,2,302.89,-281.12,304.19,260.74,251.1700421324827,order_risk_scores + order_profitability_features,158,open,assign owner and execute recommended action within SLA
order,O00116074,79.16802523912271,Critical,payment_signal,escalate for manual review,Risk Operations,2,85.12,-71.04,113.29,111.14,105.9316583557672,order_risk_scores + order_profitability_features,159,open,assign owner and execute recommended action within SLA
order,O00058329,79.08995579408618,Critical,payment_signal,escalate for manual review,Risk Operations,2,66.17,-57.349999999999994,70.19,66.17,63.077618072058655,order_risk_scores + order_profitability_features,160,open,assign owner and execute recommended action within SLA
order,O00046888,78.99848662058905,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,115.94,870.86,835.05,798.32257751,order_risk_scores + order_profitability_features,161,open,assign owner and execute recommended action within SLA
order,O00128433,78.97323552623646,Critical,payment_signal,escalate for manual review,Risk Operations,2,281.57,-252.96,289.96,258.33,246.2266734137577,order_risk_scores + order_profitability_features,162,open,assign owner and execute recommended action within SLA
order,O00082147,78.93633827756454,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,41.73,387.64,367.06,353.23813348162946,order_risk_scores + order_profitability_features,163,open,assign owner and execute recommended action within SLA
order,O00064324,78.78601167461446,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,25.6,239.42,231.1,221.7458589422222,order_risk_scores + order_profitability_features,164,open,assign owner and execute recommended action within SLA
order,O00041391,78.74363481713773,Critical,payment_signal,escalate for manual review,Risk Operations,2,433.77,-385.72,464.46,433.77,415.38153409605127,order_risk_scores + order_profitability_features,165,open,assign owner and execute recommended action within SLA
order,O00114989,78.72248775546488,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,93.33,752.25,710.22,679.1107765636008,order_risk_scores + order_profitability_features,166,open,assign owner and execute recommended action within SLA
order,O00053782,78.67797783802753,Critical,payment_signal,escalate for manual review,Risk Operations,2,440.87,-400.79,460.31,440.87,425.9267070897533,order_risk_scores + order_profitability_features,167,open,assign owner and execute recommended action within SLA
order,O00133781,78.49483515169611,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,18.48,157.51,153.86,147.26240744307694,order_risk_scores + order_profitability_features,168,open,assign owner and execute recommended action within SLA
order,O00089930,78.48012418122086,Critical,payment_signal,escalate for manual review,Risk Operations,2,272.45,-225.52999999999997,376.45,364.49,348.9066513866667,order_risk_scores + order_profitability_features,169,open,assign owner and execute recommended action within SLA
order,O00055466,78.45954637792332,Critical,payment_signal,escalate for manual review,Risk Operations,2,246.01,-205.73,405.79,397.03,382.3608838117553,order_risk_scores + order_profitability_features,170,open,assign owner and execute recommended action within SLA
order,O00138891,78.40894193959389,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,20.04,250.35,240.04,231.44986148179973,order_risk_scores + order_profitability_features,171,open,assign owner and execute recommended action within SLA
order,O00147290,78.36843972250156,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,46.47,353.24,341.51,323.68962686403376,order_risk_scores + order_profitability_features,172,open,assign owner and execute recommended action within SLA
order,O00049300,78.27240296107522,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,123.66,889.46,858.91,817.9831986267473,order_risk_scores + order_profitability_features,173,open,assign owner and execute recommended action within SLA
order,O00068783,78.22963238594615,Critical,payment_signal,escalate for manual review,Risk Operations,2,537.74,-490.83,562.44,537.74,519.9192085952682,order_risk_scores + order_profitability_features,174,open,assign owner and execute recommended action within SLA
order,O00023775,78.15249633394299,Critical,payment_signal,escalate for manual review,Risk Operations,2,990.96,-908.23,1008.15,990.96,956.6375071217986,order_risk_scores + order_profitability_features,175,open,assign owner and execute recommended action within SLA
order,O00110778,78.00663398568524,Critical,payment_signal,escalate for manual review,Risk Operations,2,50.019999999999996,-39.379999999999995,78.17,73.94,70.42185449793939,order_risk_scores + order_profitability_features,176,open,assign owner and execute recommended action within SLA
order,O00000382,77.97434912439148,Critical,payment_signal,escalate for manual review,Risk Operations,2,302.02,-265.32,302.02,302.02,289.3440908447078,order_risk_scores + order_profitability_features,177,open,assign owner and execute recommended action within SLA
order,O00140279,77.97129779374423,Critical,payment_signal,escalate for manual review,Risk Operations,2,39.1,45.690000000000005,605.88,564.69,534.4645763277068,order_risk_scores + order_profitability_features,178,open,assign owner and execute recommended action within SLA
order,O00094596,77.96180903410999,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,125.02,1085.59,1051.87,1004.5927172486151,order_risk_scores + order_profitability_features,179,open,assign owner and execute recommended action within SLA
order,O00094590,77.95486844346773,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,45.32,443.35,427.23,410.2080119392,order_risk_scores + order_profitability_features,180,open,assign owner and execute recommended action within SLA
order,O00090026,77.93380612868327,Critical,payment_signal,escalate for manual review,Risk Operations,2,329.11,-274.03000000000003,430.14,404.76,385.93108213854543,order_risk_scores + order_profitability_features,181,open,assign owner and execute recommended action within SLA
order,O00041374,77.91737890057071,Critical,payment_signal,escalate for manual review,Risk Operations,2,1424.76,-1238.2099999999998,1452.38,1424.76,1363.220863044182,order_risk_scores + order_profitability_features,182,open,assign owner and execute recommended action within SLA
order,O00089923,77.91278272038151,Critical,payment_signal,escalate for manual review,Risk Operations,2,183.22,-157.95,336.35,302.71,291.6564986399767,order_risk_scores + order_profitability_features,183,open,assign owner and execute recommended action within SLA
order,O00117471,77.72638152071606,Critical,payment_signal,escalate for manual review,Risk Operations,2,304.09,-247.89,491.37,468.93,450.3811264767927,order_risk_scores + order_profitability_features,184,open,assign owner and execute recommended action within SLA
order,O00086984,77.66864199968396,Critical,payment_signal,escalate for manual review,Risk Operations,2,394.39,-336.84999999999997,723.89,689.1,665.7067377099775,order_risk_scores + order_profitability_features,185,open,assign owner and execute recommended action within SLA
order,O00067209,77.65553956724449,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,30.06,216.98,210.53,200.38372600083335,order_risk_scores + order_profitability_features,186,open,assign owner and execute recommended action within SLA
order,O00069984,77.65264654616362,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,23.75,289.18,284.43,274.7711892350527,order_risk_scores + order_profitability_features,187,open,assign owner and execute recommended action within SLA
order,O00026491,77.6253919406101,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,36.95,318.95,307.53,293.6681163677451,order_risk_scores + order_profitability_features,188,open,assign owner and execute recommended action within SLA
order,O00087446,77.61038018812151,Critical,payment_signal,escalate for manual review,Risk Operations,2,882.39,-788.79,936.14,882.39,848.6219454095904,order_risk_scores + order_profitability_features,189,open,assign owner and execute recommended action within SLA
order,O00009553,77.57856318415345,Critical,payment_signal,escalate for manual review,Risk Operations,2,869.73,-797.11,884.08,869.73,838.395061102067,order_risk_scores + order_profitability_features,190,open,assign owner and execute recommended action within SLA
order,O00083048,77.5440363231475,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,62.67,429.83,407.55,385.63308587324417,order_risk_scores + order_profitability_features,191,open,assign owner and execute recommended action within SLA
order,O00092897,77.52773861623277,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,14.96,188.42,179.15,173.0741383816033,order_risk_scores + order_profitability_features,192,open,assign owner and execute recommended action within SLA
order,O00046855,77.38654741711134,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,34.47,318.38,299.28,287.5133112734302,order_risk_scores + order_profitability_features,193,open,assign owner and execute recommended action within SLA
order,O00116090,77.35374711912371,Critical,payment_signal,escalate for manual review,Risk Operations,2,612.29,-561.17,666.21,612.29,589.7594341327231,order_risk_scores + order_profitability_features,194,open,assign owner and execute recommended action within SLA
order,O00095448,77.33473322857539,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,59.0,444.86,427.48,408.47282123888505,order_risk_scores + order_profitability_features,195,open,assign owner and execute recommended action within SLA
order,O00083054,77.25626896671623,Critical,payment_signal,escalate for manual review,Risk Operations,2,310.11,-278.46000000000004,313.58,277.91,266.1618429280921,order_risk_scores + order_profitability_features,196,open,assign owner and execute recommended action within SLA
order,O00149362,77.18846837506942,Critical,payment_signal,escalate for manual review,Risk Operations,2,50.2,-6.329999999999998,307.05,305.3,289.9677374512126,order_risk_scores + order_profitability_features,197,open,assign owner and execute recommended action within SLA
order,O00000367,77.16320096415517,Critical,payment_signal,escalate for manual review,Risk Operations,2,1187.93,-1049.7,1214.12,1187.93,1137.9944425128313,order_risk_scores + order_profitability_features,198,open,assign owner and execute recommended action within SLA
order,O00025784,77.13311410579578,Critical,payment_signal,escalate for manual review,Risk Operations,2,69.75,-31.57,537.8,457.3,440.4809471475226,order_risk_scores + order_profitability_features,199,open,assign owner and execute recommended action within SLA
order,O00151839,77.07808971285283,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,99.11,997.42,976.92,942.0219770002068,order_risk_scores + order_profitability_features,200,open,assign owner and execute recommended action within SLA
order,O00039298,77.05169008103452,Critical,payment_signal,escalate for manual review,Risk Operations,2,147.43,-126.49,220.78,189.01,180.8554266544965,order_risk_scores + order_profitability_features,201,open,assign owner and execute recommended action within SLA
order,O00035076,77.03692507378535,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,26.19,261.05,246.39,237.18582940753805,order_risk_scores + order_profitability_features,202,open,assign owner and execute recommended action within SLA
order,O00034051,77.01830875217891,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,36.09,270.25,260.38,248.83872345449308,order_risk_scores + order_profitability_features,203,open,assign owner and execute recommended action within SLA
order,O00022379,76.94221149974523,Critical,payment_signal,escalate for manual review,Risk Operations,2,64.64,-26.25,536.66,459.82,442.3893774984188,order_risk_scores + order_profitability_features,204,open,assign owner and execute recommended action within SLA
order,O00103547,76.9249838121207,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,22.38,180.66,175.2,168.17890515532915,order_risk_scores + order_profitability_features,205,open,assign owner and execute recommended action within SLA
order,O00095898,76.8988326590342,Critical,payment_signal,escalate for manual review,Risk Operations,2,103.22,-86.36,129.18,113.88,107.44242638428906,order_risk_scores + order_profitability_features,206,open,assign owner and execute recommended action within SLA
order,O00152264,76.85663324437789,Critical,payment_signal,escalate for manual review,Risk Operations,2,210.94,-163.56,382.91,360.96,346.3510530920178,order_risk_scores + order_profitability_features,207,open,assign owner and execute recommended action within SLA
order,O00066951,76.84830799138538,Critical,payment_signal,escalate for manual review,Risk Operations,2,763.03,-636.8399999999999,960.37,924.43,882.9316154243332,order_risk_scores + order_profitability_features,208,open,assign owner and execute recommended action within SLA
order,O00081961,76.83682028462009,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,61.33,514.01,504.68,482.2680383917687,order_risk_scores + order_profitability_features,209,open,assign owner and execute recommended action within SLA
order,O00121397,76.82150595157866,Critical,payment_signal,escalate for manual review,Risk Operations,2,336.01,-257.63,765.65,738.97,711.1423398525516,order_risk_scores + order_profitability_features,210,open,assign owner and execute recommended action within SLA
order,O00143420,76.81652148302395,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,32.69,332.52,315.38,303.56794002213974,order_risk_scores + order_profitability_features,211,open,assign owner and execute recommended action within SLA
order,O00049301,76.78024163926688,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,48.95,617.61,586.25,565.7976088348039,order_risk_scores + order_profitability_features,212,open,assign owner and execute recommended action within SLA
order,O00155950,76.77915316516506,Critical,payment_signal,escalate for manual review,Risk Operations,2,366.64,-260.26,747.95,712.19,679.1195493598558,order_risk_scores + order_profitability_features,213,open,assign owner and execute recommended action within SLA
order,O00098886,76.76423063545636,Critical,payment_signal,escalate for manual review,Risk Operations,2,308.65,-262.53999999999996,574.86,552.25,534.3569540823214,order_risk_scores + order_profitability_features,214,open,assign owner and execute recommended action within SLA
order,O00002271,76.74500419853702,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,24.32,301.05,291.31,281.1132117241075,order_risk_scores + order_profitability_features,215,open,assign owner and execute recommended action within SLA
order,O00073126,76.73413775490917,Critical,payment_signal,escalate for manual review,Risk Operations,2,112.4,-103.02,114.33,112.4,108.41291596699509,order_risk_scores + order_profitability_features,216,open,assign owner and execute recommended action within SLA
order,O00124964,76.72288856184014,Critical,payment_signal,escalate for manual review,Risk Operations,2,47.54,41.71999999999999,707.08,641.01,610.9124880349892,order_risk_scores + order_profitability_features,217,open,assign owner and execute recommended action within SLA
order,O00056893,76.70191169275509,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,33.26,239.17,229.62,219.20997133442776,order_risk_scores + order_profitability_features,218,open,assign owner and execute recommended action within SLA
order,O00077855,76.70178854399373,Critical,payment_signal,escalate for manual review,Risk Operations,2,1152.27,-1056.06,1204.71,1152.27,1112.938444706,order_risk_scores + order_profitability_features,219,open,assign owner and execute recommended action within SLA
order,O00073822,76.7013999424589,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,32.01,414.81,383.35,370.45051724666575,order_risk_scores + order_profitability_features,220,open,assign owner and execute recommended action within SLA
order,O00048451,76.66610812824105,Critical,payment_signal,escalate for manual review,Risk Operations,2,901.15,-834.29,937.74,800.86,770.9155929135213,order_risk_scores + order_profitability_features,221,open,assign owner and execute recommended action within SLA
order,O00037156,76.66227713985252,Critical,payment_signal,escalate for manual review,Risk Operations,2,126.05,-113.04,132.12,117.45,112.12095974520514,order_risk_scores + order_profitability_features,222,open,assign owner and execute recommended action within SLA
order,O00124570,76.65072501835766,Critical,payment_signal,escalate for manual review,Risk Operations,2,215.75,-196.93,221.6,215.75,208.68310705575163,order_risk_scores + order_profitability_features,223,open,assign owner and execute recommended action within SLA
order,O00120573,76.64346162082141,Critical,payment_signal,escalate for manual review,Risk Operations,2,170.15,-151.58,226.84,222.43,214.7243923902985,order_risk_scores + order_profitability_features,224,open,assign owner and execute recommended action within SLA
order,O00133798,76.62181675081202,Critical,payment_signal,escalate for manual review,Risk Operations,2,185.3,-160.9,196.73,169.55,161.06858953579408,order_risk_scores + order_profitability_features,225,open,assign owner and execute recommended action within SLA
order,O00090969,76.61436141297419,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,16.06,205.42,192.32,185.6109129608332,order_risk_scores + order_profitability_features,226,open,assign owner and execute recommended action within SLA
order,O00076182,76.5911354660646,Critical,payment_signal,escalate for manual review,Risk Operations,2,446.81,-360.08000000000004,719.98,612.34,582.1158029051991,order_risk_scores + order_profitability_features,227,open,assign owner and execute recommended action within SLA
order,O00075507,76.57092985833913,Critical,payment_signal,escalate for manual review,Risk Operations,2,732.22,-637.5600000000001,778.65,757.51,725.5524319223422,order_risk_scores + order_profitability_features,228,open,assign owner and execute recommended action within SLA
order,O00038816,76.55174710628619,Critical,payment_signal,escalate for manual review,Risk Operations,2,63.52,10.309999999999995,618.92,521.51,496.8071533761111,order_risk_scores + order_profitability_features,229,open,assign owner and execute recommended action within SLA
order,O00116103,76.48488421875929,Critical,payment_signal,escalate for manual review,Risk Operations,2,65.56,-51.11,154.6,127.58,121.56944252974804,order_risk_scores + order_profitability_features,230,open,assign owner and execute recommended action within SLA
order,O00092240,76.48203847309011,Critical,payment_signal,escalate for manual review,Risk Operations,2,376.21000000000004,-334.63,392.14,346.93,330.77448234357377,order_risk_scores + order_profitability_features,231,open,assign owner and execute recommended action within SLA
order,O00122905,76.32900230315863,Critical,payment_signal,escalate for manual review,Risk Operations,2,74.48,-59.2,147.83,128.59,122.4286809315344,order_risk_scores + order_profitability_features,232,open,assign owner and execute recommended action within SLA
order,O00018781,76.30296536757116,Critical,payment_signal,escalate for manual review,Risk Operations,2,445.09,-362.5499999999999,568.29,567.39,541.7497430414286,order_risk_scores + order_profitability_features,233,open,assign owner and execute recommended action within SLA
order,O00136858,76.29909452113506,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,48.03,321.31,312.51,298.09122324810346,order_risk_scores + order_profitability_features,234,open,assign owner and execute recommended action within SLA
order,O00047152,76.2847053110864,Critical,payment_signal,escalate for manual review,Risk Operations,2,151.96,-136.61,160.36,125.25,119.82042730909092,order_risk_scores + order_profitability_features,235,open,assign owner and execute recommended action within SLA
order,O00139106,76.28034350812412,Critical,payment_signal,escalate for manual review,Risk Operations,2,38.28,-6.720000000000002,336.92,284.93,272.38661285635163,order_risk_scores + order_profitability_features,236,open,assign owner and execute recommended action within SLA
order,O00108824,76.27653099011482,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,54.8,498.77,470.9,451.78710065090905,order_risk_scores + order_profitability_features,237,open,assign owner and execute recommended action within SLA
order,O00147334,76.26817849794011,Critical,payment_signal,escalate for manual review,Risk Operations,2,59.27,-15.460000000000008,378.23,296.19,280.8865506604174,order_risk_scores + order_profitability_features,238,open,assign owner and execute recommended action within SLA
order,O00018675,76.25318075358075,Critical,payment_signal,escalate for manual review,Risk Operations,2,300.83,-273.47999999999996,316.14,300.83,290.47209907476315,order_risk_scores + order_profitability_features,239,open,assign owner and execute recommended action within SLA
order,O00135724,76.21485816023042,Critical,payment_signal,escalate for manual review,Risk Operations,2,299.96000000000004,-253.53000000000003,365.67,312.32,294.8696227903846,order_risk_scores + order_profitability_features,240,open,assign owner and execute recommended action within SLA
order,O00005966,76.14096691165963,Critical,payment_signal,escalate for manual review,Risk Operations,2,230.4,-191.04,360.36,347.69,333.4259037000594,order_risk_scores + order_profitability_features,241,open,assign owner and execute recommended action within SLA
order,O00037855,76.11949259649012,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,177.6,1537.22,1481.85,1423.944041627844,order_risk_scores + order_profitability_features,242,open,assign owner and execute recommended action within SLA
order,O00054104,76.10608581910327,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,36.8,271.83,263.59,252.4094163569569,order_risk_scores + order_profitability_features,243,open,assign owner and execute recommended action within SLA
order,O00023766,76.06406265673404,Critical,payment_signal,escalate for manual review,Risk Operations,2,32.73,2.950000000000003,444.15,372.2,358.1169821661891,order_risk_scores + order_profitability_features,244,open,assign owner and execute recommended action within SLA
order,O00048244,76.01987674338577,Critical,payment_signal,escalate for manual review,Risk Operations,2,531.12,-436.76,924.65,888.93,856.5411243613738,order_risk_scores + order_profitability_features,245,open,assign owner and execute recommended action within SLA
order,O00129525,76.00268197542411,Critical,payment_signal,escalate for manual review,Risk Operations,2,40.18,2.470000000000006,400.74,343.4,327.2679436162698,order_risk_scores + order_profitability_features,246,open,assign owner and execute recommended action within SLA
order,O00151424,75.98542959074237,Critical,payment_signal,escalate for manual review,Risk Operations,2,145.34,-133.21,151.93,145.34,140.4030160197911,order_risk_scores + order_profitability_features,247,open,assign owner and execute recommended action within SLA
order,O00012139,75.96493714394059,Critical,payment_signal,escalate for manual review,Risk Operations,2,622.17,-558.41,668.35,622.17,598.4762632597613,order_risk_scores + order_profitability_features,248,open,assign owner and execute recommended action within SLA
order,O00138835,75.95047627101229,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,90.65,766.03,725.44,696.2457016900236,order_risk_scores + order_profitability_features,249,open,assign owner and execute recommended action within SLA
order,O00055252,75.93939156574686,Critical,payment_signal,escalate for manual review,Risk Operations,2,223.66,-202.8,233.53,205.66,197.44176429164335,order_risk_scores + order_profitability_features,250,open,assign owner and execute recommended action within SLA
order,O00133607,75.93348694394065,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,142.88,1279.69,1202.14,1157.594419201016,order_risk_scores + order_profitability_features,251,open,assign owner and execute recommended action within SLA
order,O00067561,75.9201303375068,Critical,payment_signal,escalate for manual review,Risk Operations,2,123.47,-107.02,125.28,110.13,104.32595955830158,order_risk_scores + order_profitability_features,252,open,assign owner and execute recommended action within SLA
order,O00071423,75.87446806943886,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,26.11,199.43,184.32,176.05077283090475,order_risk_scores + order_profitability_features,253,open,assign owner and execute recommended action within SLA
order,O00067905,75.84036150402294,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,23.89,299.69,286.12,276.45919230840553,order_risk_scores + order_profitability_features,254,open,assign owner and execute recommended action within SLA
order,O00100925,75.82992103817116,Critical,payment_signal,escalate for manual review,Risk Operations,2,421.49,-345.25,958.0,795.36,766.5771069774175,order_risk_scores + order_profitability_features,255,open,assign owner and execute recommended action within SLA
order,O00146427,75.78878620281212,Critical,payment_signal,escalate for manual review,Risk Operations,2,43.21,-9.730000000000004,347.44,284.98,271.858783958,order_risk_scores + order_profitability_features,256,open,assign owner and execute recommended action within SLA
order,O00009055,75.75976875712796,Critical,payment_signal,escalate for manual review,Risk Operations,2,123.9,-92.17,352.61,280.28,268.0355639523809,order_risk_scores + order_profitability_features,257,open,assign owner and execute recommended action within SLA
order,O00034369,75.71397508422972,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,70.32000000000001,498.0,466.21,445.44552647043474,order_risk_scores + order_profitability_features,258,open,assign owner and execute recommended action within SLA
order,O00138019,75.71332916081364,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,76.5,752.62,721.25,694.4145023305671,order_risk_scores + order_profitability_features,259,open,assign owner and execute recommended action within SLA
order,O00073703,75.69537513427184,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,34.0,321.32,306.98,294.27103893166185,order_risk_scores + order_profitability_features,260,open,assign owner and execute recommended action within SLA
order,O00071870,75.69178179118568,Critical,payment_signal,escalate for manual review,Risk Operations,2,0.0,9.84,109.93,104.64,101.05337366002836,order_risk_scores + order_profitability_features,261,open,assign owner and execute recommended action within SLA
