seller_id,current_period,margin_fragility_score,margin_fragility_tier,main_risk_driver,recommended_action
S00359,2026-02,39.93664360261306,Moderate,negative_margin_share,reduce subsidy exposure
S00360,2026-02,33.09727792628262,Moderate,negative_margin_share,reduce subsidy exposure
S00361,2026-02,31.85665912837799,Moderate,negative_margin_share,reduce subsidy exposure
S00362,2026-02,75.46196809978467,Critical,negative_margin_share,reduce subsidy exposure
S00363,2026-02,25.765534758576642,Low,negative_margin_share,monitor only
S00364,2026-02,46.308818859302455,Moderate,negative_margin_share,reduce subsidy exposure
S00365,2026-02,43.26685257753837,Moderate,negative_margin_share,reduce subsidy exposure
S00366,2026-02,44.319571563735224,Moderate,negative_margin_share,reduce subsidy exposure
S00367,2026-02,51.10572276054749,Moderate,refund_value_risk,reduce subsidy exposure
S00368,2026-02,37.25260224826376,Moderate,negative_margin_share,reduce subsidy exposure
S00369,2026-02,41.216605942379786,Moderate,negative_margin_share,reduce subsidy exposure
S00370,2026-02,46.23755545015197,Moderate,refund_value_risk,reduce subsidy exposure
S00371,2026-02,38.864021486791046,Moderate,dispute_value_risk,reduce subsidy exposure
S00372,2026-02,24.082483226336095,Low,refund_value_risk,monitor only
S00373,2026-02,38.31321357369155,Moderate,negative_margin_share,reduce subsidy exposure
S00374,2026-02,42.600855040808916,Moderate,negative_margin_share,reduce subsidy exposure
S00375,2026-02,38.00349107832148,Moderate,negative_margin_share,reduce subsidy exposure
S00376,2026-02,28.709005667274425,Low,negative_margin_share,monitor only
S00377,2026-02,37.22090826420779,Moderate,negative_margin_share,reduce subsidy exposure
S00378,2026-02,34.332195848382916,Moderate,negative_margin_share,reduce subsidy exposure
S00379,2026-02,39.00474467991019,Moderate,negative_margin_share,reduce subsidy exposure
S00380,2026-02,40.25505898520456,Moderate,negative_margin_share,reduce subsidy exposure
S00381,2026-02,38.276368813804105,Moderate,negative_margin_share,reduce subsidy exposure
S00382,2026-02,22.57667531468698,Low,negative_margin_share,monitor only
S00383,2026-02,32.67224448575441,Moderate,negative_margin_share,reduce subsidy exposure
S00384,2026-02,31.248596207005445,Moderate,negative_margin_share,reduce subsidy exposure
S00385,2026-02,35.84540109238614,Moderate,negative_margin_share,reduce subsidy exposure
S00386,2026-02,36.06016463760333,Moderate,refund_value_risk,reduce subsidy exposure
S00387,2026-02,40.11113132408774,Moderate,negative_margin_share,reduce subsidy exposure
S00388,2026-02,39.97510444853279,Moderate,negative_margin_share,reduce subsidy exposure
S00389,2026-02,33.05606500809069,Moderate,negative_margin_share,reduce subsidy exposure
S00390,2026-02,40.69354606678803,Moderate,negative_margin_share,reduce subsidy exposure
S00391,2026-02,48.45089861975545,Moderate,negative_margin_share,reduce subsidy exposure
S00392,2026-02,29.68564935526977,Low,negative_margin_share,monitor only
S00393,2026-02,34.87213601450125,Moderate,refund_value_risk,reduce subsidy exposure
S00394,2026-02,41.47328840288434,Moderate,negative_margin_share,reduce subsidy exposure
S00395,2026-02,48.96554144836942,Moderate,negative_margin_share,reduce subsidy exposure
S00396,2026-02,26.15904918667049,Low,negative_margin_share,monitor only
S00397,2026-02,38.66033223131459,Moderate,negative_margin_share,reduce subsidy exposure
S00398,2026-02,30.714008518707796,Moderate,negative_margin_share,reduce subsidy exposure
S00399,2026-02,35.423254947874476,Moderate,negative_margin_share,reduce subsidy exposure
S00400,2026-02,32.76459791258397,Moderate,negative_margin_share,reduce subsidy exposure
S00401,2026-02,36.241943236650336,Moderate,negative_margin_share,reduce subsidy exposure
S00402,2026-02,26.00161381620749,Low,negative_margin_share,monitor only
S00403,2026-02,39.27862776075303,Moderate,negative_margin_share,reduce subsidy exposure
S00404,2026-02,43.694428475953075,Moderate,negative_margin_share,reduce subsidy exposure
S00405,2026-02,35.55522408027827,Moderate,negative_margin_share,reduce subsidy exposure
S00406,2026-02,32.22778984466071,Moderate,negative_margin_share,reduce subsidy exposure
S00407,2026-02,62.09350228108094,High,negative_margin_share,reduce subsidy exposure
S00408,2026-02,20.779620967471274,Low,refund_value_risk,monitor only
S00409,2026-02,44.446276386094965,Moderate,negative_margin_share,reduce subsidy exposure
S00410,2026-02,48.24943546564666,Moderate,refund_value_risk,reduce subsidy exposure
S00411,2026-02,45.099774522255544,Moderate,negative_margin_share,reduce subsidy exposure
S00412,2026-02,40.52321586192498,Moderate,negative_margin_share,reduce subsidy exposure
S00413,2026-02,35.75316936098076,Moderate,negative_margin_share,reduce subsidy exposure
S00414,2026-02,24.64362178680711,Low,refund_value_risk,monitor only
S00415,2026-02,58.68147866691661,High,negative_margin_share,reduce subsidy exposure
S00416,2026-02,30.86704898000924,Moderate,negative_margin_share,reduce subsidy exposure
S00417,2026-02,44.585713268585124,Moderate,negative_margin_share,reduce subsidy exposure
S00418,2026-02,27.926353621135945,Low,refund_value_risk,monitor only
S00419,2026-02,37.562188996751246,Moderate,negative_margin_share,reduce subsidy exposure
S00420,2026-02,45.22551784346939,Moderate,negative_margin_share,reduce subsidy exposure
S00421,2026-02,41.69497627768406,Moderate,negative_margin_share,reduce subsidy exposure
S00422,2026-02,34.18896452199215,Moderate,negative_margin_share,reduce subsidy exposure
S00423,2026-02,49.48551847354524,Moderate,negative_margin_share,reduce subsidy exposure
S00424,2026-02,48.5072820213926,Moderate,negative_margin_share,reduce subsidy exposure
S00425,2026-02,31.718203535129973,Moderate,refund_value_risk,reduce subsidy exposure
S00426,2026-02,31.327816108487774,Moderate,negative_margin_share,reduce subsidy exposure
S00427,2026-02,26.73893687633192,Low,refund_value_risk,monitor only
S00428,2026-02,50.99475018545944,Moderate,negative_margin_share,reduce subsidy exposure
S00429,2026-02,32.242872375765735,Moderate,negative_margin_share,reduce subsidy exposure
S00430,2026-02,38.10715819841889,Moderate,negative_margin_share,reduce subsidy exposure
S00431,2026-02,40.223283193587925,Moderate,negative_margin_share,reduce subsidy exposure
S00432,2026-02,39.16169417743986,Moderate,negative_margin_share,reduce subsidy exposure
S00433,2026-02,53.78786759747041,Moderate,negative_margin_share,reduce subsidy exposure
S00434,2026-02,19.661239448874557,Low,negative_margin_share,monitor only
S00435,2026-02,35.99653532284962,Moderate,negative_margin_share,reduce subsidy exposure
S00436,2026-02,42.55101592262291,Moderate,negative_margin_share,reduce subsidy exposure
S00437,2026-02,36.47968436959188,Moderate,negative_margin_share,reduce subsidy exposure
S00438,2026-02,41.69518201799703,Moderate,negative_margin_share,reduce subsidy exposure
S00439,2026-02,40.31036762319805,Moderate,negative_margin_share,reduce subsidy exposure
S00440,2026-02,35.381761645142845,Moderate,dispute_value_risk,reduce subsidy exposure
S00441,2026-02,25.653338560041814,Low,dispute_value_risk,monitor only
S00442,2026-02,41.01743760034752,Moderate,negative_margin_share,reduce subsidy exposure
S00443,2026-02,29.846292419164246,Low,negative_margin_share,monitor only
S00444,2026-02,32.9678902536488,Moderate,negative_margin_share,reduce subsidy exposure
S00445,2026-02,29.378590611213394,Low,negative_margin_share,monitor only
S00446,2026-02,42.57749676454362,Moderate,negative_margin_share,reduce subsidy exposure
S00447,2026-02,28.766066409554856,Low,negative_margin_share,monitor only
S00448,2026-02,35.28772590257702,Moderate,negative_margin_share,reduce subsidy exposure
S00449,2026-02,35.67573946329649,Moderate,negative_margin_share,reduce subsidy exposure
S00450,2026-02,44.68127201911378,Moderate,negative_margin_share,reduce subsidy exposure
S00451,2026-02,51.4866005404654,Moderate,negative_margin_share,reduce subsidy exposure
S00452,2026-02,26.929163347243747,Low,negative_margin_share,monitor only
S00453,2026-02,22.077248109792194,Low,refund_value_risk,monitor only
S00454,2026-02,30.569739477284458,Moderate,negative_margin_share,reduce subsidy exposure
S00455,2026-02,32.69530430679348,Moderate,negative_margin_share,reduce subsidy exposure
S00456,2026-02,41.004974860119525,Moderate,negative_margin_share,reduce subsidy exposure
S00457,2026-02,50.688531030362846,Moderate,negative_margin_share,reduce subsidy exposure
S00458,2026-02,31.034383707651997,Moderate,negative_margin_share,reduce subsidy exposure
S00459,2026-02,34.83936692944554,Moderate,negative_margin_share,reduce subsidy exposure
S00460,2026-02,57.83491653152105,High,negative_margin_share,reduce subsidy exposure
S00461,2026-02,34.600722200604245,Moderate,refund_value_risk,reduce subsidy exposure
S00462,2026-02,35.93493661563618,Moderate,refund_value_risk,reduce subsidy exposure
S00463,2026-02,23.394336505622746,Low,negative_margin_share,monitor only
S00464,2026-02,24.79451898048211,Low,negative_margin_share,monitor only
S00465,2026-02,38.1957528200219,Moderate,refund_value_risk,reduce subsidy exposure
S00466,2026-02,28.683751451930128,Low,negative_margin_share,monitor only
S00467,2026-02,30.591081137612004,Moderate,negative_margin_share,reduce subsidy exposure
S00468,2026-02,48.60306230758577,Moderate,subsidy_dependency,reduce subsidy exposure
S00469,2026-02,23.784131588931594,Low,negative_margin_share,monitor only
S00470,2026-02,51.41731185350796,Moderate,negative_margin_share,reduce subsidy exposure
S00471,2026-02,26.766423909618496,Low,negative_margin_share,monitor only
S00472,2026-02,37.52637372174865,Moderate,refund_value_risk,reduce subsidy exposure
S00473,2026-02,44.51499130096072,Moderate,negative_margin_share,reduce subsidy exposure
S00474,2026-02,32.53419003041341,Moderate,negative_margin_share,reduce subsidy exposure
S00475,2026-02,42.81597518051916,Moderate,negative_margin_share,reduce subsidy exposure
S00476,2026-02,24.949504546655714,Low,negative_margin_share,monitor only
S00477,2026-02,46.765503461071866,Moderate,negative_margin_share,reduce subsidy exposure
S00478,2026-02,58.75555587128878,High,negative_margin_share,reduce subsidy exposure
S00479,2026-02,46.868573146921825,Moderate,negative_margin_share,reduce subsidy exposure
S00480,2026-02,43.47362440981022,Moderate,dispute_value_risk,reduce subsidy exposure
S00481,2026-02,46.836477546715216,Moderate,negative_margin_share,reduce subsidy exposure
S00482,2026-02,39.049730778407145,Moderate,negative_margin_share,reduce subsidy exposure
S00483,2026-02,29.158356901682847,Low,negative_margin_share,monitor only
S00484,2026-02,42.731619825108524,Moderate,negative_margin_share,reduce subsidy exposure
S00485,2026-02,41.54536642089744,Moderate,negative_margin_share,reduce subsidy exposure
S00486,2026-02,3.6784961918651757,Low,dispute_value_risk,monitor only
S00487,2026-02,36.371413619097694,Moderate,negative_margin_share,reduce subsidy exposure
S00488,2026-02,42.87967110976937,Moderate,negative_margin_share,reduce subsidy exposure
S00489,2026-02,29.93870211814764,Low,refund_value_risk,monitor only
S00490,2026-02,37.13745359059034,Moderate,negative_margin_share,reduce subsidy exposure
S00491,2026-02,41.25806545966335,Moderate,negative_margin_share,reduce subsidy exposure
S00492,2026-02,50.34526963023223,Moderate,negative_margin_share,reduce subsidy exposure
S00493,2026-02,31.307643879035503,Moderate,negative_margin_share,reduce subsidy exposure
S00494,2026-02,46.529666291379996,Moderate,negative_margin_share,reduce subsidy exposure
S00495,2026-02,31.342814841741244,Moderate,refund_value_risk,reduce subsidy exposure
S00496,2026-02,51.93928679184837,Moderate,negative_margin_share,reduce subsidy exposure
S00497,2026-02,47.5981712988604,Moderate,refund_value_risk,reduce subsidy exposure
S00498,2026-02,16.044841696765207,Low,negative_margin_share,monitor only
S00499,2026-02,40.44046696396852,Moderate,refund_value_risk,reduce subsidy exposure
S00500,2026-02,33.21460567248232,Moderate,negative_margin_share,reduce subsidy exposure
S00501,2026-02,28.146632078738264,Low,negative_margin_share,monitor only
S00502,2026-02,29.09299238724661,Low,negative_margin_share,monitor only
S00503,2026-02,32.12474429954196,Moderate,negative_margin_share,reduce subsidy exposure
S00504,2026-02,27.393860884217165,Low,negative_margin_share,monitor only
S00505,2026-02,37.64673921642523,Moderate,negative_margin_share,reduce subsidy exposure
S00506,2026-02,24.384633797751988,Low,dispute_value_risk,monitor only
S00507,2026-02,24.75537045444807,Low,negative_margin_share,monitor only
S00508,2026-02,16.388058185296263,Low,refund_value_risk,monitor only
S00509,2026-02,33.170920466730394,Moderate,negative_margin_share,reduce subsidy exposure
S00510,2026-02,35.987106470495064,Moderate,negative_margin_share,reduce subsidy exposure
S00511,2026-02,46.36030670587782,Moderate,refund_value_risk,reduce subsidy exposure
S00512,2026-02,34.40066177437872,Moderate,negative_margin_share,reduce subsidy exposure
S00513,2026-02,46.05275664934487,Moderate,refund_value_risk,reduce subsidy exposure
S00514,2026-02,35.55413603954392,Moderate,dispute_value_risk,reduce subsidy exposure
S00515,2026-02,44.129552899771994,Moderate,negative_margin_share,reduce subsidy exposure
S00516,2026-02,43.87058502272362,Moderate,negative_margin_share,reduce subsidy exposure
S00517,2026-02,35.286182528466696,Moderate,negative_margin_share,reduce subsidy exposure
S00518,2026-02,30.701899797707288,Moderate,refund_value_risk,reduce subsidy exposure
S00519,2026-02,22.533157578122072,Low,negative_margin_share,monitor only
S00520,2026-02,45.703183542257534,Moderate,negative_margin_share,reduce subsidy exposure
S00521,2026-02,51.028380679493274,Moderate,negative_margin_share,reduce subsidy exposure
S00522,2026-02,28.409699075880187,Low,negative_margin_share,monitor only
S00523,2026-02,13.492394133201547,Low,refund_value_risk,monitor only
S00524,2026-02,36.59514383533754,Moderate,negative_margin_share,reduce subsidy exposure
S00525,2026-02,39.38705400544321,Moderate,negative_margin_share,reduce subsidy exposure
S00526,2026-02,39.06953152866767,Moderate,negative_margin_share,reduce subsidy exposure
S00527,2026-02,44.512069720061156,Moderate,negative_margin_share,reduce subsidy exposure
S00528,2026-02,56.17092527575479,High,negative_margin_share,reduce subsidy exposure
S00529,2026-02,21.15154883830089,Low,negative_margin_share,monitor only
S00530,2026-02,38.912157580877654,Moderate,negative_margin_share,reduce subsidy exposure
S00531,2026-02,43.083574086226704,Moderate,negative_margin_share,reduce subsidy exposure
S00532,2026-02,40.06180393395086,Moderate,negative_margin_share,reduce subsidy exposure
S00533,2026-02,36.383697453940826,Moderate,negative_margin_share,reduce subsidy exposure
S00534,2026-02,33.61978253989367,Moderate,negative_margin_share,reduce subsidy exposure
S00535,2026-02,37.786116802834826,Moderate,negative_margin_share,reduce subsidy exposure
S00536,2026-02,29.531306335267594,Low,negative_margin_share,monitor only
S00537,2026-02,62.212066687324985,High,negative_margin_share,reduce subsidy exposure
S00538,2026-02,45.99351959658321,Moderate,refund_value_risk,reduce subsidy exposure
S00539,2026-02,37.3669859742755,Moderate,negative_margin_share,reduce subsidy exposure
S00540,2026-02,21.582773123999015,Low,negative_margin_share,monitor only
S00541,2026-02,43.30770432278968,Moderate,negative_margin_share,reduce subsidy exposure
S00542,2026-02,50.06544756032315,Moderate,refund_value_risk,reduce subsidy exposure
S00543,2026-02,18.84780807671291,Low,refund_value_risk,monitor only
S00544,2026-02,65.5116520896841,High,negative_margin_share,reduce subsidy exposure
S00545,2026-02,73.04385957436826,High,negative_margin_share,reduce subsidy exposure
S00546,2026-02,36.15507645379564,Moderate,negative_margin_share,reduce subsidy exposure
S00547,2026-02,36.58520143288648,Moderate,negative_margin_share,reduce subsidy exposure
S00548,2026-02,21.359058188828328,Low,negative_margin_share,monitor only
S00549,2026-02,52.10733939624422,Moderate,refund_value_risk,reduce subsidy exposure
S00550,2026-02,38.23762468071352,Moderate,negative_margin_share,reduce subsidy exposure
S00551,2026-02,42.76195542697526,Moderate,negative_margin_share,reduce subsidy exposure
S00552,2026-02,29.39805126223737,Low,negative_margin_share,monitor only
S00553,2026-02,42.26090416300593,Moderate,negative_margin_share,reduce subsidy exposure
S00554,2026-02,42.113700237120035,Moderate,refund_value_risk,reduce subsidy exposure
S00555,2026-02,51.72549424544259,Moderate,negative_margin_share,reduce subsidy exposure
S00556,2026-02,45.23090323583934,Moderate,negative_margin_share,reduce subsidy exposure
S00557,2026-02,48.20274577612966,Moderate,negative_margin_share,reduce subsidy exposure
S00558,2026-02,26.20276761680645,Low,refund_value_risk,monitor only
S00559,2026-02,38.09623029136591,Moderate,negative_margin_share,reduce subsidy exposure
S00560,2026-02,36.578618067035585,Moderate,negative_margin_share,reduce subsidy exposure
S00561,2026-02,15.416534208962592,Low,negative_margin_share,monitor only
S00562,2026-02,44.10988577407105,Moderate,negative_margin_share,reduce subsidy exposure
S00563,2026-02,34.427250157924284,Moderate,negative_margin_share,reduce subsidy exposure
S00564,2026-02,18.970373535597965,Low,negative_margin_share,monitor only
S00565,2026-02,26.608453856143296,Low,negative_margin_share,monitor only
S00566,2026-02,39.70004368118324,Moderate,negative_margin_share,reduce subsidy exposure
S00567,2026-02,31.12054176759731,Moderate,refund_value_risk,reduce subsidy exposure
S00568,2026-02,35.14406074071246,Moderate,negative_margin_share,reduce subsidy exposure
S00569,2026-02,36.28423069143355,Moderate,negative_margin_share,reduce subsidy exposure
S00570,2026-02,37.41180404075999,Moderate,negative_margin_share,reduce subsidy exposure
S00571,2026-02,39.43649218573498,Moderate,negative_margin_share,reduce subsidy exposure
S00572,2026-02,35.39665677533398,Moderate,negative_margin_share,reduce subsidy exposure
S00573,2026-02,40.671550627822285,Moderate,negative_margin_share,reduce subsidy exposure
S00574,2026-02,50.68173187141403,Moderate,negative_margin_share,reduce subsidy exposure
S00575,2026-02,39.618334699774074,Moderate,refund_value_risk,reduce subsidy exposure
S00576,2026-02,35.154879674730466,Moderate,refund_value_risk,reduce subsidy exposure
S00577,2026-02,21.662480038317362,Low,refund_value_risk,monitor only
S00578,2026-02,46.265319854253804,Moderate,negative_margin_share,reduce subsidy exposure
S00579,2026-02,62.50655940406634,High,negative_margin_share,reduce subsidy exposure
S00580,2026-02,38.25336393626157,Moderate,dispute_value_risk,reduce subsidy exposure
S00581,2026-02,17.800457877356212,Low,refund_value_risk,monitor only
S00582,2026-02,41.76463000865577,Moderate,negative_margin_share,reduce subsidy exposure
S00583,2026-02,34.02170230322795,Moderate,negative_margin_share,reduce subsidy exposure
S00584,2026-02,42.123244836170095,Moderate,negative_margin_share,reduce subsidy exposure
S00585,2026-02,21.86579470369838,Low,negative_margin_share,monitor only
S00586,2026-02,49.30555235837985,Moderate,negative_margin_share,reduce subsidy exposure
S00587,2026-02,52.769881728493985,Moderate,negative_margin_share,reduce subsidy exposure
S00588,2026-02,48.398277267420625,Moderate,negative_margin_share,reduce subsidy exposure
S00589,2026-02,21.74591872951124,Low,negative_margin_share,monitor only
S00590,2026-02,33.46992062648044,Moderate,negative_margin_share,reduce subsidy exposure
S00591,2026-02,37.376276625862545,Moderate,negative_margin_share,reduce subsidy exposure
S00592,2026-02,31.228016195039977,Moderate,refund_value_risk,reduce subsidy exposure
S00593,2026-02,56.22347349819095,High,negative_margin_share,reduce subsidy exposure
S00594,2026-02,44.91209817393667,Moderate,refund_value_risk,reduce subsidy exposure
S00595,2026-02,43.59137418868198,Moderate,negative_margin_share,reduce subsidy exposure
S00596,2026-02,20.868776250866535,Low,dispute_value_risk,monitor only
S00597,2026-02,25.618585113060917,Low,negative_margin_share,monitor only
S00598,2026-02,33.622658440051055,Moderate,negative_margin_share,reduce subsidy exposure
S00599,2026-02,36.79217847285241,Moderate,negative_margin_share,reduce subsidy exposure
S00600,2026-02,34.49696101394947,Moderate,negative_margin_share,reduce subsidy exposure
S00601,2026-02,30.315251199811563,Moderate,negative_margin_share,reduce subsidy exposure
S00602,2026-02,50.13429162518111,Moderate,negative_margin_share,reduce subsidy exposure
S00603,2026-02,33.38189256054699,Moderate,negative_margin_share,reduce subsidy exposure
S00604,2026-02,39.532330324095085,Moderate,negative_margin_share,reduce subsidy exposure
S00605,2026-02,28.174699275625148,Low,negative_margin_share,monitor only
S00606,2026-02,21.882496967142032,Low,negative_margin_share,monitor only
S00607,2026-02,58.50305788932266,High,negative_margin_share,reduce subsidy exposure
S00608,2026-02,37.20105795069101,Moderate,negative_margin_share,reduce subsidy exposure
S00609,2026-02,50.29031473414459,Moderate,negative_margin_share,reduce subsidy exposure
S00610,2026-02,44.595780527444646,Moderate,negative_margin_share,reduce subsidy exposure
S00611,2026-02,40.27969372353422,Moderate,negative_margin_share,reduce subsidy exposure
S00612,2026-02,36.22676120438328,Moderate,refund_value_risk,reduce subsidy exposure
S00613,2026-02,42.48534236494382,Moderate,negative_margin_share,reduce subsidy exposure
S00614,2026-02,14.46704511032854,Low,negative_margin_share,monitor only
S00615,2026-02,16.90350241801843,Low,negative_margin_share,monitor only
S00616,2026-02,36.11937460238797,Moderate,negative_margin_share,reduce subsidy exposure
S00617,2026-02,34.11962697981484,Moderate,negative_margin_share,reduce subsidy exposure
S00618,2026-02,56.54920149857363,High,negative_margin_share,reduce subsidy exposure
S00619,2026-02,40.27216007526476,Moderate,refund_value_risk,reduce subsidy exposure
S00620,2026-02,32.98542022000657,Moderate,negative_margin_share,reduce subsidy exposure
S00621,2026-02,45.36368035879245,Moderate,refund_value_risk,reduce subsidy exposure
S00622,2026-02,36.68262279569562,Moderate,negative_margin_share,reduce subsidy exposure
S00623,2026-02,28.08903911894206,Low,negative_margin_share,monitor only
S00624,2026-02,35.22335604743954,Moderate,negative_margin_share,reduce subsidy exposure
S00625,2026-02,43.53186898770879,Moderate,negative_margin_share,reduce subsidy exposure
S00626,2026-02,30.5897786738576,Moderate,negative_margin_share,reduce subsidy exposure
S00627,2026-02,38.391537931759146,Moderate,refund_value_risk,reduce subsidy exposure
S00628,2026-02,24.64990270314216,Low,negative_margin_share,monitor only
S00629,2026-02,27.143257456814514,Low,negative_margin_share,monitor only
S00630,2026-02,44.35587117995688,Moderate,negative_margin_share,reduce subsidy exposure
S00631,2026-02,34.79891420926672,Moderate,negative_margin_share,reduce subsidy exposure
S00632,2026-02,35.71048924963812,Moderate,negative_margin_share,reduce subsidy exposure
S00633,2026-02,31.94906636039818,Moderate,refund_value_risk,reduce subsidy exposure
S00634,2026-02,39.70839290931582,Moderate,negative_margin_share,reduce subsidy exposure
S00635,2026-02,41.967831703854635,Moderate,refund_value_risk,reduce subsidy exposure
S00636,2026-02,19.78275904729552,Low,negative_margin_share,monitor only
S00637,2026-02,38.49460734748112,Moderate,negative_margin_share,reduce subsidy exposure
S00638,2026-02,45.715784486206786,Moderate,negative_margin_share,reduce subsidy exposure
S00639,2026-02,34.85129863272381,Moderate,negative_margin_share,reduce subsidy exposure
S00640,2026-02,31.476681236825346,Moderate,negative_margin_share,reduce subsidy exposure
S00641,2026-02,32.47567174419159,Moderate,negative_margin_share,reduce subsidy exposure
S00642,2026-02,33.15314925616598,Moderate,refund_value_risk,reduce subsidy exposure
S00643,2026-02,21.395594756261264,Low,negative_margin_share,monitor only
S00644,2026-02,46.3745122972615,Moderate,negative_margin_share,reduce subsidy exposure
S00645,2026-02,54.75391592489804,Moderate,negative_margin_share,reduce subsidy exposure
S00646,2026-02,59.344354653569866,High,negative_margin_share,reduce subsidy exposure
S00647,2026-02,34.17554976344403,Moderate,negative_margin_share,reduce subsidy exposure
S00648,2026-02,28.78257616489195,Low,negative_margin_share,monitor only
S00649,2026-02,25.634215042360132,Low,negative_margin_share,monitor only
S00650,2026-02,51.620513584368894,Moderate,negative_margin_share,reduce subsidy exposure
S00651,2026-02,37.7285987922705,Moderate,negative_margin_share,reduce subsidy exposure
S00652,2026-02,38.92129389579266,Moderate,negative_margin_share,reduce subsidy exposure
S00653,2026-02,30.96325857097071,Moderate,dispute_value_risk,reduce subsidy exposure
S00654,2026-02,29.875929605839936,Low,negative_margin_share,monitor only
S00655,2026-02,47.24609286848772,Moderate,negative_margin_share,reduce subsidy exposure
S00656,2026-02,20.094583531224572,Low,negative_margin_share,monitor only
S00657,2026-02,44.019193025918206,Moderate,refund_value_risk,reduce subsidy exposure
S00658,2026-02,52.84759198488983,Moderate,negative_margin_share,reduce subsidy exposure
S00659,2026-02,45.90442152257456,Moderate,negative_margin_share,reduce subsidy exposure
S00660,2026-02,34.4602135640143,Moderate,negative_margin_share,reduce subsidy exposure
S00661,2026-02,51.69869177491612,Moderate,negative_margin_share,reduce subsidy exposure
S00662,2026-02,18.972107863831262,Low,dispute_value_risk,monitor only
S00663,2026-02,46.247924358866435,Moderate,negative_margin_share,reduce subsidy exposure
S00664,2026-02,46.6166388175423,Moderate,negative_margin_share,reduce subsidy exposure
S00665,2026-02,34.41011116301739,Moderate,negative_margin_share,reduce subsidy exposure
S00666,2026-02,44.258952002157514,Moderate,negative_margin_share,reduce subsidy exposure
S00667,2026-02,35.264639698402775,Moderate,negative_margin_share,reduce subsidy exposure
S00668,2026-02,45.91053110715781,Moderate,negative_margin_share,reduce subsidy exposure
S00669,2026-02,22.67068229083808,Low,negative_margin_share,monitor only
S00670,2026-02,32.88539125215381,Moderate,refund_value_risk,reduce subsidy exposure
S00671,2026-02,29.602899813928264,Low,negative_margin_share,monitor only
S00672,2026-02,27.272031828176686,Low,negative_margin_share,monitor only
S00673,2026-02,40.63472097013879,Moderate,negative_margin_share,reduce subsidy exposure
S00674,2026-02,33.916445589099105,Moderate,negative_margin_share,reduce subsidy exposure
S00675,2026-02,23.4954821409923,Low,refund_value_risk,monitor only
S00676,2026-02,34.992473404703745,Moderate,negative_margin_share,reduce subsidy exposure
S00677,2026-02,26.123610550115373,Low,negative_margin_share,monitor only
S00678,2026-02,33.74433124940484,Moderate,negative_margin_share,reduce subsidy exposure
S00679,2026-02,42.02495527537312,Moderate,refund_value_risk,reduce subsidy exposure
S00680,2026-02,15.864896125094514,Low,negative_margin_share,monitor only
S00681,2026-02,20.617412272252697,Low,negative_margin_share,monitor only
S00682,2026-02,23.230498848063803,Low,negative_margin_share,monitor only
S00683,2026-02,44.234661111565956,Moderate,negative_margin_share,reduce subsidy exposure
S00684,2026-02,47.83230547644854,Moderate,refund_value_risk,reduce subsidy exposure
S00685,2026-02,46.42994093278109,Moderate,negative_margin_share,reduce subsidy exposure
S00686,2026-02,32.52163130894529,Moderate,negative_margin_share,reduce subsidy exposure
S00687,2026-02,33.73458506073923,Moderate,negative_margin_share,reduce subsidy exposure
S00688,2026-02,19.816836029337615,Low,refund_value_risk,monitor only
S00689,2026-02,67.59038913263208,High,negative_margin_share,reduce subsidy exposure
S00690,2026-02,48.685261551337646,Moderate,refund_value_risk,reduce subsidy exposure
S00691,2026-02,31.29203492063833,Moderate,negative_margin_share,reduce subsidy exposure
S00692,2026-02,28.28862839744739,Low,negative_margin_share,monitor only
S00693,2026-02,55.96607705555039,High,negative_margin_share,reduce subsidy exposure
S00694,2026-02,33.05314755855821,Moderate,negative_margin_share,reduce subsidy exposure
S00695,2026-02,32.25786147054393,Moderate,negative_margin_share,reduce subsidy exposure
S00696,2026-02,38.5192285493331,Moderate,negative_margin_share,reduce subsidy exposure
S00697,2026-02,35.26618555363278,Moderate,negative_margin_share,reduce subsidy exposure
S00698,2026-02,23.312384128064252,Low,refund_value_risk,monitor only
S00699,2026-02,28.594650394796304,Low,refund_value_risk,monitor only
S00700,2026-02,31.23371538725301,Moderate,negative_margin_share,reduce subsidy exposure
S00701,2026-02,6.143732813207552,Low,negative_margin_share,monitor only
S00702,2026-02,25.645047493340545,Low,negative_margin_share,monitor only
S00703,2026-02,43.19326781412911,Moderate,negative_margin_share,reduce subsidy exposure
S00704,2026-02,24.124207728946725,Low,negative_margin_share,monitor only
S00705,2026-02,50.2358264505864,Moderate,negative_margin_share,reduce subsidy exposure
S00706,2026-02,53.41469715377293,Moderate,negative_margin_share,reduce subsidy exposure
S00707,2026-02,32.874137660758024,Moderate,negative_margin_share,reduce subsidy exposure
S00708,2026-02,31.091684895095348,Moderate,negative_margin_share,reduce subsidy exposure
S00709,2026-02,36.956302909721295,Moderate,negative_margin_share,reduce subsidy exposure
S00710,2026-02,32.51597866278059,Moderate,negative_margin_share,reduce subsidy exposure
S00711,2026-02,27.393612590309864,Low,negative_margin_share,monitor only
S00712,2026-02,30.945585764364687,Moderate,negative_margin_share,reduce subsidy exposure
S00713,2026-02,44.74000100964905,Moderate,negative_margin_share,reduce subsidy exposure
S00714,2026-02,30.782924077785292,Moderate,negative_margin_share,reduce subsidy exposure
S00715,2026-02,27.05258526548106,Low,negative_margin_share,monitor only
