iteration,scenario,scenario_type,gmv,net_value,risk_adjusted_gmv,commission_revenue,subsidy,refunds,disputes,chargeback_loss,total_leakage,contribution_margin_proxy,top_risk_seller_downside_exposure
554,fraud_control_improvement,risk_upside,11322070.387731487,10230962.644774076,10002409.038212158,1247677.9915491834,376985.05856365914,999556.7868436173,669679.5755169806,372862.5276792707,2419083.9486035276,-1171405.9570543442,866471.7968295445
554,downside_high_risk_deterioration,downside,11896464.340414716,10863022.253482582,10360348.839737967,1310975.4865036728,451524.28128456423,1690158.4044546213,1172282.7368233735,920763.6496576078,4234729.072220167,-2923753.5857164944,1869549.0483293976
555,baseline,reference,11564732.792923898,10737499.413113859,10375318.99408384,1274419.085003525,395086.7063508669,1336867.0366582917,937170.3999966214,625259.7948960857,3294383.9379018657,-2019964.8528983407,1404801.23642236
555,seller_quality_improvement,quality_upside,11219178.453443665,10520859.91096897,10227833.125796836,1236339.4291200056,359619.3239998016,884254.866366927,778177.0184176217,590624.4315805902,2612675.6403649407,-1376336.2112449352,977685.6218564275
555,subsidy_tightening,policy_upside,11170769.524926126,10454902.780466652,10159374.411680048,1231004.825762367,291198.93445460504,1033565.0621709954,915030.0014637016,605045.8877126968,2844839.885801999,-1613835.0600396318,1085977.389368373
555,fraud_control_improvement,risk_upside,11434436.994517265,10540858.165383548,10290481.128449336,1260060.6510337591,401746.2451184605,1079140.4163356004,686316.8597464975,358114.084858029,2525317.606058588,-1265256.9550248287,906338.0837908189
555,downside_high_risk_deterioration,downside,11281324.95962419,10442919.481841337,9960120.494815845,1243187.896348856,425440.71356163593,1546583.416286354,1350068.5944590163,734371.7685283388,4056464.4928353447,-2813276.596486489,1664181.2975188163
556,baseline,reference,11412414.58426045,10558188.65099074,10212106.401088767,1257633.8089759613,380914.2906376764,1275061.2381946486,1077174.4655132347,569356.773994439,3302506.768339999,-2044872.9593640377,1366345.6111455322
556,seller_quality_improvement,quality_upside,11222808.03117495,10619056.316871637,10323023.927504864,1236739.4040449846,370182.6471601895,1017566.7238285088,771220.236958047,564482.1834847791,2723451.7914315243,-1486712.3873865397,1058437.4138188222
556,subsidy_tightening,policy_upside,10769189.661267258,9972598.886854608,9655319.227017418,1186751.227208571,278560.5393669709,1182924.8396086136,917824.7318251363,655909.1945801727,3035219.3053808934,-1848468.0781723224,1164512.238333109
556,fraud_control_improvement,risk_upside,11613026.496216862,10943066.005824149,10690681.99126252,1279740.990685575,433007.86932986276,1083563.0641181394,785268.728551017,392065.7743278349,2693905.4363268544,-1414164.4456412795,782402.3832901194
556,downside_high_risk_deterioration,downside,11348651.798215281,10351079.309919927,9895918.449685952,1250607.2297281744,398855.6383544754,1455453.751856824,1297438.5286204142,738707.8797613329,3890455.798593046,-2639848.5688648717,1669248.112353172
557,baseline,reference,11701209.782744756,10586961.184405476,10244863.524790514,1289458.6785337755,395425.3326033634,1151153.3998960897,1006813.7628755912,627159.726801475,3180552.222176519,-1891093.5436427437,1293119.067703373
557,seller_quality_improvement,quality_upside,11462582.37290349,10683699.278547734,10349100.963443637,1263162.2365188987,376818.6126689947,991638.4900627359,830443.8481816954,553690.7711029316,2752591.722016358,-1489429.485497459,1002117.6080388371
557,subsidy_tightening,policy_upside,11102515.215882523,10460129.712266905,10089734.73614987,1223483.2862995514,300347.370592009,1089067.582122854,1008563.6905189003,592321.3602074037,2990300.0034411666,-1766816.7171416152,1210305.4643494368
557,fraud_control_improvement,risk_upside,10989587.002849244,10099520.416280152,9868726.075583203,1211038.7385091335,411666.3838887632,1074897.2783058744,683412.5091848375,374702.1852230312,2544678.3566025062,-1333639.6180933728,797830.6662043334
557,downside_high_risk_deterioration,downside,11590839.093472552,10905755.466255542,10464491.445557477,1277295.966662079,412685.65863953537,1581660.6267619622,1345597.3022937896,815336.5382960251,4155280.1259913123,-2877984.159329233,1766724.1641710121
558,baseline,reference,11293467.70365957,10116391.249984395,9793435.587220958,1244526.0115496214,404227.3764185772,1128178.5077566893,969996.3669961443,581981.5193213555,3084383.7704927665,-1839857.7589431452,1249129.7076048327
558,seller_quality_improvement,quality_upside,11001521.21314936,10075190.305300448,9818792.290787946,1212353.8735531718,366031.3978459191,905480.7223563922,825685.819661454,517164.3229612902,2614362.2628250555,-1402008.3892718838,934875.5610705533
558,subsidy_tightening,policy_upside,11077172.264695887,10294473.379908195,10008633.628936345,1220690.524785656,285649.32451177743,1165460.1150417689,1060057.341587707,644197.5552411751,3155364.336382428,-1934673.8115967722,1140578.1770003885
558,fraud_control_improvement,risk_upside,11356805.399616107,10558252.096982865,10320226.519993734,1251505.7464014762,380163.790270226,1082604.9895810536,654952.2641482103,352568.29670230247,2470289.3407017924,-1218783.5943003162,828885.3517047946
558,downside_high_risk_deterioration,downside,11542732.076962804,10741908.561141927,10234064.605255008,1271994.6336299737,448066.7611889859,1408152.1025485804,1284637.4393319066,703292.1985284094,3844148.5015978827,-2572153.867967909,2030384.0118687174
559,baseline,reference,11171245.344727151,10224993.900823746,9874297.23172764,1231057.2605091361,383363.5010686144,1195568.7095699494,1028996.5236442583,643579.0507561091,3251507.7850389313,-2020450.5245297952,1271476.0414756944
559,seller_quality_improvement,quality_upside,10901716.427180558,9992189.101239214,9704569.765342314,1201355.5110063814,368602.43956172245,894737.6089060046,796509.1785224719,559703.186279576,2619552.413269775,-1418196.9022633936,988431.5112880508
559,subsidy_tightening,policy_upside,10335602.0441385,9863410.433041522,9583006.782109985,1138970.4142676797,240824.55555438032,1069585.5432474934,907138.5602340185,581410.0019691489,2798958.661005041,-1659988.2467373614,1043353.2257399807
559,fraud_control_improvement,risk_upside,11447601.495574825,10632498.53466614,10397546.123312896,1261511.362580036,379713.7195090887,1152639.1664579317,645859.236216835,391652.94741737394,2569865.0696012294,-1308353.7070211933,854799.920942001
559,downside_high_risk_deterioration,downside,11834646.157383732,11042652.107431058,10538045.212816967,1304163.200075133,454235.2051537371,1528405.6778631504,1351388.308140077,968125.6658959438,4302154.857052908,-2997991.6569777755,1896180.9173299584
560,baseline,reference,11121061.688390449,10386376.62393682,10071551.888806373,1225527.0843662093,373205.35336849914,1222470.0687990747,1049720.3570087415,614615.8813905637,3260011.660566879,-2034484.5762006696,1445516.701358454
560,seller_quality_improvement,quality_upside,11750761.86147435,10978174.221474243,10697070.493113965,1294919.2556145734,421374.05793273915,1042401.1722206817,900325.5076626459,558146.231673432,2922246.969489499,-1627327.7138749256,1217932.687062255
560,subsidy_tightening,policy_upside,10364147.240190066,9739994.009819454,9437616.017039742,1142116.059159323,265769.65910520044,1098974.7285344603,853221.4535869212,554585.2390565382,2772551.0802831203,-1630435.0211237972,1134741.6219204722
560,fraud_control_improvement,risk_upside,11216701.163404241,10328214.397945393,10096235.226815118,1236066.4348570285,367842.37916995515,1226049.7811508835,728134.3528798245,368400.66303643974,2690427.1762371026,-1454360.741380074,776585.1791208027
560,downside_high_risk_deterioration,downside,12029746.981189456,11006164.577400727,10526951.783565283,1325663.0667655298,470367.0363590268,1451959.442592507,1456115.0241088094,883143.1926065527,4261584.695666896,-2935921.628901366,1949863.896523516
561,baseline,reference,11136293.636086129,10554701.628889197,10208292.12039757,1227205.6259453997,400484.1383606807,1189608.2946880956,894801.7030442246,665886.4539964516,3150780.5900894525,-1923574.9641440527,1336797.5191375725
561,seller_quality_improvement,quality_upside,11436745.109005772,10445565.527209694,10139241.01922186,1260315.0023626827,395326.2147121114,996028.7384233532,814062.6959906451,654222.7223402216,2859640.371466331,-1599325.3691036485,1058647.0961046312
561,subsidy_tightening,policy_upside,11983820.465732045,11276761.13447209,10913091.383267192,1320602.0222213406,304785.9910021334,1183864.8966751657,962591.5074139764,540359.5243397563,2991601.919431032,-1670999.8972096916,1179939.8010882412
561,fraud_control_improvement,risk_upside,11796666.144822398,10866371.920494983,10613244.229616953,1299977.8502081258,416875.8404841431,1147957.396128793,810027.5464800998,418110.73709384585,2792971.5201868815,-1492993.6699787558,822506.490663713
561,downside_high_risk_deterioration,downside,12340498.243683107,11152165.723523173,10652379.849279508,1359907.4671076774,431602.47163652675,1648992.3179138228,1444830.7688783412,807621.2050624477,4333046.763491139,-2973139.2963834614,1873877.7015582821
562,baseline,reference,11979372.490423815,11031352.666104482,10665848.496716661,1320111.8609072892,399026.57169333386,1184685.1713931488,1078606.3389975424,586373.1268885063,3248691.2089725314,-1928579.3480652422,1421185.5281534228
562,seller_quality_improvement,quality_upside,11252568.911735766,10408280.643388532,10095933.118691914,1240019.0158485898,398261.17797344795,955673.5606188352,760657.5874981158,537460.2208604171,2652052.546950816,-1412033.5311022263,1095877.608962611
562,subsidy_tightening,policy_upside,11043605.237143153,10222046.984156992,9882885.0447973,1216991.4803454578,294057.4096476476,1006679.7207365071,916724.905901479,583688.686210483,2801150.7224961165,-1584159.2421506587,1254463.5956024933
562,fraud_control_improvement,risk_upside,11157698.676871268,10310298.492284114,10066907.837321749,1229564.4346598175,380609.36371438403,1072769.3835789599,730877.4607724479,352025.47794250096,2536281.6860082923,-1306717.2513484748,872291.5509135001
562,downside_high_risk_deterioration,downside,12549952.240771376,11559545.707498573,11049644.656096037,1382989.0355363823,478730.5201914635,1549345.0479266853,1533089.0295698682,899468.9248634079,4460633.522551425,-3077644.4870150425,2002175.7394751462
563,baseline,reference,11803270.53535762,11058800.213561725,10701680.037785204,1300705.6457822747,447835.78251263726,1320354.1043445999,1140184.2129672114,701343.0413624456,3609717.141186894,-2309011.4954046193,1225047.400304705
563,seller_quality_improvement,quality_upside,11392290.60594307,10810809.366814215,10516497.441130394,1255416.171742738,369137.5621363036,1048382.2476049241,853567.6819766042,611792.8743465149,2882880.3660643464,-1627464.1943216084,983805.626044716
563,subsidy_tightening,policy_upside,11205430.06737916,10366916.59606562,10030988.009236926,1234824.3741764687,257294.13902133022,1259867.4185834953,973180.4070074649,683553.6148622631,3173895.5794745535,-1939071.2052980848,1221902.8984126486
563,fraud_control_improvement,risk_upside,11547415.61623996,10613946.497635325,10347077.242279746,1272510.7537986836,415853.73769033316,1086833.1439699924,667251.440448729,362472.4475546183,2532410.7696636724,-1259900.0158649888,786412.0435184487
563,downside_high_risk_deterioration,downside,11504177.487627614,10644194.353573944,10196143.622025391,1267745.9661213474,427215.2107174978,1572703.4886737652,1358684.2988044498,826066.1621344454,4184669.160330158,-2916923.194208811,1975466.6925574495
564,baseline,reference,11611158.207409224,10731129.076071642,10368921.379238127,1279535.1075964118,415333.7591736269,1239204.2938587777,872882.2716665133,665123.3307221532,3192543.655421071,-1913008.5478246594,1138526.918601202
564,seller_quality_improvement,quality_upside,11602870.381740598,11042596.325374324,10714111.978740755,1278621.7995767281,369069.7677030452,1060901.7059177784,850920.7281956248,658302.2019945321,2939194.4038109807,-1660572.6042342526,1004324.1403757527
564,subsidy_tightening,policy_upside,11193456.235129694,10834341.935296956,10465469.883843329,1233504.8728431836,274151.4253355093,1184946.8159926678,989412.9240034412,590533.025327032,3039044.1906586504,-1805539.3178154668,1192116.0912774499
564,fraud_control_improvement,risk_upside,11007176.949982211,10065795.806061653,9847947.721718414,1212977.1286761914,399121.44487198116,1015036.4982068577,698454.2358498685,369031.1796921874,2481643.3586208946,-1268666.2299447032,778110.7235601795
564,downside_high_risk_deterioration,downside,12133596.423448268,11245106.796150576,10737763.962829059,1337107.145375161,447743.01690755173,1629162.7061617814,1315694.5035065196,890632.49346741,4283232.7200432625,-2946125.5746681015,1894399.9192283326
565,baseline,reference,11413393.486312376,10624158.995207721,10293203.87861067,1257741.6827573674,410209.43467869854,1428120.0039661317,952613.3088337424,614192.0258264329,3405134.7733050054,-2147393.090547638,1226688.8017298311
565,seller_quality_improvement,quality_upside,11227213.987063762,10514647.189526496,10237700.270439092,1237224.9348715872,392413.8925384474,1032642.1530276154,803701.371564115,531488.5049929277,2760245.9221231053,-1523020.987251518,975782.4115845589
565,subsidy_tightening,policy_upside,10607592.292369224,10126622.174726412,9810924.363058187,1168943.399332425,292813.3342325334,979556.2160185699,910769.923487528,592937.3871237397,2776076.860862371,-1607133.461529946,1105982.8527455977
565,fraud_control_improvement,risk_upside,11791827.73764848,10935851.509686744,10695406.887892041,1299444.6637909494,435462.7963637741,1106988.7438282198,671157.0967959136,397011.26588461484,2610619.902872523,-1311175.2390815734,930325.245367125
565,downside_high_risk_deterioration,downside,11197823.834919509,10197477.615056964,9734179.30572576,1233986.1768756644,411574.1462543073,1434855.6590469475,1239563.8855377012,787410.8741537883,3873404.5649927445,-2639418.38811708,1836894.6538189815
566,baseline,reference,12168567.896865916,11484003.94692036,11133514.866820386,1340960.9579925535,420617.0545690049,1340343.4875519963,1029948.4340888892,691005.3332957131,3481914.3095056033,-2140953.3515130496,1346602.4672580997
566,seller_quality_improvement,quality_upside,10539927.528895952,9715031.689509522,9460533.562940829,1161486.8270538722,374206.13544099376,928924.8708795263,753176.5272197152,522625.67119329516,2578933.2047335305,-1417446.3776796584,934157.4206404393
566,subsidy_tightening,policy_upside,11221493.098609487,10547126.629376367,10229093.313357672,1236594.5001213986,297574.8217003943,1241858.4644071765,972886.6657673846,569883.0116585921,3082202.9635335477,-1845608.463412149,1332802.9836812299
566,fraud_control_improvement,risk_upside,11436912.71819693,10570406.60003812,10331432.335136194,1260333.4726858505,384323.7384852382,1113392.997367646,754292.9573709768,371282.2248997501,2623291.9181236112,-1362958.4454377608,831139.5791020327
566,downside_high_risk_deterioration,downside,12268651.19162812,11364427.166348452,10835334.34012727,1351990.0118599313,477683.8195173541,1674752.0924559268,1244274.2539811032,869088.5211113647,4265798.6870657485,-2913808.6752058174,1927727.4840797533
567,baseline,reference,11832750.49340274,11075282.588673655,10700979.016353058,1303954.3002761155,416548.8270417326,1372675.1471422133,912730.9095445891,649307.7999085258,3351262.6836370607,-2047308.3833609452,1387492.6987276042
567,seller_quality_improvement,quality_upside,11844612.590431307,10957404.062398098,10638049.645713916,1305261.488527851,388341.73238237033,953380.5249660312,838908.9791963284,600471.8236620739,2781103.060206804,-1475841.571678953,963704.2270783172
567,subsidy_tightening,policy_upside,11510447.589114016,10611788.634012073,10271768.441606382,1268436.9234605494,289242.1312546727,1121746.659173773,962785.7595525413,612655.9377145981,2986430.487695585,-1717993.5642350356,1334651.8363109685
567,fraud_control_improvement,risk_upside,11663464.380814767,10657617.998140978,10432700.995871589,1285299.1824648182,418987.8559464844,1260510.696219311,757472.9389067054,402189.12690797105,2839160.6179804723,-1553861.435515654,872493.657160287
567,downside_high_risk_deterioration,downside,11952913.751033528,10850320.930870803,10380526.264763864,1317196.1409293273,452781.0051561671,1567935.1205783056,1238635.7520077983,824322.7993002095,4083674.6770424806,-2766478.536113153,1948597.6186548844
568,baseline,reference,11643104.216464356,10922272.667904347,10587652.826353278,1283055.5178262503,420175.65024919366,1284868.1121493482,856435.5390532435,664890.9993625876,3226370.300814373,-1943314.7829881227,1337466.3588828896
568,seller_quality_improvement,quality_upside,11466798.628679313,10845556.606130969,10538867.755637165,1263626.862630386,422141.2458436858,988726.3110940553,768547.4867698975,585614.3741825667,2765029.417890205,-1501402.5552598191,966194.5667734597
568,subsidy_tightening,policy_upside,10989687.771230534,10374129.242373494,10041417.378702082,1211049.843058679,260749.90561439574,1067619.8479354952,873276.312070853,584366.685627695,2786012.7512484393,-1574962.9081897603,1151782.7525967297
568,fraud_control_improvement,risk_upside,11417043.740605498,10878042.64783975,10617885.492360197,1258143.936213592,381724.7411328489,1106979.5322373773,774264.5913862453,411800.3108601354,2674769.175616607,-1416625.239403015,964800.5967412833
568,downside_high_risk_deterioration,downside,12029711.534238465,10705564.528594516,10281838.713061728,1325659.1605558787,458411.659993281,1484342.6853046694,1401760.1879074157,863076.8942901768,4207591.427495543,-2881932.2669396643,1994315.264950292
569,baseline,reference,11522507.786097245,10640112.12357349,10297103.951563712,1269765.9420794433,432760.4282935096,1104016.9202941942,1007503.7691654672,676566.2407525383,3220847.3585057096,-1951081.4164262663,1360605.3404984742
569,seller_quality_improvement,quality_upside,11496700.586798573,10535297.936695164,10239497.279359713,1266922.021004428,371866.38995471876,1060060.6682576546,785712.3410073967,486795.05438360537,2704434.4536033752,-1437512.4325989473,980357.4335450657
569,subsidy_tightening,policy_upside,10712418.769651836,10033343.80149849,9705237.45099528,1180495.1459792987,281219.30848363973,1099404.473615804,818457.2843843978,597093.7392962221,2796174.8057800634,-1615679.6598007646,1287071.646716213
569,fraud_control_improvement,risk_upside,12017686.910928585,10910064.86745551,10626169.85673987,1324334.062111281,440089.30934664176,1173295.6182444042,681566.5577116539,391448.02178716793,2686399.5070898677,-1362065.4449785866,935530.1226231585
569,downside_high_risk_deterioration,downside,11676870.773237491,10711196.703909216,10237832.684646266,1286776.5501369033,453704.6435568091,1378191.8543542165,1126890.06732538,811583.2156786134,3770369.780915019,-2483593.230778116,1642170.483992709
570,baseline,reference,11917202.321625674,10981467.213297043,10644888.604940647,1313260.7860875821,419707.4845440502,1336609.6168948151,1039376.8615331666,556390.5897087484,3352084.55268078,-2038823.766593198,1319604.3026856692
570,seller_quality_improvement,quality_upside,11074184.41266754,10494844.361800704,10213669.88849938,1220361.26723027,385142.9701643873,945299.4992159993,806856.8847455301,602230.2645576785,2739529.618683595,-1519168.3514533252,1059096.2529917557
570,subsidy_tightening,policy_upside,11478871.136145694,10935565.514365736,10594001.580867149,1264957.2378491214,292824.27980881196,1286653.5281035274,928764.3848184684,751251.4556066021,3259493.64833741,-1994536.4104882884,1323583.88530627
570,fraud_control_improvement,risk_upside,11301375.3487316,10494898.074127683,10233757.50358186,1245397.424143209,407615.3319876272,1049593.2473758154,665297.8285661349,362169.016661157,2484675.4245907343,-1239278.0004475254,747412.2704097446
570,downside_high_risk_deterioration,downside,11814773.090065489,11048361.235272475,10569230.065002862,1301973.2129200967,420445.48076639563,1705551.3978070721,1214768.264405918,766269.9461931026,4107035.089172489,-2805061.8762523923,2117935.207684219
571,baseline,reference,10773141.777108,9750405.611538727,9435008.983552735,1187186.7454296811,395911.00509331987,1054163.2600110327,969797.8050557089,573305.9480185902,2993178.018178651,-1805991.27274897,1221586.6990168262
571,seller_quality_improvement,quality_upside,10924528.641774463,10151059.345292458,9885690.837337852,1203869.3885139928,346287.90830970794,1058835.000352683,735337.931430892,552950.553600793,2693411.3936940758,-1489542.005180083,943425.5546746523
571,subsidy_tightening,policy_upside,10730851.96258217,10488785.757034304,10168997.701284787,1182526.4607782315,271099.32552688074,1091338.607691807,895846.9720258834,528682.7890259717,2786967.694270543,-1604441.2334923113,1319700.649496967
571,fraud_control_improvement,risk_upside,11363717.321870835,10616263.54287104,10362586.943570191,1252267.431586358,380866.8552116336,1110675.2647114282,731686.8494173875,350839.31549706677,2574068.284837516,-1321800.853251158,880755.8403205107
571,downside_high_risk_deterioration,downside,11953222.38558226,10937594.883071106,10490824.707932733,1317230.1520704615,478023.94065373414,1546038.99330541,1273784.9172887213,913015.6797415888,4210863.530989454,-2893633.3789189924,1692243.638550225
572,baseline,reference,11456294.133666316,10795357.294032123,10463324.466988083,1262469.2804222542,388986.4998547036,1408736.271917239,993184.5292828432,625388.9115247267,3416296.2125795125,-2153826.9321572585,1484378.4811504246
572,seller_quality_improvement,quality_upside,11104567.282151429,10091322.590057105,9799683.321065914,1223709.42143502,420322.93743778864,996792.8236319806,831695.1283612691,602490.671576327,2851301.5610073656,-1627592.1395723457,1025542.5266229563
572,subsidy_tightening,policy_upside,10832744.837007167,10246681.818732915,9921646.232784888,1193754.928060462,273403.57655928313,1120065.3510772903,910847.5124187969,568518.6385487576,2872835.078604128,-1679080.1505436662,1195302.4896971206
572,fraud_control_improvement,risk_upside,11486922.609392008,10689469.555235684,10418887.39456414,1265844.50012757,443682.9842342592,1203650.770790374,715826.932842182,388611.70965613966,2751772.397522955,-1485927.8973953852,806500.7735913991
572,downside_high_risk_deterioration,downside,12429371.146349417,11266666.917377887,10746872.861670312,1369701.1497915443,492572.8473889402,1618196.8620491917,1340153.5451894747,755346.4579686454,4206269.712596253,-2836568.5628047083,1791456.0293890636
573,baseline,reference,11616332.663535554,11027677.18152386,10641626.957464153,1280105.326187709,394283.241410949,1375847.967864026,1069091.4223321564,640086.0902753071,3479308.7218824388,-2199203.39569473,1344070.9928072817
573,seller_quality_improvement,quality_upside,11229066.34161901,10216678.336104872,9899317.798819603,1237429.0620260723,355601.35714145127,1055041.0938366966,828203.9952665503,531520.5729641328,2770367.019208831,-1532937.9571827585,1092570.7340491225
573,subsidy_tightening,policy_upside,10861860.320962785,9940481.480502687,9656388.139448483,1196963.417965638,273075.1153124388,1033567.1501772607,881776.1063208575,526946.0257525743,2715364.3975631315,-1518400.9795974935,972868.3280741634
573,fraud_control_improvement,risk_upside,11169282.442870121,9940118.308557685,9709109.4684578,1230840.9511803016,385914.06227593316,1096644.217768741,641303.7469442355,318464.44947102136,2442326.476459931,-1211485.5252796295,755754.982306759
573,downside_high_risk_deterioration,downside,11683390.821973186,10548971.692722205,10081887.00560008,1287495.0513502653,440750.8902298896,1483037.1082119832,1258258.777729318,892804.3172804011,4074851.0934515917,-2787356.0421013264,1872882.9959666727
574,baseline,reference,11442688.588743355,10535246.295768788,10203766.306477176,1260969.966393805,402389.94300803664,1288065.3750901814,933536.9981669032,596397.65312246,3220389.969387581,-1959420.002993776,1257435.1417259702
574,seller_quality_improvement,quality_upside,11254247.052407725,10378874.229447804,10071573.22296938,1240203.944851098,407784.2070533273,1162537.085232523,777889.107504225,559029.7451704968,2907240.144960572,-1667036.2001094741,980589.1700823809
574,subsidy_tightening,policy_upside,10531238.347170768,10109939.185257921,9799556.586589845,1160529.290098897,275383.11529625853,1127616.7937324475,981715.369697697,615019.5022792422,2999734.781005645,-1839205.4909067482,1077790.6179775936
574,fraud_control_improvement,risk_upside,11086350.99896228,10403343.12702418,10146196.740928032,1221702.0098181872,402558.0395139157,1089501.9250807245,794339.6403368516,360390.0820261827,2646789.6869576746,-1425087.6771394874,843345.065428605
574,downside_high_risk_deterioration,downside,12446588.743007222,11543849.695232986,11080186.985087425,1371598.5074020915,473097.68628169765,1639571.2074546309,1376554.2312589674,813846.7074703708,4303069.832465666,-2931471.325063575,2026155.9164720394
575,baseline,reference,11199181.560432427,10339931.352628445,9962434.820497831,1234135.7965285212,394270.57679931034,1217345.698059024,1065010.2509811646,636630.9927524725,3313257.5185919716,-2079121.7220634504,1239219.0618698893
575,seller_quality_improvement,quality_upside,11475135.566169772,10579480.367893038,10297130.159158079,1264545.5827113916,375963.40945723146,1152320.6702124134,781351.943929219,457340.5097332437,2766976.5333321076,-1502430.950620716,893342.3307398963
575,subsidy_tightening,policy_upside,10559837.38448301,9752550.27936019,9454577.780896604,1163680.8682301056,267442.6881293617,936088.3398793099,931691.3731407684,474982.36155448406,2610204.7627039235,-1446523.894473818,1082926.3664415067
575,fraud_control_improvement,risk_upside,11547458.05122981,10699811.644215086,10434712.78776972,1272515.4300814744,429535.24236301816,1108665.388879582,703414.3677267254,387778.04686596006,2629393.045835286,-1356877.6157538116,898455.333355846
575,downside_high_risk_deterioration,downside,11894383.050428353,10946546.166069528,10478073.976699272,1310746.1309511028,450248.72859764285,1610251.1941042733,1492872.8432615611,803382.0040370798,4356754.7700005565,-3046008.6390494537,1836455.0249837914
576,baseline,reference,10806489.605484383,9970441.682907935,9640872.667601742,1190861.634394888,396163.2044703158,1136279.0969382857,927513.9660107347,681366.180828043,3141322.4482473796,-1950460.8138524916,1062374.8223463006
576,seller_quality_improvement,quality_upside,10887165.127255429,10057453.087146292,9795483.29767641,1199751.975959939,352246.1625302127,976543.4763907423,768820.4463578903,578641.9680285942,2676252.0533074397,-1476500.0773475007,953596.3304301524
576,subsidy_tightening,policy_upside,11093595.60862832,10432297.58889679,10094441.254979527,1222500.3567395664,282524.791507765,976556.7334774523,925002.4271949958,590584.6926273633,2774668.6448075767,-1552168.2880680102,1232629.0649344134
576,fraud_control_improvement,risk_upside,11508251.778450923,10657376.696048588,10418059.943875236,1268194.9478726818,431420.9742538083,1206651.5074596985,738141.3824004247,438065.51028678066,2814279.374400712,-1546084.4265280303,792032.5848796618
576,downside_high_risk_deterioration,downside,11941163.345647909,10889973.012920447,10435699.49423467,1315901.2609569062,397020.79898604617,1502275.455618176,1331246.9328862766,811263.0880262644,4041806.2755167633,-2725905.014559857,1881391.5488445973
577,baseline,reference,11741874.35770384,10750995.702678548,10423963.729599977,1293939.8638183265,430314.19840915763,1182389.728966997,952437.5292686457,714071.918053372,3279213.3746981723,-1985273.5108798458,1271033.8802607942
577,seller_quality_improvement,quality_upside,10897182.425859362,9979362.02711303,9721953.713892795,1200855.8697333294,369875.1635316008,1003811.1949251295,777896.1430046754,511518.13472393213,2663100.636185338,-1462244.7664520084,916319.9776763835
577,subsidy_tightening,policy_upside,10468816.819893552,9902858.085863363,9596104.573161203,1153650.5158892735,275337.7548244649,1081165.9596123777,899944.8250760613,607234.1070274594,2863682.6465403633,-1710032.1306510898,1215197.5686802627
577,fraud_control_improvement,risk_upside,11030789.579596905,10114278.617884098,9870306.19882339,1215579.210917685,378272.3488635156,1112827.3935111146,618283.7804472588,395943.32517752826,2505326.8479994177,-1289747.6370817327,894211.6734898721
577,downside_high_risk_deterioration,downside,11883128.668986168,10808192.76875723,10387117.40123595,1309505.9121966662,465446.30032871926,1647682.8133943926,1225695.5528911136,679653.3558820145,4018478.0224962397,-2708972.1102995733,1891743.216422994
578,baseline,reference,11281053.760026868,10386810.895486968,10032038.771450967,1243158.0104925323,389217.21159078815,1363174.7352271266,1104583.229062594,627957.2812947454,3484932.457175254,-2241774.4466827214,1345266.3954139275
578,seller_quality_improvement,quality_upside,11118955.184210349,10418428.298022613,10108832.55951653,1225294.950241035,355701.72632088,995009.4039580312,878059.5034873898,551814.7334721956,2780585.3672384964,-1555290.4169974613,1078252.836870795
578,subsidy_tightening,policy_upside,10620009.075598324,9611531.471226998,9299742.329439715,1170311.7133094845,284093.6583121934,1127802.2331956264,862506.0019417681,568043.9731068519,2842445.8665564395,-1672134.153246955,1145541.2520290844
578,fraud_control_improvement,risk_upside,11515730.423449684,10766628.710247628,10526589.052202541,1269019.0851949223,397353.949191345,1156982.5465706552,741851.5006686813,351755.2668697039,2647943.2633003853,-1378924.178105463,976892.5815484885
578,downside_high_risk_deterioration,downside,11824954.570075268,10904984.631244881,10452769.899351913,1303095.199279002,461434.34506508027,1560536.5548626112,1362962.0656944404,837650.7482243879,4222583.71384652,-2919488.5145675177,1939740.3240292103
579,baseline,reference,11974625.053638797,11141892.513693454,10785676.275050614,1319588.6993131556,405752.61328076496,1338110.5318810013,956881.8298126648,664920.5516551974,3365665.5266296286,-2046076.827316473,1303414.7414576618
579,seller_quality_improvement,quality_upside,10927342.544692347,10502806.320079437,10221282.525831394,1204179.4770950358,370033.7791533993,987244.9569108727,785055.8869340657,573538.533635218,2715873.156633556,-1511693.67953852,942149.4664570403
579,subsidy_tightening,policy_upside,10857658.66627683,10152353.750496773,9851179.856891654,1196500.4008759866,268777.3555710878,1051682.691844364,870469.2192626216,559895.8531658377,2750825.1198439114,-1554324.7189679248,1168754.3700995268
579,fraud_control_improvement,risk_upside,12018995.821648253,11299624.123368368,11020342.025203902,1324478.3024349946,463007.8438656124,1156006.0401788773,857836.4426160451,403632.76972377923,2880483.096384314,-1556004.7939493193,928893.8045229291
579,downside_high_risk_deterioration,downside,11657357.912934301,10806481.061087294,10325792.693581225,1284626.2573442666,452797.40549769386,1386888.2081302917,1278805.8149784487,865245.752057743,3983737.180664177,-2699110.9233199107,1914693.9625344907
580,baseline,reference,11431963.746283684,10553664.088765852,10206603.415124472,1259788.102172729,397334.08862690796,1191342.8075678935,1031165.2414834021,634145.5261068179,3253987.6637850218,-1994199.5616122927,1458895.1254830179
